FeatureID,mz,RT,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,Formula,ZodiacScore
7761,308.1710459,2.546217652,12,26,4,3,0,1,0,0,0,0,0,2.166666667,0.333333333,0.25,0,2,0.166666667,C12H26N3O4P,0.436536537
7762,309.1065008,0.659901502,9,16,8,4,0,0,0,0,0,0,0,1.777777778,0.888888889,0.444444444,0,4,0.444444444,C9H16N4O8,0.942442442
7763,310.0781315,0.770731858,10,15,10,1,0,0,0,0,0,0,0,1.5,1,0.1,0,4,0.4,C10H15NO10,1
7764,317.2109064,8.905403437,20,28,3,0,0,0,0,0,0,0,0,1.4,0.15,0,0.297297297,7,0.35,C20H28O3,1
7765,317.2103964,10.13942911,20,28,3,0,0,0,0,0,0,0,0,1.4,0.15,0,0.297297297,7,0.35,C20H28O3,1
7766,328.2287266,6.32288015,18,33,2,1,1,0,0,0,0,0,0,1.833333333,0.111111111,0.055555556,0.033333333,3,0.166666667,C18H33NO2S,1
7767,329.0477199,3.071994719,10,12,3,6,2,0,0,0,0,0,0,1.2,0.3,0.6,3,8,0.8,C10H12N6O3S2,0.789089089
7768,338.1079242,4.796422293,12,19,10,1,0,0,0,0,0,0,0,1.583333333,0.833333333,0.083333333,0,4,0.333333333,C12H19NO10,0.936936937
7769,346.1881164,7.226777254,16,27,7,1,0,0,0,0,0,0,0,1.6875,0.4375,0.0625,0,4,0.25,C16H27NO7,1
7770,350.326877,11.05886159,17,41,3,4,0,0,0,0,0,0,0,2.411764706,0.176470588,0.235294118,0,-0.5,-0.029411765,C17H41N4O3,1
7771,354.2641546,7.460529771,20,35,4,1,0,0,0,0,0,0,0,1.75,0.2,0.05,0.088235294,4,0.2,C20H35NO4,1
7772,359.2041334,8.276787404,18,30,7,0,0,0,0,0,0,0,0,1.666666667,0.388888889,0,0.034482759,4,0.222222222,C18H30O7,0.996396396
7773,359.2214829,9.23743143,22,30,4,0,0,0,0,0,0,0,0,1.363636364,0.181818182,0,0.3,8,0.363636364,C22H30O4,1
7774,360.1447217,0.709812649,19,21,6,1,0,0,0,0,0,0,0,1.105263158,0.315789474,0.052631579,0.433333333,10,0.526315789,C19H21NO6,0.902902903
7775,360.2016154,5.081692057,16,27,3,5,0,0,0,0,0,0,0,1.6875,0.1875,0.3125,0.210526316,6,0.375,C16H27N5O3,0.599199199
7776,363.0781246,10.8479474,21,15,4,0,0,1,0,0,0,0,0,0.714285714,0.19047619,0,0.694444444,15,0.714285714,C21H15O4P,0.583883884
7777,365.2194939,6.259445708,18,28,4,4,0,0,0,0,0,0,0,1.555555556,0.222222222,0.222222222,0.25,7,0.388888889,C18H28N4O4,1
7779,369.127597,1.534220588,11,20,10,4,0,0,0,0,0,0,0,1.818181818,0.909090909,0.363636364,0,4,0.363636364,C11H20N4O10,0.9996997
7780,377.0982992,2.720565846,17,22,7,0,0,0,0,0,0,0,0,1.294117647,0.411764706,0,0.259259259,7,0.411764706,C17H22O7,0.985685686
7781,377.3264119,11.09571009,21,44,5,0,0,0,0,0,0,0,0,2.095238095,0.238095238,0,0,0,0,C21H44O5,1
7782,391.1141693,2.684896139,18,18,8,2,0,0,0,0,0,0,0,1,0.444444444,0.111111111,0.5,11,0.611111111,C18H18N2O8,0.880580581
7783,391.1543895,3.87298818,21,26,5,0,1,0,0,0,0,0,0,1.238095238,0.238095238,0,0.314285714,9,0.428571429,C21H26O5S,0.45045045
7784,392.2070006,5.292116464,17,32,6,2,0,1,0,0,0,0,0,1.882352941,0.352941176,0.117647059,0,3.5,0.205882353,C17H32N2O6P,0.535335335
7785,399.3085531,11.05801306,21,44,5,0,0,0,0,0,0,0,0,2.095238095,0.238095238,0,0,0,0,C21H44O5,0.914714715
7786,405.1703922,4.201201481,14,24,8,6,0,0,0,0,0,0,0,1.714285714,0.571428571,0.428571429,0,6,0.428571429,C14H24N6O8,0.66026026
7787,406.2191426,5.475622369,22,32,4,1,0,1,0,0,0,0,0,1.454545455,0.181818182,0.045454545,0.277777778,8,0.363636364,C22H32NO4P,1
7788,407.1087693,2.857660333,18,24,8,0,0,0,0,0,0,0,0,1.333333333,0.444444444,0,0.214285714,7,0.388888889,C18H24O8,0.937837838
7789,407.1838296,5.998652472,18,28,7,2,0,0,0,0,0,0,0,1.555555556,0.388888889,0.111111111,0.12,6,0.333333333,C18H28N2O7,0.987987988
7790,409.0992051,8.873142471,19,22,6,0,0,2,0,0,0,0,0,1.157894737,0.315789474,0,0.428571429,10,0.526315789,C19H22O6P2,0.291191191
7791,409.2024007,11.21377441,26,24,1,4,0,0,0,0,0,0,0,0.923076923,0.038461538,0.153846154,0.674418605,17,0.653846154,C26H24N4O,0.177077077
7792,410.274962,6.500845529,19,39,8,1,0,0,0,0,0,0,0,2.052631579,0.421052632,0.052631579,0,1,0.052631579,C19H39NO8,0.943243243
7793,411.2732032,10.9396869,19,34,4,6,0,0,0,0,0,0,0,1.789473684,0.210526316,0.315789474,0.090909091,6,0.315789474,C19H34N6O4,0.50990991
7794,414.2325587,5.609776484,17,35,10,1,0,0,0,0,0,0,0,2.058823529,0.588235294,0.058823529,0,1,0.058823529,C17H35NO10,1
7795,417.2840803,7.613421188,23,36,3,4,0,0,0,0,0,0,0,1.565217391,0.130434783,0.173913043,0.257142857,8,0.347826087,C23H36N4O3,1
7796,418.242913,5.878262678,16,31,6,7,0,0,0,0,0,0,0,1.9375,0.375,0.4375,0,5,0.3125,C16H31N7O6,0.993293293
7797,418.247758,5.885486179,15,31,5,9,0,0,0,0,0,0,0,2.066666667,0.333333333,0.6,0,5,0.333333333,C15H31N9O5,0.986186186
7798,429.7920306,8.843263062,1,1,15,1,0,4,0,0,0,0,0,1,15,1,0,4,4,CHNO15P4,0.983383383
7799,430.3893667,12.26851103,25,51,4,1,0,0,0,0,0,0,0,2.04,0.16,0.04,0,1,0.04,C25H51NO4,1
7800,432.1804819,5.838302048,21,25,7,3,0,0,0,0,0,0,0,1.19047619,0.333333333,0.142857143,0.413793103,11,0.523809524,C21H25N3O7,0.9997998
7801,438.2153608,4.046613345,17,27,5,9,0,0,0,0,0,0,0,1.588235294,0.294117647,0.529411765,0.363636364,9,0.529411765,C17H27N9O5,0.918218218
7802,447.8218655,9.292196324,3,2,15,1,0,5,0,0,0,0,0,0.666666667,5,0.333333333,0,6,2,C3H2NO15P5,0.948748749
7803,449.1955178,7.45087499,18,24,6,8,0,0,0,0,0,0,0,1.333333333,0.333333333,0.444444444,0.571428571,11,0.611111111,C18H24N8O6,0.99029029
7804,451.8050633,8.795890786,4,4,12,1,0,5,0,0,0,0,0,1,3,0.25,0,6,1.5,C4H4NO12P5,0.504604605
7805,460.302184,10.23992803,18,37,5,9,0,0,0,0,0,0,0,2.055555556,0.277777778,0.5,0,5,0.277777778,C18H37N9O5,0.444744745
7806,464.2352241,6.358695677,19,29,5,9,0,0,0,0,0,0,0,1.526315789,0.263157895,0.473684211,0.4,10,0.526315789,C19H29N9O5,0.984584585
7807,465.2238596,6.727357472,23,39,4,0,1,1,0,0,0,0,0,1.695652174,0.173913043,0,0.078947368,5,0.217391304,C23H39O4PS,1
7808,466.2277669,4.523281567,20,36,9,1,0,1,0,0,0,0,0,1.8,0.45,0.05,0,4,0.2,C20H36NO9P,1
7810,469.1705198,2.835400295,12,24,10,10,0,0,0,0,0,0,0,2,0.833333333,0.833333333,0,6,0.5,C12H24N10O10,0.381881882
7811,471.3277511,6.589520695,21,46,9,2,0,0,0,0,0,0,0,2.19047619,0.428571429,0.095238095,0,0,0,C21H46N2O9,1
7812,476.2837211,6.566736146,20,33,3,11,0,0,0,0,0,0,0,1.65,0.15,0.55,0.4,10,0.5,C20H33N11O3,0.476676677
7814,482.192702,8.144644015,25,27,7,3,0,0,0,0,0,0,0,1.08,0.28,0.12,0.486486486,14,0.56,C25H27N3O7,0.996196196
7815,484.2097163,6.576321359,25,29,7,3,0,0,0,0,0,0,0,1.16,0.28,0.12,0.432432432,13,0.52,C25H29N3O7,0.9995996
7816,487.234726,4.208398785,27,34,8,0,0,0,0,0,0,0,0,1.259259259,0.296296296,0,0.304347826,11,0.407407407,C27H34O8,0.682082082
7818,491.2811561,9.817093485,20,38,8,6,0,0,0,0,0,0,0,1.9,0.4,0.3,0,5,0.25,C20H38N6O8,0.962362362
7819,493.1080902,9.275679831,21,20,12,2,0,0,0,0,0,0,0,0.952380952,0.571428571,0.095238095,0.461538462,13,0.619047619,C21H20N2O12,0.659059059
7821,498.3639015,8.024022416,25,47,5,5,0,0,0,0,0,0,0,1.88,0.2,0.2,0,5,0.2,C25H47N5O5,0.995195195
7822,501.2834493,7.362642118,25,36,5,6,0,0,0,0,0,0,0,1.44,0.2,0.24,0.333333333,11,0.44,C25H36N6O5,0.491591592
7823,502.2858442,4.668318398,22,47,7,1,2,0,0,0,0,0,0,2.136363636,0.318181818,0.045454545,0,0,0,C22H47NO7S2,0.611011011
7825,502.8390291,9.198550311,9,3,13,2,0,5,0,0,0,0,0,0.333333333,1.444444444,0.222222222,0,12,1.333333333,C9H3N2O13P5,0.606906907
7826,504.1776829,6.558080836,27,25,7,3,0,0,0,0,0,0,0,0.925925926,0.259259259,0.111111111,0.585365854,17,0.62962963,C27H25N3O7,1
7827,505.2586764,7.075213943,25,36,7,4,0,0,0,0,0,0,0,1.44,0.28,0.16,0.257142857,10,0.4,C25H36N4O7,0.565565566
7828,507.2711664,7.517615779,24,40,8,2,0,0,0,0,0,0,0,1.666666667,0.333333333,0.083333333,0.055555556,6,0.25,C24H40N2O8,0.9996997
7829,507.3688164,9.537661855,30,50,6,0,0,0,0,0,0,0,0,1.666666667,0.2,0,0.111111111,6,0.2,C30H50O6,1
7830,508.2085373,7.085020625,27,29,7,3,0,0,0,0,0,0,0,1.074074074,0.259259259,0.111111111,0.487804878,15,0.555555556,C27H29N3O7,1
7831,512.3241534,9.525801123,28,41,4,5,0,0,0,0,0,0,0,1.464285714,0.142857143,0.178571429,0.30952381,11,0.392857143,C28H41N5O4,0.425225225
7832,517.8211291,9.95818132,7,18,4,0,10,1,0,0,0,0,0,2.571428571,0.571428571,0,0,-0.5,-0.071428571,C7H18O4PS10,0.758058058
7833,520.1723877,6.378702371,27,25,8,3,0,0,0,0,0,0,0,0.925925926,0.296296296,0.111111111,0.575,17,0.62962963,C27H25N3O8,1
7834,520.294577,9.966756619,19,46,7,5,1,1,0,0,0,0,0,2.421052632,0.368421053,0.263157895,0,0,0,C19H46N5O7PS,0.233433433
7835,520.3329668,3.828303072,20,47,11,4,0,0,0,0,0,0,0,2.35,0.55,0.2,0,-0.5,-0.025,C20H47N4O11,0.532332332
7836,524.8290313,10.13851188,9,5,16,0,0,5,0,0,0,0,0,0.555555556,1.777777778,0,0,10,1.111111111,C9H5O16P5,0.295195195
7837,531.8370151,10.31846406,8,20,4,0,10,1,0,0,0,0,0,2.5,0.5,0,0,-0.5,-0.0625,C8H20O4PS10,0.88018018
7838,531.8598619,9.478236366,7,8,16,2,0,5,0,0,0,0,0,1.142857143,2.285714286,0.285714286,0,7.5,1.071428571,C7H8N2O16P5,1
7839,532.2964006,4.205888032,22,45,13,1,0,0,0,0,0,0,0,2.045454545,0.590909091,0.045454545,0,1,0.045454545,C22H45NO13,1
7840,533.3297298,8.721022637,25,50,10,0,0,0,0,0,0,0,0,2,0.4,0,0,1,0.04,C25H50O10,0.663163163
7841,534.1517466,5.778822664,27,23,9,3,0,0,0,0,0,0,0,0.851851852,0.333333333,0.111111111,0.615384615,18,0.666666667,C27H23N3O9,1
7843,540.4470701,11.28076752,26,59,7,4,0,0,0,0,0,0,0,2.269230769,0.269230769,0.153846154,0,-0.5,-0.019230769,C26H59N4O7,1
7845,542.4262872,9.541431663,25,57,8,4,0,0,0,0,0,0,0,2.28,0.32,0.16,0,-0.5,-0.02,C25H57N4O8,1
7846,544.3684933,10.19056361,21,49,9,7,0,0,0,0,0,0,0,2.333333333,0.428571429,0.333333333,0,1,0.047619048,C21H49N7O9,0.927527528
7847,546.8419915,10.10497519,11,17,5,0,7,3,0,0,0,0,0,1.545454545,0.454545455,0,0,5,0.454545455,C11H17O5P3S7,0.864664665
7848,548.1667973,6.492358914,28,25,9,3,0,0,0,0,0,0,0,0.892857143,0.321428571,0.107142857,0.585365854,18,0.642857143,C28H25N3O9,1
7849,548.3493253,7.906143528,18,41,5,15,0,0,0,0,0,0,0,2.277777778,0.277777778,0.833333333,0,6,0.333333333,C18H41N15O5,0.529429429
7851,549.3219923,10.11519377,24,40,5,10,0,0,0,0,0,0,0,1.666666667,0.208333333,0.416666667,0.217391304,10,0.416666667,C24H40N10O5,0.582982983
7852,551.2998206,8.796927478,30,34,1,10,0,0,0,0,0,0,0,1.133333333,0.033333333,0.333333333,0.692307692,19,0.633333333,C30H34N10O,0.354454454
7853,553.8504346,10.283727,10,6,13,3,0,5,0,0,0,0,0,0.6,1.3,0.3,0,12,1.2,C10H6N3O13P5,0.127427427
7854,560.8583032,10.45497959,13,19,7,0,1,3,0,0,0,2,0,1.461538462,0.538461538,0,0,6,0.461538462,C13H19O7P3SSe2,0.686286286
7855,563.3394166,10.47304433,24,46,9,6,0,0,0,0,0,0,0,1.916666667,0.375,0.25,0,5,0.208333333,C24H46N6O9,0.563663664
7856,564.3595298,4.026677544,22,51,12,4,0,0,0,0,0,0,0,2.318181818,0.545454545,0.181818182,0,-0.5,-0.022727273,C22H51N4O12,0.532332332
7857,566.8993705,10.70961697,9,15,18,0,0,5,0,0,0,0,0,1.666666667,2,0,0,5,0.555555556,C9H15O18P5,1
7858,567.2930272,7.411093422,23,38,7,10,0,0,0,0,0,0,0,1.652173913,0.304347826,0.434782609,0.157894737,10,0.434782609,C23H38N10O7,0.907107107
7859,568.8553125,10.06649196,10,20,7,0,6,4,0,0,0,0,0,2,0.7,0,0,3,0.3,C10H20O7P4S6,0.89049049
7860,569.2741997,7.717006673,24,40,4,8,2,0,0,0,0,0,0,1.666666667,0.166666667,0.333333333,0.083333333,9,0.375,C24H40N8O4S2,0.186086086
7861,574.3782664,7.231414324,33,51,7,1,0,0,0,0,0,0,0,1.545454545,0.212121212,0.03030303,0.175438596,9,0.272727273,C33H51NO7,0.296496496
7862,575.8635099,10.24161513,7,12,18,1,0,5,0,0,0,0,0,1.714285714,2.571428571,0.142857143,0,5,0.714285714,C7H12NO18P5,0.309309309
7863,576.3234999,4.404335138,24,49,14,1,0,0,0,0,0,0,0,2.041666667,0.583333333,0.041666667,0,1,0.041666667,C24H49NO14,0.991391391
7864,576.3508317,7.934983,23,45,8,9,0,0,0,0,0,0,0,1.956521739,0.347826087,0.391304348,0,6,0.260869565,C23H45N9O8,0.844244244
7865,580.3199856,7.571659406,28,43,5,7,0,0,0,0,0,0,0,1.535714286,0.178571429,0.25,0.27027027,11,0.392857143,C28H43N7O5,0.981681682
7866,582.8715291,10.41506294,13,15,12,0,2,5,0,0,0,0,0,1.153846154,0.923076923,0,0,9,0.692307692,C13H15O12P5S2,1
7867,585.348732,10.4283441,24,44,7,10,0,0,0,0,0,0,0,1.833333333,0.291666667,0.416666667,0,8,0.333333333,C24H44N10O7,0.993693694
7868,586.4529347,9.553576939,27,61,9,4,0,0,0,0,0,0,0,2.259259259,0.333333333,0.148148148,0,-0.5,-0.018518519,C27H61N4O9,1
7869,587.4141215,7.911432018,26,58,10,4,0,0,0,0,0,0,0,2.230769231,0.384615385,0.153846154,0,0,0,C26H58N4O10,0.974874875
7870,589.8794763,10.58638643,12,25,7,1,0,2,0,2,0,1,0,2.083333333,0.583333333,0.083333333,0,2,0.166666667,C12H25Br2NO7P2Se,0.810910911
7871,589.9021115,9.878949986,7,16,20,1,0,5,0,0,0,0,0,2.285714286,2.857142857,0.142857143,0,3,0.428571429,C7H16NO20P5,1
7872,590.8681302,10.03739555,15,14,7,2,8,0,0,0,0,0,0,0.933333333,0.466666667,0.133333333,0,10,0.666666667,C15H14N2O7S8,0.648148148
7873,595.3257186,8.8632722,32,38,2,10,0,0,0,0,0,0,0,1.1875,0.0625,0.3125,0.619047619,19,0.59375,C32H38N10O2,0.318618619
7874,597.2733276,4.591188239,22,40,13,6,0,0,0,0,0,0,0,1.818181818,0.590909091,0.272727273,0,6,0.272727273,C22H40N6O13,0.779479479
7875,597.8766008,10.20003487,16,14,6,3,5,3,0,0,0,0,0,0.875,0.375,0.1875,1,13,0.8125,C16H14N3O6P3S5,0.508208208
7876,600.3539874,10.20272942,30,45,6,7,0,0,0,0,0,0,0,1.5,0.2,0.233333333,0.275,12,0.4,C30H45N7O6,0.942642643
7877,602.0788122,7.92320913,25,20,13,3,0,1,0,0,0,0,0,0.8,0.52,0.12,0.655172414,18,0.72,C25H20N3O13P,0.382982983
7878,602.4116822,8.005156644,29,55,8,5,0,0,0,0,0,0,0,1.896551724,0.275862069,0.172413793,0,5,0.172413793,C29H55N5O8,1
7879,602.4117179,10.52131628,24,55,10,7,0,0,0,0,0,0,0,2.291666667,0.416666667,0.291666667,0,1,0.041666667,C24H55N7O10,0.888888889
7880,603.4373694,7.464827891,35,58,6,2,0,0,0,0,0,0,0,1.657142857,0.171428571,0.057142857,0.133333333,8,0.228571429,C35H58N2O6,0.9996997
7881,604.8845697,10.37007248,8,15,18,2,0,5,0,0,0,0,0,1.875,2.25,0.25,0,5,0.625,C8H15N2O18P5,0.091791792
7882,605.3431081,6.161996507,32,48,9,2,0,0,0,0,0,0,0,1.5,0.28125,0.0625,0.176470588,10,0.3125,C32H48N2O9,1
7883,607.3658748,10.34882254,29,52,8,4,0,0,0,0,0,0,0,1.793103448,0.275862069,0.137931034,0,6,0.206896552,C29H52N4O8,0.753853854
7884,611.3206061,8.620437083,31,42,7,6,0,0,0,0,0,0,0,1.35483871,0.225806452,0.193548387,0.348837209,14,0.451612903,C31H42N6O7,0.985385385
7885,611.8925654,10.53977398,16,24,4,3,0,2,0,1,0,2,0,1.5,0.25,0.1875,0.333333333,7.5,0.46875,C16H24BrN3O4P2Se2,0.842342342
7886,614.3708385,10.54924497,27,57,8,3,0,2,0,0,0,0,0,2.111111111,0.296296296,0.111111111,0,2,0.074074074,C27H57N3O8P2,0.313613614
7887,615.4553157,10.79982651,28,62,10,4,0,0,0,0,0,0,0,2.214285714,0.357142857,0.142857143,0,0,0,C28H62N4O10,1
7888,616.427296,8.649011537,30,57,8,5,0,0,0,0,0,0,0,1.9,0.266666667,0.166666667,0,5,0.166666667,C30H57N5O8,1
7889,618.9006552,10.71063371,15,25,6,0,7,3,0,0,0,0,0,1.666666667,0.4,0,0,5,0.333333333,C15H25O6P3S7,0.977577578
7890,618.9230874,10.04274555,9,18,23,0,0,4,0,0,0,0,0,2,2.555555556,0,0,3,0.333333333,C9H18O23P4,1
7891,619.3590829,6.650432774,33,50,9,2,0,0,0,0,0,0,0,1.515151515,0.272727273,0.060606061,0.169811321,10,0.303030303,C33H50N2O9,0.1995996
7892,621.3824221,8.67292839,27,46,2,14,0,0,0,0,0,0,0,1.703703704,0.074074074,0.518518519,0.333333333,12,0.444444444,C27H46N14O2,0.311011011
7893,625.3333213,7.957600838,29,50,11,2,0,0,0,0,0,0,0,1.724137931,0.379310345,0.068965517,0,6,0.206896552,C29H50N2O11,0.976776777
7894,625.335452,9.491421382,32,44,7,6,0,0,0,0,0,0,0,1.375,0.21875,0.1875,0.333333333,14,0.4375,C32H44N6O7,0.748648649
7895,626.8976817,10.33205817,14,28,5,0,9,2,0,0,0,0,0,2,0.357142857,0,0,2,0.142857143,C14H28O5P2S9,0.788988989
7896,632.4583987,9.282712029,31,61,8,5,0,0,0,0,0,0,0,1.967741935,0.258064516,0.161290323,0,4,0.129032258,C31H61N5O8,1
7897,633.9057073,10.49871702,12,26,11,1,0,4,2,1,0,0,0,2.166666667,0.916666667,0.083333333,0,2.5,0.208333333,C12H26BrCl2NO11P4,0.988088088
7898,634.3918055,8.493591933,26,51,9,9,0,0,0,0,0,0,0,1.961538462,0.346153846,0.346153846,0,6,0.230769231,C26H51N9O9,0.842442442
7899,635.3977492,9.254798462,29,50,6,10,0,0,0,0,0,0,0,1.724137931,0.206896552,0.344827586,0.125,10,0.344827586,C29H50N10O6,0.248648649
7900,640.9134652,10.66218853,14,24,5,6,2,2,0,2,0,0,0,1.714285714,0.357142857,0.428571429,0,7,0.5,C14H24Br2N6O5P2S2,0.999099099
7901,645.2553905,7.863864182,34,36,9,4,0,0,0,0,0,0,0,1.058823529,0.264705882,0.117647059,0.490196078,19,0.558823529,C34H36N4O9,0.996696697
7902,645.2558124,8.902513617,34,36,9,4,0,0,0,0,0,0,0,1.058823529,0.264705882,0.117647059,0.490196078,19,0.558823529,C34H36N4O9,0.998898899
7903,647.9442137,10.18557665,13,25,5,7,9,0,0,0,0,0,0,1.923076923,0.384615385,0.538461538,0,5,0.384615385,C13H25N7O5S9,0.727527528
7904,649.5130045,11.97724062,30,60,2,14,0,0,0,0,0,0,0,2,0.066666667,0.466666667,0,8,0.266666667,C30H60N14O2,0.507707708
7905,649.513003,12.00096855,30,60,2,14,0,0,0,0,0,0,0,2,0.066666667,0.466666667,0,8,0.266666667,C30H60N14O2,0.485185185
7906,650.4181905,10.19558505,32,63,6,3,2,0,0,0,0,0,0,1.96875,0.1875,0.09375,0,3,0.09375,C32H63N3O6S2,0.333333333
7907,659.2353354,7.987416317,23,34,13,10,0,0,0,0,0,0,0,1.47826087,0.565217391,0.434782609,0.076923077,12,0.52173913,C23H34N10O13,0.495895896
7908,659.4587913,7.778417695,38,62,7,2,0,0,0,0,0,0,0,1.631578947,0.184210526,0.052631579,0.138461538,9,0.236842105,C38H62N2O7,0.9
7909,662.3971612,6.672514286,29,59,15,1,0,0,0,0,0,0,0,2.034482759,0.517241379,0.034482759,0,1,0.034482759,C29H59NO15,0.729029029
7910,662.9266709,10.61916176,13,25,16,0,0,5,2,0,0,0,0,1.923076923,1.230769231,0,0,4,0.307692308,C13H25Cl2O16P5,0.722322322
7911,665.4060905,10.62218647,32,58,9,4,0,0,0,0,0,0,0,1.8125,0.28125,0.125,0,6,0.1875,C32H58N4O9,0.8996997
7912,666.4901795,10.84216662,33,67,10,3,0,0,0,0,0,0,0,2.03030303,0.303030303,0.090909091,0,2,0.060606061,C33H67N3O10,0.5
7913,668.9678512,10.82196404,16,26,7,6,6,2,0,0,0,0,0,1.625,0.4375,0.375,0,8,0.5,C16H26N6O7P2S6,0.382582583
7914,669.9344242,10.78161171,11,20,20,3,0,5,0,0,0,0,0,1.818181818,1.818181818,0.272727273,0,6,0.545454545,C11H20N3O20P5,0.336936937
7916,683.3737221,8.499580251,32,56,12,2,0,0,0,0,0,0,0,1.75,0.375,0.0625,0,6,0.1875,C32H56N2O12,1
7917,683.9730891,10.55065267,21,22,15,1,0,5,0,0,0,0,0,1.047619048,0.714285714,0.047619048,0.466666667,14,0.666666667,C21H22NO15P5,0.746446446
7918,685.3262492,4.891218227,27,44,11,10,0,0,0,0,0,0,0,1.62962963,0.407407407,0.37037037,0.043478261,11,0.407407407,C27H44N10O11,0.226126126
7919,691.2976608,7.985790203,36,42,10,4,0,0,0,0,0,0,0,1.166666667,0.277777778,0.111111111,0.407407407,18,0.5,C36H42N4O10,0.999499499
7920,691.2981566,9.256617374,36,42,10,4,0,0,0,0,0,0,0,1.166666667,0.277777778,0.111111111,0.407407407,18,0.5,C36H42N4O10,1
7921,692.4327156,9.036528896,29,57,10,9,0,0,0,0,0,0,0,1.965517241,0.344827586,0.310344828,0,6,0.206896552,C29H57N9O10,0.82962963
7922,693.4567907,10.74551588,39,64,10,0,0,0,0,0,0,0,0,1.641025641,0.256410256,0,0.088235294,8,0.205128205,C39H64O10,0.265065065
7923,695.5113416,11.00158215,40,70,9,0,0,0,0,0,0,0,0,1.75,0.225,0,0.042253521,6,0.15,C40H70O9,0.984884885
7925,705.9859197,10.49072093,23,22,14,2,0,5,0,0,0,0,0,0.956521739,0.608695652,0.086956522,0.666666667,16.5,0.717391304,C23H22N2O14P5,0.987987988
7926,706.4228135,6.749056169,31,63,16,1,0,0,0,0,0,0,0,2.032258065,0.516129032,0.032258065,0,1,0.032258065,C31H63NO16,0.721521522
7927,707.4554892,9.979060366,30,67,12,4,0,1,0,0,0,0,0,2.233333333,0.4,0.133333333,0,0,0,C30H67N4O12P,0.578278278
7928,711.3752065,6.753783206,30,50,10,10,0,0,0,0,0,0,0,1.666666667,0.333333333,0.333333333,0.066666667,11,0.366666667,C30H50N10O10,0.153153153
7929,717.4998839,8.338171796,41,68,8,2,0,0,0,0,0,0,0,1.658536585,0.195121951,0.048780488,0.114285714,9,0.219512195,C41H68N2O8,0.9
7930,720.0016791,10.92099048,17,33,6,7,9,0,0,0,0,0,0,1.941176471,0.352941176,0.411764706,0,5,0.294117647,C17H33N7O6S9,0.175075075
7931,720.4380227,7.447921772,38,61,10,3,0,0,0,0,0,0,0,1.605263158,0.263157895,0.078947368,0.116666667,10,0.263157895,C38H61N3O10,0.128528529
7932,729.3522957,5.027172648,29,48,12,10,0,0,0,0,0,0,0,1.655172414,0.413793103,0.344827586,0,11,0.379310345,C29H48N10O12,0.144444444
7933,733.4484147,9.42107341,37,60,9,6,0,0,0,0,0,0,0,1.621621622,0.243243243,0.162162162,0.132075472,11,0.297297297,C37H60N6O9,0.088688689
7934,736.4590038,8.995186121,42,61,8,3,0,0,0,0,0,0,0,1.452380952,0.19047619,0.071428571,0.242857143,14,0.333333333,C42H61N3O8,0.468368368
7935,741.4157392,9.010907621,35,62,13,2,0,0,0,0,0,0,0,1.771428571,0.371428571,0.057142857,0,6,0.171428571,C35H62N2O13,1
7936,741.4680619,13.05530384,36,65,8,6,0,1,0,0,0,0,0,1.805555556,0.222222222,0.166666667,0.02,8,0.222222222,C36H65N6O8P,0.380780781
7937,742.0145974,10.83967607,23,38,8,1,6,3,0,0,0,0,0,1.652173913,0.347826087,0.043478261,0,7,0.304347826,C23H38NO8P3S6,0.985785786
7938,743.4483539,6.484514945,41,62,10,2,0,0,0,0,0,0,0,1.512195122,0.243902439,0.048780488,0.176470588,12,0.292682927,C41H62N2O10,0.681781782
7939,746.5444124,11.09045616,40,75,11,1,0,0,0,0,0,0,0,1.875,0.275,0.025,0,4,0.1,C40H75NO11,0.97997998
7940,750.4746143,9.418245373,32,63,11,9,0,0,0,0,0,0,0,1.96875,0.34375,0.28125,0,6,0.1875,C32H63N9O11,0.785285285
7941,759.5469345,9.788976833,44,74,8,2,0,0,0,0,0,0,0,1.681818182,0.181818182,0.045454545,0.105263158,9,0.204545455,C44H74N2O8,0.9
7943,765.4967298,10.19773426,35,68,12,6,0,0,0,0,0,0,0,1.942857143,0.342857143,0.171428571,0,5,0.142857143,C35H68N6O12,0.281281281
7944,771.6464538,11.33281964,41,78,2,12,0,0,0,0,0,0,0,1.902439024,0.048780488,0.292682927,0.071428571,9,0.219512195,C41H78N12O2,0.117717718
7945,783.508316,8.313753242,51,64,0,6,0,0,0,0,0,0,0,1.254901961,0,0.117647059,0.444444444,23,0.450980392,C51H64N6,0.115815816
7946,793.5076367,12.12999938,40,68,10,6,0,0,0,0,0,0,0,1.7,0.25,0.15,0.068965517,10,0.25,C40H68N6O10,0.349149149
7947,799.4579051,9.40058466,38,68,14,2,0,0,0,0,0,0,0,1.789473684,0.368421053,0.052631579,0,6,0.157894737,C38H68N2O14,1
7948,803.1789878,8.085458357,23,33,11,16,0,3,0,0,0,0,0,1.434782609,0.47826087,0.695652174,0,17,0.739130435,C23H33N16O11P3,0.357357357
7949,808.5165594,9.667879752,35,69,12,9,0,0,0,0,0,0,0,1.971428571,0.342857143,0.257142857,0,6,0.171428571,C35H69N9O12,0.749149149
