FeatureID,mz,RT,DBE,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,C_log10,H_log10,H/C_log2
1827,317.1547377,4.288587319,6,14,22,3,4,0,0,0,0,0,0,0,1.571428571,0.214285714,0.285714286,0.294117647,6,0.428571429,1.146128036,1.342422681,0.652076696
1831,317.193189,6.056867211,3,16,28,6,0,0,0,0,0,0,0,0,1.75,0.375,0,0,3,0.1875,1.204119983,1.447158031,0.807354922
1857,326.2532098,4.199205021,-0.5,13,33,5,4,0,0,0,0,0,0,0,2.538461538,0.384615385,0.307692308,0,-0.5,-0.038461538,1.113943352,1.51851394,1.343954401
1862,327.2526766,10.14580403,3,19,34,4,0,0,0,0,0,0,0,0,1.789473684,0.210526316,0,0.058823529,3,0.157894737,1.278753601,1.531478917,0.839535328
1882,331.1339137,5.049503367,10.5,14,16,3,7,0,0,0,0,0,0,0,1.142857143,0.214285714,0.5,1,10.5,0.75,1.146128036,1.204119983,0.192645078
1900,334.1850857,1.514178383,3,15,27,7,1,0,0,0,0,0,0,0,1.8,0.466666667,0.066666667,0,3,0.2,1.176091259,1.431363764,0.847996907
1925,341.1760586,8.524908001,5,18,30,2,0,0,2,0,0,0,0,0,1.666666667,0.111111111,0,0.2,5,0.277777778,1.255272505,1.477121255,0.736965594
1928,341.3532256,10.30531702,1,21,44,1,2,0,0,0,0,0,0,0,2.095238095,0.047619048,0.095238095,0,1,0.047619048,1.322219295,1.643452676,1.067114196
1951,345.1881321,5.608279993,4,17,28,7,0,0,0,0,0,0,0,0,1.647058824,0.411764706,0,0.037037037,4,0.235294118,1.230448921,1.447158031,0.719892081
1952,345.1882571,6.020136608,4,17,28,7,0,0,0,0,0,0,0,0,1.647058824,0.411764706,0,0.037037037,4,0.235294118,1.230448921,1.447158031,0.719892081
1960,347.1263787,3.837743648,10,17,18,6,2,0,0,0,0,0,0,0,1.058823529,0.352941176,0.117647059,0.5,10,0.588235294,1.230448921,1.255272505,0.08246216
1967,348.2016573,2.732502531,3,16,29,7,1,0,0,0,0,0,0,0,1.8125,0.4375,0.0625,0,3,0.1875,1.204119983,1.462397998,0.857980995
1992,356.2596878,5.0978768,4,18,33,4,3,0,0,0,0,0,0,0,1.833333333,0.222222222,0.166666667,0.038461538,4,0.222222222,1.255272505,1.51851394,0.874469118
2014,361.1820477,4.518577592,4,17,28,8,0,0,0,0,0,0,0,0,1.647058824,0.470588235,0,0,4,0.235294118,1.230448921,1.447158031,0.719892081
2023,363.1795667,8.882015243,8,20,26,6,0,0,0,0,0,0,0,0,1.3,0.3,0,0.294117647,8,0.4,1.301029996,1.414973348,0.378511623
2036,367.2693763,6.262129673,0,18,38,7,0,0,0,0,0,0,0,0,2.111111111,0.388888889,0,0,0,0,1.255272505,1.579783597,1.078002512
2067,383.2605548,5.238759191,0,18,38,8,0,0,0,0,0,0,0,0,2.111111111,0.444444444,0,0,0,0,1.255272505,1.579783597,1.078002512
2070,384.2592059,5.724566734,0,17,37,8,1,0,0,0,0,0,0,0,2.176470588,0.470588235,0.058823529,0,0,0,1.230448921,1.568201724,1.121990524
2071,384.2589608,6.117987942,0,17,37,8,1,0,0,0,0,0,0,0,2.176470588,0.470588235,0.058823529,0,0,0,1.230448921,1.568201724,1.121990524
2072,384.2957229,6.260848551,-0.5,16,39,6,4,0,0,0,0,0,0,0,2.4375,0.375,0.25,0,-0.5,-0.03125,1.204119983,1.591064607,1.285402219
2076,386.2017479,4.15535327,1,15,31,10,1,0,0,0,0,0,0,0,2.066666667,0.666666667,0.066666667,0,1,0.066666667,1.176091259,1.491361694,1.047305715
2089,389.2143301,6.168031099,9,20,28,4,4,0,0,0,0,0,0,0,1.4,0.2,0.2,0.357142857,9,0.45,1.301029996,1.447158031,0.485426827
2105,398.2745719,6.467873902,0,18,39,8,1,0,0,0,0,0,0,0,2.166666667,0.444444444,0.055555556,0,0,0,1.255272505,1.591064607,1.115477218
2116,403.2306693,6.953190458,13,27,30,3,0,0,0,0,0,0,0,0,1.111111111,0.111111111,0,0.450980392,13,0.481481481,1.431363764,1.477121255,0.152003093
2120,404.2797485,5.820672717,7,24,37,4,1,0,0,0,0,0,0,0,1.541666667,0.166666667,0.041666667,0.214285714,7,0.291666667,1.380211242,1.568201724,0.624490865
2141,412.2902917,7.770498441,0,19,41,8,1,0,0,0,0,0,0,0,2.157894737,0.421052632,0.052631579,0,0,0,1.278753601,1.612783857,1.109624491
2168,428.2852594,5.887335385,0,19,41,9,1,0,0,0,0,0,0,0,2.157894737,0.473684211,0.052631579,0,0,0,1.278753601,1.612783857,1.109624491
2177,431.2617139,7.989135251,0.5,15,36,9,5,0,0,0,0,0,0,0,2.4,0.6,0.333333333,0,0.5,0.033333333,1.176091259,1.556302501,1.263034406
2178,433.2412219,5.906230833,5,17,32,7,6,0,0,0,0,0,0,0,1.882352941,0.411764706,0.352941176,0,5,0.294117647,1.230448921,1.505149978,0.912537159
2185,442.2999738,6.655948621,0,20,43,9,1,0,0,0,0,0,0,0,2.15,0.45,0.05,0,0,0,1.301029996,1.633468456,1.10433666
2186,442.3005586,7.066523499,0,20,43,9,1,0,0,0,0,0,0,0,2.15,0.45,0.05,0,0,0,1.301029996,1.633468456,1.10433666
2191,447.2554332,6.648873845,1,19,41,6,2,0,1,0,0,0,0,0,2.157894737,0.315789474,0.105263158,0,1,0.052631579,1.278753601,1.612783857,1.109624491
2200,458.2950985,5.700946945,0,20,43,10,1,0,0,0,0,0,0,0,2.15,0.5,0.05,0,0,0,1.301029996,1.633468456,1.10433666
2209,472.3117084,6.037352468,0,21,45,10,1,0,0,0,0,0,0,0,2.142857143,0.476190476,0.047619048,0,0,0,1.322219295,1.653212514,1.099535674
2213,474.2562023,4.664036463,1,19,39,12,1,0,0,0,0,0,0,0,2.052631579,0.631578947,0.052631579,0,1,0.052631579,1.278753601,1.591064607,1.037474705
2221,486.3271848,6.753042157,0,22,47,10,1,0,0,0,0,0,0,0,2.136363636,0.454545455,0.045454545,0,0,0,1.342422681,1.672097858,1.095157233
2231,500.3795193,7.736721753,4,25,49,5,5,0,0,0,0,0,0,0,1.96,0.2,0.2,0,4,0.16,1.397940009,1.69019608,0.970853654
2235,504.2662388,4.215931351,1,20,41,13,1,0,0,0,0,0,0,0,2.05,0.65,0.05,0,1,0.05,1.301029996,1.612783857,1.03562391
2239,505.3348303,7.739639783,0,22,50,5,4,1,0,0,0,0,0,0,2.272727273,0.227272727,0.181818182,0,0,0,1.342422681,1.698970004,1.184424571
2261,530.3533357,6.862382668,5,25,47,7,5,0,0,0,0,0,0,0,1.88,0.28,0.2,0,5,0.2,1.397940009,1.672097858,0.910732662
2264,532.3342313,5.260567778,0,23,49,12,1,0,0,0,0,0,0,0,2.130434783,0.52173913,0.043478261,0,0,0,1.361727836,1.69019608,1.091147888
2266,532.3651752,5.638438239,4,25,49,7,5,0,0,0,0,0,0,0,1.96,0.28,0.2,0,4,0.16,1.397940009,1.69019608,0.970853654
2287,558.421557,8.430104988,4,28,55,6,5,0,0,0,0,0,0,0,1.964285714,0.214285714,0.178571429,0,4,0.142857143,1.447158031,1.740362689,0.974004791
2300,570.4577607,11.013187,-0.5,27,61,8,4,0,0,0,0,0,0,0,2.259259259,0.296296296,0.148148148,0,-0.5,-0.018518519,1.431363764,1.785329835,1.175849835
2306,580.3543478,4.186226155,4,25,49,10,5,0,0,0,0,0,0,0,1.96,0.4,0.2,0,4,0.16,1.397940009,1.69019608,0.970853654
2329,614.4842999,10.99722001,-0.5,29,65,9,4,0,0,0,0,0,0,0,2.24137931,0.310344828,0.137931034,0,-0.5,-0.017241379,1.462397998,1.812913357,1.164386818
2331,616.4635608,9.090058982,4,31,61,7,5,0,0,0,0,0,0,0,1.967741935,0.225806452,0.161290323,0,4,0.129032258,1.491361694,1.785329835,0.976541027
2335,621.41842,10.26623775,12,39,56,6,0,0,0,0,0,0,0,0,1.435897436,0.153846154,0,0.25,12,0.307692308,1.591064607,1.748188027,0.521952703
2347,674.5054562,9.541013557,4,34,67,8,5,0,0,0,0,0,0,0,1.970588235,0.235294118,0.147058824,0,4,0.117647059,1.531478917,1.826074803,0.978626349
2350,679.4607883,9.544146738,1.5,25,64,3,13,0,2,0,0,0,0,0,2.56,0.12,0.52,0,1.5,0.06,1.397940009,1.806179974,1.35614381
2392,197.117292,4.528352025,4,11,16,3,0,0,0,0,0,0,0,0,1.454545455,0.272727273,0,0.263157895,4,0.363636364,1.041392685,1.204119983,0.540568382
2393,197.1172732,4.910700508,4,11,16,3,0,0,0,0,0,0,0,0,1.454545455,0.272727273,0,0.263157895,4,0.363636364,1.041392685,1.204119983,0.540568382
2402,219.1014265,4.916073879,7,13,14,3,0,0,0,0,0,0,0,0,1.076923077,0.230769231,0,0.47826087,7,0.538461538,1.113943352,1.146128036,0.106915204
2413,238.1075682,0.643903688,6,12,15,4,1,0,0,0,0,0,0,0,1.25,0.333333333,0.083333333,0.388888889,6,0.5,1.079181246,1.176091259,0.321928095
2414,241.1435017,7.337019841,4,13,20,4,0,0,0,0,0,0,0,0,1.538461538,0.307692308,0,0.181818182,4,0.307692308,1.113943352,1.301029996,0.621488376
2415,241.1433185,7.756733192,4,13,20,4,0,0,0,0,0,0,0,0,1.538461538,0.307692308,0,0.181818182,4,0.307692308,1.113943352,1.301029996,0.621488376
2426,251.1269256,7.491666075,6,14,18,4,0,0,0,0,0,0,0,0,1.285714286,0.285714286,0,0.333333333,6,0.428571429,1.146128036,1.255272505,0.36257008
2430,255.1588187,6.282939576,4,14,22,4,0,0,0,0,0,0,0,0,1.571428571,0.285714286,0,0.166666667,4,0.285714286,1.146128036,1.342422681,0.652076696
2443,268.15373,0.8917402,1.5,7,19,5,6,0,0,0,0,0,0,0,2.714285714,0.714285714,0.857142857,0,1.5,0.214285714,0.84509804,1.278753601,1.440572591
2445,271.1526293,4.454941362,1,12,24,5,0,0,0,0,0,0,0,0,2,0.416666667,0,0,1,0.083333333,1.079181246,1.380211242,1
2453,285.1104007,0.672373712,6.5,12,17,2,4,0,0,1,0,0,0,0,1.416666667,0.166666667,0.333333333,0.5,6.5,0.541666667,1.079181246,1.230448921,0.502500341
2463,301.1615222,5.315025662,4.5,13,22,5,3,0,0,0,0,0,0,0,1.692307692,0.384615385,0.230769231,0.066666667,4.5,0.346153846,1.113943352,1.342422681,0.7589919
2468,306.2062535,6.576861816,6,18,27,3,1,0,0,0,0,0,0,0,1.5,0.166666667,0.055555556,0.258064516,6,0.333333333,1.255272505,1.431363764,0.584962501
2474,311.2575221,10.20592086,3,19,34,3,0,0,0,0,0,0,0,0,1.789473684,0.157894737,0,0.085714286,3,0.157894737,1.278753601,1.531478917,0.839535328
2480,321.1305876,0.648071717,9,13,16,4,6,0,0,0,0,0,0,0,1.230769231,0.307692308,0.461538462,0.8,9,0.692307692,1.113943352,1.204119983,0.299560282
2481,321.1312318,1.51436936,9,13,16,4,6,0,0,0,0,0,0,0,1.230769231,0.307692308,0.461538462,0.8,9,0.692307692,1.113943352,1.204119983,0.299560282
2482,321.1320103,6.282809523,8,17,20,6,0,0,0,0,0,0,0,0,1.176470588,0.352941176,0,0.357142857,8,0.470588235,1.230448921,1.301029996,0.234465253
2513,361.1387352,4.389808452,10,18,21,4,2,0,1,0,0,0,0,0,1.166666667,0.222222222,0.111111111,0.5,10,0.555555556,1.255272505,1.322219295,0.222392422
2520,372.1868051,3.430297971,1,14,29,10,1,0,0,0,0,0,0,0,2.071428571,0.714285714,0.071428571,0,1,0.071428571,1.146128036,1.462397998,1.050626073
2531,398.274767,6.947272617,0,18,39,8,1,0,0,0,0,0,0,0,2.166666667,0.444444444,0.055555556,0,0,0,1.255272505,1.591064607,1.115477218
2545,470.3326074,7.968953782,5,23,43,5,5,0,0,0,0,0,0,0,1.869565217,0.217391304,0.217391304,0,5,0.217391304,1.361727836,1.633468456,0.902702798
2557,528.3718486,7.330088456,5,26,49,6,5,0,0,0,0,0,0,0,1.884615385,0.230769231,0.192307692,0,5,0.192307692,1.414973348,1.69019608,0.914270126
2561,548.2920686,4.412977352,1,22,45,14,1,0,0,0,0,0,0,0,2.045454545,0.636363636,0.045454545,0,1,0.045454545,1.342422681,1.653212514,1.032421477
2567,592.3200572,4.586974543,1,24,49,15,1,0,0,0,0,0,0,0,2.041666667,0.625,0.041666667,0,1,0.041666667,1.380211242,1.69019608,1.029747344
2569,604.3874683,6.462395319,0,27,57,13,1,0,0,0,0,0,0,0,2.111111111,0.481481481,0.037037037,0,0,0,1.431363764,1.755874856,1.078002512
2592,227.1273791,7.18578084,4,12,18,4,0,0,0,0,0,0,0,0,1.5,0.333333333,0,0.2,4,0.333333333,1.079181246,1.255272505,0.584962501
2594,229.1062776,3.79417236,4,11,16,5,0,0,0,0,0,0,0,0,1.454545455,0.454545455,0,0.176470588,4,0.363636364,1.041392685,1.204119983,0.540568382
2597,239.1476036,0.622201386,5,11,18,2,4,0,0,0,0,0,0,0,1.636363636,0.181818182,0.363636364,0.333333333,5,0.454545455,1.041392685,1.255272505,0.710493382
2598,241.1435468,4.631615339,4,13,20,4,0,0,0,0,0,0,0,0,1.538461538,0.307692308,0,0.181818182,4,0.307692308,1.113943352,1.301029996,0.621488376
2599,244.202168,0.634564964,2,12,25,2,3,0,0,0,0,0,0,0,2.083333333,0.166666667,0.25,0,2,0.166666667,1.079181246,1.397940009,1.058893689
2602,246.1700272,3.198504426,2,12,23,4,1,0,0,0,0,0,0,0,1.916666667,0.333333333,0.083333333,0,2,0.166666667,1.079181246,1.361727836,0.938599456
2604,255.1370582,10.86541082,9,17,18,2,0,0,0,0,0,0,0,0,1.058823529,0.117647059,0,0.5,9,0.529411765,1.230448921,1.255272505,0.08246216
2606,258.1814876,2.093080573,3,12,23,3,3,0,0,0,0,0,0,0,1.916666667,0.25,0.25,0,3,0.25,1.079181246,1.361727836,0.938599456
2614,275.1632546,8.33150054,7,17,22,3,0,0,0,0,0,0,0,0,1.294117647,0.176470588,0,0.35483871,7,0.411764706,1.230448921,1.342422681,0.371968777
2620,287.10844,0.668757771,5,11,19,1,4,1,1,0,0,0,0,0,1.727272727,0.090909091,0.363636364,0.222222222,5,0.454545455,1.041392685,1.278753601,0.788495895
2622,289.1587393,3.627859112,3.5,12,22,5,3,0,0,0,0,0,0,0,1.833333333,0.416666667,0.25,0,3.5,0.291666667,1.079181246,1.342422681,0.874469118
2636,333.1136047,3.046350904,9,18,20,4,0,1,0,0,0,0,0,0,1.111111111,0.222222222,0,0.4,9,0.5,1.255272505,1.301029996,0.152003093
2639,342.1770288,3.864424951,1,13,27,9,1,0,0,0,0,0,0,0,2.076923077,0.692307692,0.076923077,0,1,0.076923077,1.113943352,1.431363764,1.054447784
2641,350.2350908,10.13875287,6,20,31,4,1,0,0,0,0,0,0,0,1.55,0.2,0.05,0.205882353,6,0.3,1.301029996,1.491361694,0.632268215
2645,361.2374263,10.65215727,7,22,32,4,0,0,0,0,0,0,0,0,1.454545455,0.181818182,0,0.25,7,0.318181818,1.342422681,1.505149978,0.540568382
2646,367.2693598,6.261733297,0,18,38,7,0,0,0,0,0,0,0,0,2.111111111,0.388888889,0,0,0,0,1.255272505,1.579783597,1.078002512
2651,377.1763072,3.768635394,8,21,28,4,0,1,0,0,0,0,0,0,1.333333333,0.19047619,0,0.277777778,8,0.380952381,1.322219295,1.447158031,0.415037499
2655,391.1541264,4.162085744,9,21,26,5,0,1,0,0,0,0,0,0,1.238095238,0.238095238,0,0.314285714,9,0.428571429,1.322219295,1.414973348,0.308122295
2661,416.2110092,3.738434754,1,16,33,11,1,0,0,0,0,0,0,0,2.0625,0.6875,0.0625,0,1,0.0625,1.204119983,1.51851394,1.044394119
2665,430.2279803,4.436294856,1,17,35,11,1,0,0,0,0,0,0,0,2.058823529,0.647058824,0.058823529,0,1,0.058823529,1.230448921,1.544068044,1.041820175
2666,443.335063,11.0412436,4,21,42,4,6,0,0,0,0,0,0,0,2,0.19047619,0.285714286,0,4,0.19047619,1.322219295,1.62324929,1
2671,506.3147744,4.164316274,4,22,43,8,5,0,0,0,0,0,0,0,1.954545455,0.363636364,0.227272727,0,4,0.181818182,1.342422681,1.633468456,0.966833136
2680,606.3353112,5.189473138,1,25,51,15,1,0,0,0,0,0,0,0,2.04,0.6,0.04,0,1,0.04,1.397940009,1.707570176,1.028569152
2688,732.5472382,9.842581503,4,37,73,9,5,0,0,0,0,0,0,0,1.972972973,0.243243243,0.135135135,0,4,0.108108108,1.568201724,1.86332286,0.980371193
2703,179.0928114,0.129271374,6,8,10,1,4,0,0,0,0,0,0,0,1.25,0.125,0.5,1,6,0.75,0.903089987,1,0.321928095
2705,179.1067486,4.91015294,5,11,14,2,0,0,0,0,0,0,0,0,1.272727273,0.181818182,0,0.4,5,0.454545455,1.041392685,1.146128036,0.347923304
2708,182.0813558,0.89475369,5,9,11,3,1,0,0,0,0,0,0,0,1.222222222,0.333333333,0.111111111,0.461538462,5,0.555555556,0.954242509,1.041392685,0.289506617
2710,184.1083007,1.061538298,4,8,13,2,3,0,0,0,0,0,0,0,1.625,0.25,0.375,0.375,4,0.5,0.903089987,1.113943352,0.700439718
2712,188.0707184,2.558448372,8,11,9,2,1,0,0,0,0,0,0,0,0.818181818,0.181818182,0.090909091,0.722222222,8,0.727272727,1.041392685,0.954242509,-0.289506618
2713,190.0499586,2.885811185,8,10,7,3,1,0,0,0,0,0,0,0,0.7,0.3,0.1,0.8,8,0.8,1,0.84509804,-0.514573173
2721,201.1606591,3.599961313,2,10,20,2,2,0,0,0,0,0,0,0,2,0.2,0.2,0,2,0.2,1,1.301029996,1
2724,202.1802648,5.113031037,1,11,23,2,1,0,0,0,0,0,0,0,2.090909091,0.181818182,0.090909091,0,1,0.090909091,1.041392685,1.361727836,1.064130337
2726,204.1021151,4.342380743,7,12,13,2,1,0,0,0,0,0,0,0,1.083333333,0.166666667,0.083333333,0.55,7,0.583333333,1.079181246,1.113943352,0.115477217
2727,205.097378,2.55732484,7,11,12,2,2,0,0,0,0,0,0,0,1.090909091,0.181818182,0.181818182,0.625,7,0.636363636,1.041392685,1.079181246,0.125530882
2729,206.1386748,1.792777564,1,9,19,4,1,0,0,0,0,0,0,0,2.111111111,0.444444444,0.111111111,0,1,0.111111111,0.954242509,1.278753601,1.078002512
2730,209.0931579,1.515154994,6,10,12,3,2,0,0,0,0,0,0,0,1.2,0.3,0.2,0.538461538,6,0.6,1,1.079181246,0.263034406
2747,226.1534589,5.265499307,-0.5,8,21,5,2,0,0,0,0,0,0,0,2.625,0.625,0.25,0,-0.5,-0.0625,0.903089987,1.322219295,1.392317423
2748,226.1914166,5.792086298,3,12,23,1,3,0,0,0,0,0,0,0,1.916666667,0.083333333,0.25,0.117647059,3,0.25,1.079181246,1.361727836,0.938599456
2754,228.1959568,8.156089699,2,13,25,2,1,0,0,0,0,0,0,0,1.923076923,0.153846154,0.076923077,0.045454545,2,0.153846154,1.113943352,1.397940009,0.943416472
2755,228.2073858,5.795710177,2,12,25,1,3,0,0,0,0,0,0,0,2.083333333,0.083333333,0.25,0,2,0.166666667,1.079181246,1.397940009,1.058893689
2756,229.155245,2.225637329,3,11,20,3,2,0,0,0,0,0,0,0,1.818181818,0.272727273,0.181818182,0.066666667,3,0.272727273,1.041392685,1.301029996,0.862496476
2758,231.118214,2.487989207,5,10,16,1,4,0,0,0,0,0,0,0,1.6,0.1,0.4,0.454545455,5,0.5,1,1.204119983,0.678071905
2765,237.1121619,8.927272334,6,13,16,4,0,0,0,0,0,0,0,0,1.230769231,0.307692308,0,0.363636364,6,0.461538462,1.113943352,1.204119983,0.299560282
2767,237.133884,0.642003695,6,11,16,2,4,0,0,0,0,0,0,0,1.454545455,0.181818182,0.363636364,0.5,6,0.545454545,1.041392685,1.204119983,0.540568382
2768,237.1344491,0.850716402,6,11,16,2,4,0,0,0,0,0,0,0,1.454545455,0.181818182,0.363636364,0.5,6,0.545454545,1.041392685,1.204119983,0.540568382
2773,238.1484834,8.238371545,5,13,19,3,1,0,0,0,0,0,0,0,1.461538462,0.230769231,0.076923077,0.285714286,5,0.384615385,1.113943352,1.278753601,0.547487796
2774,239.1279385,8.79247171,5,13,18,4,0,0,0,0,0,0,0,0,1.384615385,0.307692308,0,0.272727273,5,0.384615385,1.113943352,1.255272505,0.469485284
2776,241.1433637,5.324496523,4,13,20,4,0,0,0,0,0,0,0,0,1.538461538,0.307692308,0,0.181818182,4,0.307692308,1.113943352,1.301029996,0.621488376
2784,247.1199515,0.642873473,8,12,14,2,4,0,0,0,0,0,0,0,1.166666667,0.166666667,0.333333333,0.714285714,8,0.666666667,1.079181246,1.146128036,0.222392422
2785,247.1210308,1.250427002,8,12,14,2,4,0,0,0,0,0,0,0,1.166666667,0.166666667,0.333333333,0.714285714,8,0.666666667,1.079181246,1.146128036,0.222392422
2790,249.1341553,1.233486893,7,12,16,2,4,0,0,0,0,0,0,0,1.333333333,0.166666667,0.333333333,0.571428571,7,0.583333333,1.079181246,1.204119983,0.415037499
2791,249.1848722,9.135683774,5,16,24,2,0,0,0,0,0,0,0,0,1.5,0.125,0,0.266666667,5,0.3125,1.204119983,1.380211242,0.584962501
2793,250.1787752,8.161456479,2,13,25,2,1,0,0,0,0,0,0,0,1.923076923,0.153846154,0.076923077,0.045454545,2,0.153846154,1.113943352,1.397940009,0.943416472
2795,251.096809,3.182362663,7,11,14,1,4,1,0,0,0,0,0,0,1.272727273,0.090909091,0.363636364,0.636363636,7,0.636363636,1.041392685,1.146128036,0.347923304
2798,251.1389682,2.847743012,6,13,18,3,2,0,0,0,0,0,0,0,1.384615385,0.230769231,0.153846154,0.368421053,6,0.461538462,1.113943352,1.255272505,0.469485284
2799,251.1493144,0.652057251,6,12,18,2,4,0,0,0,0,0,0,0,1.5,0.166666667,0.333333333,0.428571429,6,0.5,1.079181246,1.255272505,0.584962501
2801,253.1293778,1.10780309,6,11,16,3,4,0,0,0,0,0,0,0,1.454545455,0.272727273,0.363636364,0.454545455,6,0.545454545,1.041392685,1.204119983,0.540568382
2803,253.1532021,2.256868232,2,11,22,3,2,0,0,0,0,0,0,0,2,0.272727273,0.181818182,0,2,0.181818182,1.041392685,1.342422681,1
2804,253.1602953,2.974785975,0,11,24,6,0,0,0,0,0,0,0,0,2.181818182,0.545454545,0,0,0,0,1.041392685,1.380211242,1.125530882
2807,257.1351647,7.279937259,4.5,11,18,4,3,0,0,0,0,0,0,0,1.636363636,0.363636364,0.272727273,0.166666667,4.5,0.409090909,1.041392685,1.255272505,0.710493382
2808,258.1816402,0.657720787,3,12,23,3,3,0,0,0,0,0,0,0,1.916666667,0.25,0.25,0,3,0.25,1.079181246,1.361727836,0.938599456
2809,259.0949674,8.937993729,9.5,13,12,3,3,0,0,0,0,0,0,0,0.923076923,0.230769231,0.230769231,0.764705882,9.5,0.730769231,1.113943352,1.079181246,-0.115477218
2813,264.1596259,6.591491128,6,15,21,3,1,0,0,0,0,0,0,0,1.4,0.2,0.066666667,0.32,6,0.4,1.176091259,1.322219295,0.485426827
2820,267.1756537,3.593222719,5,14,22,3,2,0,0,0,0,0,0,0,1.571428571,0.214285714,0.142857143,0.238095238,5,0.357142857,1.146128036,1.342422681,0.652076696
2821,267.1953073,8.807179761,4,16,26,3,0,0,0,0,0,0,0,0,1.625,0.1875,0,0.172413793,4,0.25,1.204119983,1.414973348,0.700439718
2825,269.137746,6.081256482,6.5,15,20,2,1,0,0,0,0,0,0,0,1.333333333,0.133333333,0.066666667,0.384615385,6.5,0.433333333,1.176091259,1.301029996,0.415037499
2829,275.1414027,3.003338904,0,10,24,4,2,0,0,0,0,0,0,0,2.4,0.4,0.2,0,0,0,1,1.380211242,1.263034406
2832,276.2280563,2.249707935,1,13,29,3,3,0,0,0,0,0,0,0,2.230769231,0.230769231,0.230769231,0,1,0.076923077,1.113943352,1.462397998,1.157541277
2834,277.1054628,6.021055232,8,15,16,5,0,0,0,0,0,0,0,0,1.066666667,0.333333333,0,0.44,8,0.533333333,1.176091259,1.204119983,0.093109405
2837,278.1406373,7.92247587,4,13,21,4,1,0,0,0,0,0,0,0,1.615384615,0.307692308,0.076923077,0.15,4,0.307692308,1.113943352,1.322219295,0.691877704
2840,280.1580342,2.079385435,1,12,25,4,1,1,0,0,0,0,0,0,2.083333333,0.333333333,0.083333333,0,1,0.083333333,1.079181246,1.397940009,1.058893689
2842,281.1602521,0.652537803,6,13,20,3,4,0,0,0,0,0,0,0,1.538461538,0.230769231,0.307692308,0.333333333,6,0.461538462,1.113943352,1.301029996,0.621488376
2843,281.1596549,1.661359562,6,13,20,3,4,0,0,0,0,0,0,0,1.538461538,0.230769231,0.307692308,0.333333333,6,0.461538462,1.113943352,1.301029996,0.621488376
2844,281.1598113,2.327965107,6,13,20,3,4,0,0,0,0,0,0,0,1.538461538,0.230769231,0.307692308,0.333333333,6,0.461538462,1.113943352,1.301029996,0.621488376
2847,283.1536648,6.812931949,5,15,22,5,0,0,0,0,0,0,0,0,1.466666667,0.333333333,0,0.2,5,0.333333333,1.176091259,1.342422681,0.552541023
2853,291.2163157,7.396304308,1,15,30,5,0,0,0,0,0,0,0,0,2,0.333333333,0,0,1,0.066666667,1.176091259,1.477121255,1
2857,293.1096926,2.507661948,8,13,16,2,4,1,0,0,0,0,0,0,1.230769231,0.153846154,0.307692308,0.571428571,8,0.615384615,1.113943352,1.204119983,0.299560282
2865,298.2222506,2.998029997,-0.5,11,29,5,4,0,0,0,0,0,0,0,2.636363636,0.454545455,0.363636364,0,-0.5,-0.045454545,1.041392685,1.462397998,1.398549376
2872,303.1763074,4.212408189,5,14,24,2,4,0,0,0,0,0,0,0,1.714285714,0.142857143,0.285714286,0.222222222,5,0.357142857,1.146128036,1.380211242,0.777607578
2873,303.231152,10.85590836,6,20,30,2,0,0,0,0,0,0,0,0,1.5,0.1,0,0.263157895,6,0.3,1.301029996,1.477121255,0.584962501
2875,305.2468392,10.8266094,5,20,32,2,0,0,0,0,0,0,0,0,1.6,0.1,0,0.210526316,5,0.25,1.301029996,1.505149978,0.678071905
2881,309.168491,9.238324705,6,17,24,5,0,0,0,0,0,0,0,0,1.411764706,0.294117647,0,0.24137931,6,0.352941176,1.230448921,1.380211242,0.49749966
2882,309.2054,6.16985655,5,18,28,4,0,0,0,0,0,0,0,0,1.555555556,0.222222222,0,0.1875,5,0.277777778,1.255272505,1.447158031,0.637429921
2883,309.2417576,9.506160937,4,19,32,3,0,0,0,0,0,0,0,0,1.684210526,0.157894737,0,0.142857143,4,0.210526316,1.278753601,1.505149978,0.752072486
2888,311.1845595,7.335598469,5,17,26,5,0,0,0,0,0,0,0,0,1.529411765,0.294117647,0,0.172413793,5,0.294117647,1.230448921,1.414973348,0.612976877
2889,312.2376661,3.591545314,-0.5,12,31,5,4,0,0,0,0,0,0,0,2.583333333,0.416666667,0.333333333,0,-0.5,-0.041666667,1.079181246,1.491361694,1.369233809
2895,313.1994818,7.429971728,1,14,31,2,2,0,1,0,0,0,0,0,2.214285714,0.142857143,0.142857143,0,1,0.071428571,1.146128036,1.491361694,1.146841388
2900,314.2151942,3.390229592,-0.5,11,29,6,4,0,0,0,0,0,0,0,2.636363636,0.545454545,0.363636364,0,-0.5,-0.045454545,1.041392685,1.462397998,1.398549376
2907,315.1951927,10.45537871,8,20,26,3,0,0,0,0,0,0,0,0,1.3,0.15,0,0.351351351,8,0.4,1.301029996,1.414973348,0.378511623
2908,315.2312571,10.70650887,7,21,30,2,0,0,0,0,0,0,0,0,1.428571429,0.095238095,0,0.3,7,0.333333333,1.322219295,1.477121255,0.514573173
2909,317.2536993,3.0391108,2,15,32,3,4,0,0,0,0,0,0,0,2.133333333,0.2,0.266666667,0,2,0.133333333,1.176091259,1.505149978,1.093109404
