FeatureID,mz,RT,DBE,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,C_log10,H_log10,H/C_log2
6315,446.2306738,8.469391182,5,21,36,7,1,0,1,0,0,0,0,0,1.714285714,0.333333333,0.047619048,0.032258065,5,0.238095238,1.322219295,1.556302501,0.777607578
6319,448.2466616,8.934971185,4,21,38,7,1,0,1,0,0,0,0,0,1.80952381,0.333333333,0.047619048,0,4,0.19047619,1.322219295,1.579783597,0.855610091
6320,448.2460037,9.141199786,4,21,38,7,1,0,1,0,0,0,0,0,1.80952381,0.333333333,0.047619048,0,4,0.19047619,1.322219295,1.579783597,0.855610091
6321,448.4363508,11.56789321,-0.5,24,55,3,4,0,0,0,0,0,0,0,2.291666667,0.125,0.166666667,0,-0.5,-0.020833333,1.380211242,1.740362689,1.196397213
6324,451.2675086,4.141370948,7,25,38,7,0,0,0,0,0,0,0,0,1.52,0.28,0,0.162790698,7,0.28,1.397940009,1.579783597,0.604071324
6330,462.271962,7.207952557,4,22,39,9,1,0,0,0,0,0,0,0,1.772727273,0.409090909,0.045454545,0,4,0.181818182,1.342422681,1.591064607,0.8259706
6331,462.3079499,7.67613531,3,23,43,8,1,0,0,0,0,0,0,0,1.869565217,0.347826087,0.043478261,0,3,0.130434783,1.361727836,1.633468456,0.902702798
6335,467.2628465,7.683208825,7,25,38,8,0,0,0,0,0,0,0,0,1.52,0.32,0,0.142857143,7,0.28,1.397940009,1.579783597,0.604071324
6337,469.3367597,7.070544429,0,23,48,9,0,0,0,0,0,0,0,0,2.086956522,0.391304348,0,0,0,0,1.361727836,1.681241237,1.061400545
6339,472.2473803,9.080326442,6,23,38,7,1,0,1,0,0,0,0,0,1.652173913,0.304347826,0.043478261,0.085714286,6,0.260869565,1.361727836,1.579783597,0.724365557
6340,472.3115,6.149053076,0,21,45,10,1,0,0,0,0,0,0,0,2.142857143,0.476190476,0.047619048,0,0,0,1.322219295,1.653212514,1.099535674
6345,476.3227978,8.283399145,3,24,45,8,1,0,0,0,0,0,0,0,1.875,0.333333333,0.041666667,0,3,0.125,1.380211242,1.653212514,0.906890596
6352,483.2569404,10.02734138,3,19,39,8,4,0,1,0,0,0,0,0,2.052631579,0.421052632,0.210526316,0,3,0.157894737,1.278753601,1.591064607,1.037474705
6356,488.2767482,8.535919349,5,24,42,7,1,0,1,0,0,0,0,0,1.75,0.291666667,0.041666667,0.027027027,5,0.208333333,1.380211242,1.62324929,0.807354922
6357,488.2762257,8.716621664,5,24,42,7,1,0,1,0,0,0,0,0,1.75,0.291666667,0.041666667,0.027027027,5,0.208333333,1.380211242,1.62324929,0.807354922
6360,490.2912269,9.015232062,4,24,44,7,1,0,1,0,0,0,0,0,1.833333333,0.291666667,0.041666667,0,4,0.166666667,1.380211242,1.643452676,0.874469118
6361,490.2914712,9.190958443,4,24,44,7,1,0,1,0,0,0,0,0,1.833333333,0.291666667,0.041666667,0,4,0.166666667,1.380211242,1.643452676,0.874469118
6362,492.4622041,11.25055468,-0.5,26,59,4,4,0,0,0,0,0,0,0,2.269230769,0.153846154,0.153846154,0,-0.5,-0.019230769,1.414973348,1.770852012,1.182203331
6368,501.849476,10.1117581,4.5,10,17,3,0,6,4,0,0,0,0,0,1.7,0.3,0,0,4.5,0.45,1,1.230448921,0.765534746
6371,505.1829843,0.648190162,8,19,28,12,4,0,0,0,0,0,0,0,1.473684211,0.631578947,0.210526316,0,8,0.421052632,1.278753601,1.447158031,0.559427409
6378,509.2885292,10.34088362,3,24,45,9,0,0,1,0,0,0,0,0,1.875,0.375,0,0,3,0.125,1.380211242,1.653212514,0.906890596
6383,512.274351,9.013310316,7,26,42,7,1,0,1,0,0,0,0,0,1.615384615,0.269230769,0.038461538,0.12195122,7,0.269230769,1.414973348,1.62324929,0.691877704
6384,514.2917756,9.143483495,6,26,44,7,1,0,1,0,0,0,0,0,1.692307692,0.269230769,0.038461538,0.073170732,6,0.230769231,1.414973348,1.643452676,0.7589919
6386,515.3041809,4.44903117,6,24,42,8,4,0,0,0,0,0,0,0,1.75,0.333333333,0.166666667,0,6,0.25,1.380211242,1.62324929,0.807354922
6387,516.3059186,9.794017855,5,26,46,7,1,0,1,0,0,0,0,0,1.769230769,0.269230769,0.038461538,0.024390244,5,0.192307692,1.414973348,1.662757832,0.823122238
6388,516.3058264,9.832574703,5,26,46,7,1,0,1,0,0,0,0,0,1.769230769,0.269230769,0.038461538,0.024390244,5,0.192307692,1.414973348,1.662757832,0.823122238
6390,518.3175333,5.043256703,0,22,47,12,1,0,0,0,0,0,0,0,2.136363636,0.545454545,0.045454545,0,0,0,1.342422681,1.672097858,1.095157233
6391,519.2570288,9.492582052,10,28,39,7,0,0,1,0,0,0,0,0,1.392857143,0.25,0,0.255319149,10,0.357142857,1.447158031,1.591064607,0.478047297
6393,520.3400078,9.984226709,3,26,50,7,1,0,1,0,0,0,0,0,1.923076923,0.269230769,0.038461538,0,3,0.115384615,1.414973348,1.698970004,0.943416472
6395,523.86255,10.03891849,8.5,11,12,10,0,2,5,0,0,0,0,0,1.090909091,0.909090909,0,0,8.5,0.772727273,1.041392685,1.079181246,0.125530882
6396,524.3717281,10.69610658,1,26,54,7,1,0,1,0,0,0,0,0,2.076923077,0.269230769,0.038461538,0,1,0.038461538,1.414973348,1.73239376,1.054447784
6399,529.3164992,4.854486781,6,25,45,6,4,0,1,0,0,0,0,0,1.8,0.24,0.16,0.029411765,6,0.24,1.397940009,1.653212514,0.847996907
6400,530.390172,7.11838864,4,26,51,6,5,0,0,0,0,0,0,0,1.961538462,0.230769231,0.192307692,0,4,0.153846154,1.414973348,1.707570176,0.971985624
6401,531.2714317,10.4436011,11,28,38,8,2,0,0,0,0,0,0,0,1.357142857,0.285714286,0.071428571,0.272727273,11,0.392857143,1.447158031,1.579783597,0.440572591
6404,536.3488377,7.319259712,8,27,45,6,5,0,0,0,0,0,0,0,1.666666667,0.222222222,0.185185185,0.131578947,8,0.296296296,1.431363764,1.653212514,0.736965594
6407,544.4057345,7.766884302,4,27,53,6,5,0,0,0,0,0,0,0,1.962962963,0.222222222,0.185185185,0,4,0.148148148,1.431363764,1.72427587,0.973032952
6408,544.4057949,9.425071308,4,27,53,6,5,0,0,0,0,0,0,0,1.962962963,0.222222222,0.185185185,0,4,0.148148148,1.431363764,1.72427587,0.973032952
6409,548.3277333,4.636309353,0,23,49,13,1,0,0,0,0,0,0,0,2.130434783,0.565217391,0.043478261,0,0,0,1.361727836,1.69019608,1.091147888
6412,549.3609974,7.769691944,0.5,23,53,6,5,0,1,0,0,0,0,0,2.304347826,0.260869565,0.217391304,0,0.5,0.02173913,1.361727836,1.72427587,1.204358498
6415,550.3669464,7.758957035,8,28,47,6,5,0,0,0,0,0,0,0,1.678571429,0.214285714,0.178571429,0.125,8,0.285714286,1.447158031,1.672097858,0.74723393
6420,555.4384271,11.66858024,4,31,58,6,2,0,0,0,0,0,0,0,1.870967742,0.193548387,0.064516129,0,4,0.129032258,1.491361694,1.763427994,0.903784685
6421,556.3694024,4.448239926,6,27,49,7,5,0,0,0,0,0,0,0,1.814814815,0.259259259,0.185185185,0,6,0.222222222,1.431363764,1.69019608,0.859822342
6424,570.3865124,4.805178716,6,28,51,7,5,0,0,0,0,0,0,0,1.821428571,0.25,0.178571429,0,6,0.214285714,1.447158031,1.707570176,0.86507042
6426,572.3108671,9.940416735,8,23,41,8,9,0,0,0,0,0,0,0,1.782608696,0.347826087,0.391304348,0,8,0.347826087,1.361727836,1.612783857,0.833990049
6427,574.4166682,7.15778151,4,28,55,7,5,0,0,0,0,0,0,0,1.964285714,0.25,0.178571429,0,4,0.142857143,1.447158031,1.740362689,0.974004791
6428,576.3591456,5.694563589,0,25,53,13,1,0,0,0,0,0,0,0,2.12,0.52,0.04,0,0,0,1.397940009,1.72427587,1.084064265
6432,580.373749,7.327462641,8,29,49,7,5,0,0,0,0,0,0,0,1.689655172,0.24137931,0.172413793,0.097560976,8,0.275862069,1.462397998,1.69019608,0.756728849
6436,586.4169207,9.328587581,5,29,55,7,5,0,0,0,0,0,0,0,1.896551724,0.24137931,0.172413793,0,5,0.172413793,1.462397998,1.740362689,0.923378718
6438,586.4529373,9.491077814,-0.5,27,61,9,4,0,0,0,0,0,0,0,2.259259259,0.333333333,0.148148148,0,-0.5,-0.018518519,1.431363764,1.785329835,1.175849835
6439,587.2861641,7.56568886,17,33,38,6,4,0,0,0,0,0,0,0,1.151515152,0.181818182,0.121212121,0.461538462,17,0.515151515,1.51851394,1.579783597,0.203533395
6440,588.4324552,7.766188661,4,29,57,7,5,0,0,0,0,0,0,0,1.965517241,0.24137931,0.172413793,0,4,0.137931034,1.462397998,1.755874856,0.974909019
6441,590.3724974,6.190563597,0,26,55,13,1,0,0,0,0,0,0,0,2.115384615,0.5,0.038461538,0,0,0,1.414973348,1.740362689,1.080919995
6442,592.3548301,4.7882402,0,25,53,14,1,0,0,0,0,0,0,0,2.12,0.56,0.04,0,0,0,1.397940009,1.72427587,1.084064265
6450,594.3896078,7.780826779,8,30,51,7,5,0,0,0,0,0,0,0,1.7,0.233333333,0.166666667,0.093023256,8,0.266666667,1.477121255,1.707570176,0.765534746
6455,602.4118784,8.519796458,5,29,55,8,5,0,0,0,0,0,0,0,1.896551724,0.275862069,0.172413793,0,5,0.172413793,1.462397998,1.740362689,0.923378718
6456,602.4471058,8.412242531,4,30,59,7,5,0,0,0,0,0,0,0,1.966666667,0.233333333,0.166666667,0,4,0.133333333,1.477121255,1.770852012,0.975752454
6465,618.4428608,7.221464766,4,30,59,8,5,0,0,0,0,0,0,0,1.966666667,0.266666667,0.166666667,0,4,0.133333333,1.477121255,1.770852012,0.975752454
6468,624.3998481,7.385253969,8,31,53,8,5,0,0,0,0,0,0,0,1.709677419,0.258064516,0.161290323,0.068181818,8,0.258064516,1.491361694,1.72427587,0.773724144
6472,630.4431643,9.271119521,5,31,59,8,5,0,0,0,0,0,0,0,1.903225806,0.258064516,0.161290323,0,5,0.161290323,1.491361694,1.770852012,0.928446739
6473,632.4586845,7.767945675,4,31,61,8,5,0,0,0,0,0,0,0,1.967741935,0.258064516,0.161290323,0,4,0.129032258,1.491361694,1.785329835,0.976541027
6474,634.400538,6.303198425,0,28,59,14,1,0,0,0,0,0,0,0,2.107142857,0.5,0.035714286,0,0,0,1.447158031,1.770852012,1.075288127
6482,642.3721608,10.44422637,10,30,49,7,7,0,0,0,0,0,0,0,1.633333333,0.233333333,0.233333333,0.153846154,10,0.333333333,1.477121255,1.69019608,0.707819248
6483,643.2397568,6.570268406,20,34,34,9,4,0,0,0,0,0,0,0,1,0.264705882,0.117647059,0.529411765,20,0.588235294,1.531478917,1.531478917,0
6484,643.2399024,6.816197445,20,34,34,9,4,0,0,0,0,0,0,0,1,0.264705882,0.117647059,0.529411765,20,0.588235294,1.531478917,1.531478917,0
6485,645.2913372,7.895972363,18,35,40,8,4,0,0,0,0,0,0,0,1.142857143,0.228571429,0.114285714,0.444444444,18,0.514285714,1.544068044,1.602059991,0.192645078
6486,645.2914948,7.972002617,18,35,40,8,4,0,0,0,0,0,0,0,1.142857143,0.228571429,0.114285714,0.444444444,18,0.514285714,1.544068044,1.602059991,0.192645078
6487,646.474267,8.382381095,4,32,63,8,5,0,0,0,0,0,0,0,1.96875,0.25,0.15625,0,4,0.125,1.505149978,1.799340549,0.977279923
6490,650.396312,5.493238473,0,28,59,15,1,0,0,0,0,0,0,0,2.107142857,0.535714286,0.035714286,0,0,0,1.447158031,1.770852012,1.075288127
6494,655.4744713,4.334875731,6,33,62,7,6,0,0,0,0,0,0,0,1.878787879,0.212121212,0.181818182,0,6,0.181818182,1.51851394,1.792391689,0.909802191
6495,657.2555752,7.303102924,20,35,36,9,4,0,0,0,0,0,0,0,1.028571429,0.257142857,0.114285714,0.509433962,20,0.571428571,1.544068044,1.556302501,0.040641985
6498,660.4897245,9.0371714,4,33,65,8,5,0,0,0,0,0,0,0,1.96969697,0.242424242,0.151515152,0,4,0.121212121,1.51851394,1.812913357,0.977973694
6500,664.3755974,5.984108128,1,28,57,16,1,0,0,0,0,0,0,0,2.035714286,0.571428571,0.035714286,0,1,0.035714286,1.447158031,1.755874856,1.025535092
6502,665.445165,9.039796324,5.5,31,60,7,7,0,0,0,0,0,0,0,1.935483871,0.225806452,0.225806452,0,5.5,0.177419355,1.491361694,1.77815125,0.952694285
6503,668.4067509,4.505069862,4,29,57,12,5,0,0,0,0,0,0,0,1.965517241,0.413793103,0.172413793,0,4,0.137931034,1.462397998,1.755874856,0.974909019
6504,668.4249367,7.460089494,8,33,57,9,5,0,0,0,0,0,0,0,1.727272727,0.272727273,0.151515152,0.042553191,8,0.242424242,1.51851394,1.755874856,0.788495895
6505,675.2661909,6.345696458,19,35,38,10,4,0,0,0,0,0,0,0,1.085714286,0.285714286,0.114285714,0.461538462,19,0.542857143,1.544068044,1.579783597,0.118644497
6511,688.4867192,9.626212098,5,34,65,9,5,0,0,0,0,0,0,0,1.911764706,0.264705882,0.147058824,0,5,0.147058824,1.531478917,1.812913357,0.934904972
6513,690.5014086,8.361395429,4,34,67,9,5,0,0,0,0,0,0,0,1.970588235,0.264705882,0.147058824,0,4,0.117647059,1.531478917,1.826074803,0.978626349
6515,704.5161136,8.971033405,4,35,69,9,5,0,0,0,0,0,0,0,1.971428571,0.257142857,0.142857143,0,4,0.114285714,1.544068044,1.838849091,0.97924144
6520,718.531751,9.489547759,4,36,71,9,5,0,0,0,0,0,0,0,1.972222222,0.25,0.138888889,0,4,0.111111111,1.556302501,1.851258349,0.979822118
6525,726.5520018,11.22304103,5,41,75,9,1,0,0,0,0,0,0,0,1.829268293,0.219512195,0.024390244,0,5,0.12195122,1.612783857,1.875061263,0.871266686
6527,734.5268877,8.356054489,4,36,71,10,5,0,0,0,0,0,0,0,1.972222222,0.277777778,0.138888889,0,4,0.111111111,1.556302501,1.851258349,0.979822118
6531,748.5417023,8.937694822,4,37,73,10,5,0,0,0,0,0,0,0,1.972972973,0.27027027,0.135135135,0,4,0.108108108,1.568201724,1.86332286,0.980371193
6533,756.4932826,11.56757161,7,40,69,12,1,0,0,0,0,0,0,0,1.725,0.3,0.025,0.015151515,7,0.175,1.602059991,1.838849091,0.786596362
6535,761.4488574,10.43571781,7,35,64,10,6,1,0,0,0,0,0,0,1.828571429,0.285714286,0.171428571,0,7,0.2,1.544068044,1.806179974,0.870716983
6537,762.5578685,9.437870159,4,38,75,10,5,0,0,0,0,0,0,0,1.973684211,0.263157895,0.131578947,0,4,0.105263158,1.579783597,1.875061263,0.980891177
6543,806.584144,9.393872442,4,40,79,11,5,0,0,0,0,0,0,0,1.975,0.275,0.125,0,4,0.1,1.602059991,1.897627091,0.981852653
6554,198.2215637,8.547509197,1,13,27,0,1,0,0,0,0,0,0,0,2.076923077,0,0.076923077,0.041666667,1,0.076923077,1.113943352,1.431363764,1.054447784
6557,233.0934923,3.257543533,8,12,12,3,2,0,0,0,0,0,0,0,1,0.25,0.166666667,0.647058824,8,0.666666667,1.079181246,1.079181246,0
6560,245.1536015,5.562061386,7,16,20,2,0,0,0,0,0,0,0,0,1.25,0.125,0,0.4,7,0.4375,1.204119983,1.301029996,0.321928095
6562,253.0471789,9.85958857,3,8,13,7,0,0,1,0,0,0,0,0,1.625,0.875,0,0,3,0.375,0.903089987,1.113943352,0.700439718
6565,259.114973,3.321183784,4,12,18,6,0,0,0,0,0,0,0,0,1.5,0.5,0,0.111111111,4,0.333333333,1.079181246,1.255272505,0.584962501
6567,283.1169107,5.580296164,6,14,18,6,0,0,0,0,0,0,0,0,1.285714286,0.428571429,0,0.272727273,6,0.428571429,1.146128036,1.255272505,0.36257008
6570,287.1458016,5.026685603,6,13,20,2,4,0,0,0,0,0,0,0,1.538461538,0.153846154,0.307692308,0.375,6,0.461538462,1.113943352,1.301029996,0.621488376
6571,289.1792314,5.701094093,7,18,24,3,0,0,0,0,0,0,0,0,1.333333333,0.166666667,0,0.333333333,7,0.388888889,1.255272505,1.380211242,0.415037499
6572,294.1719428,3.043255939,6,16,23,4,1,0,0,0,0,0,0,0,1.4375,0.25,0.0625,0.269230769,6,0.375,1.204119983,1.361727836,0.523561956
6573,301.1613181,5.456483787,4,15,24,6,0,0,0,0,0,0,0,0,1.6,0.4,0,0.083333333,4,0.266666667,1.176091259,1.380211242,0.678071905
6576,315.1790005,4.745413324,1,13,29,3,2,0,1,0,0,0,0,0,2.230769231,0.230769231,0.153846154,0,1,0.076923077,1.113943352,1.462397998,1.157541277
6579,352.1969803,1.872842064,7,16,25,4,5,0,0,0,0,0,0,0,1.5625,0.25,0.3125,0.277777778,7,0.4375,1.204119983,1.397940009,0.64385619
6586,403.2467077,9.872361786,0,19,40,5,0,1,0,0,0,0,0,0,2.105263158,0.263157895,0,0,0,0,1.278753601,1.602059991,1.074000582
6594,459.2744037,6.790215695,9,26,39,3,2,0,1,0,0,0,0,0,1.5,0.115384615,0.076923077,0.279069767,9,0.346153846,1.414973348,1.591064607,0.584962501
6595,483.2726846,9.956871403,2,22,43,9,0,0,1,0,0,0,0,0,1.954545455,0.409090909,0,0,2,0.090909091,1.342422681,1.633468456,0.966833136
6598,510.3566427,10.49302356,1,25,52,7,1,0,1,0,0,0,0,0,2.08,0.28,0.04,0,1,0.04,1.397940009,1.716003344,1.056583528
6609,724.3966141,5.024073519,1,30,61,18,1,0,0,0,0,0,0,0,2.033333333,0.6,0.033333333,0,1,0.033333333,1.477121255,1.785329835,1.023846742
6613,159.092444,2.571293711,7,10,10,0,2,0,0,0,0,0,0,0,1,0,0.2,0.75,7,0.7,1,1,0
6615,191.1067076,8.796091997,6,12,14,2,0,0,0,0,0,0,0,0,1.166666667,0.166666667,0,0.454545455,6,0.5,1.079181246,1.146128036,0.222392422
6624,249.1235056,3.377411802,7,13,16,3,2,0,0,0,0,0,0,0,1.230769231,0.230769231,0.153846154,0.473684211,7,0.538461538,1.113943352,1.204119983,0.299560282
6632,293.294564,8.322025052,3,19,36,0,2,0,0,0,0,0,0,0,1.894736842,0,0.105263158,0.117647059,3,0.157894737,1.278753601,1.556302501,0.921997488
6636,301.2155583,10.66382752,7,20,28,2,0,0,0,0,0,0,0,0,1.4,0.1,0,0.315789474,7,0.35,1.301029996,1.447158031,0.485426827
6639,305.2104205,8.579097115,6,19,28,3,0,0,0,0,0,0,0,0,1.473684211,0.157894737,0,0.257142857,6,0.315789474,1.278753601,1.447158031,0.559427409
6644,313.2149234,10.74379022,8,21,28,2,0,0,0,0,0,0,0,0,1.333333333,0.095238095,0,0.35,8,0.380952381,1.322219295,1.447158031,0.415037499
6645,317.2109783,7.768288082,7,20,28,3,0,0,0,0,0,0,0,0,1.4,0.15,0,0.297297297,7,0.35,1.301029996,1.447158031,0.485426827
6648,323.221221,10.88661904,5,19,30,4,0,0,0,0,0,0,0,0,1.578947368,0.210526316,0,0.176470588,5,0.263157895,1.278753601,1.477121255,0.658963082
6651,335.1481584,5.665117228,8,18,22,6,0,0,0,0,0,0,0,0,1.222222222,0.333333333,0,0.333333333,8,0.444444444,1.255272505,1.342422681,0.289506617
6652,335.2209105,8.181670043,6,20,30,4,0,0,0,0,0,0,0,0,1.5,0.2,0,0.222222222,6,0.3,1.301029996,1.477121255,0.584962501
6656,355.1892751,8.408693513,10,22,26,4,0,0,0,0,0,0,0,0,1.181818182,0.181818182,0,0.4,10,0.454545455,1.342422681,1.414973348,0.2410081
6663,373.183251,6.810851797,5,18,28,8,0,0,0,0,0,0,0,0,1.555555556,0.444444444,0,0.071428571,5,0.277777778,1.255272505,1.447158031,0.637429921
6664,373.2005612,7.185068241,9,22,28,5,0,0,0,0,0,0,0,0,1.272727273,0.227272727,0,0.333333333,9,0.409090909,1.342422681,1.447158031,0.347923304
6668,403.3000486,13.00186314,11,29,38,1,0,0,0,0,0,0,0,0,1.310344828,0.034482759,0,0.368421053,11,0.379310345,1.462397998,1.579783597,0.389946519
6672,428.2483747,8.757628028,10,24,34,2,3,0,1,0,0,0,0,0,1.416666667,0.083333333,0.125,0.368421053,10,0.416666667,1.380211242,1.531478917,0.502500341
6675,443.242375,7.55202438,10,26,34,6,0,0,0,0,0,0,0,0,1.307692308,0.230769231,0,0.304347826,10,0.384615385,1.414973348,1.531478917,0.387023123
6687,476.3571329,10.36380841,2,25,49,7,1,0,0,0,0,0,0,0,1.96,0.28,0.04,0,2,0.08,1.397940009,1.69019608,0.970853654
6693,510.3197534,8.802043417,2,24,48,8,1,0,1,0,0,0,0,0,2,0.333333333,0.041666667,0,2,0.083333333,1.380211242,1.681241237,1
6695,521.3848175,10.04378851,6,31,52,6,0,0,0,0,0,0,0,0,1.677419355,0.193548387,0,0.107142857,6,0.193548387,1.491361694,1.716003344,0.746243408
6698,528.3750569,9.253603009,5,26,49,6,5,0,0,0,0,0,0,0,1.884615385,0.230769231,0.192307692,0,5,0.192307692,1.414973348,1.69019608,0.914270126
6699,539.2117887,5.52929327,15,27,30,8,4,0,0,0,0,0,0,0,1.111111111,0.296296296,0.148148148,0.473684211,15,0.555555556,1.431363764,1.477121255,0.152003093
6706,594.1692883,8.663531924,8,24,39,8,1,0,4,0,0,0,0,0,1.625,0.333333333,0.041666667,0.1,8,0.333333333,1.380211242,1.591064607,0.700439718
6707,602.4479402,8.412223353,4,30,59,7,5,0,0,0,0,0,0,0,1.966666667,0.233333333,0.166666667,0,4,0.133333333,1.477121255,1.770852012,0.975752454
6712,634.2017848,8.119575477,9,27,43,8,1,0,4,0,0,0,0,0,1.592592593,0.296296296,0.037037037,0.138888889,9,0.333333333,1.431363764,1.633468456,0.671377253
6718,163.0867341,1.166648578,6,9,10,1,2,0,0,0,0,0,0,0,1.111111111,0.111111111,0.222222222,0.692307692,6,0.666666667,0.954242509,1,0.152003093
6719,166.0501855,0.943228406,6,8,7,3,1,0,0,0,0,0,0,0,0.875,0.375,0.125,0.727272727,6,0.75,0.903089987,0.84509804,-0.192645078
6721,187.0576766,1.024124863,4.5,6,8,4,3,0,0,0,0,0,0,0,1.333333333,0.666666667,0.5,1,4.5,0.75,0.77815125,0.903089987,0.415037499
6722,189.1274482,7.30200557,6,13,16,1,0,0,0,0,0,0,0,0,1.230769231,0.076923077,0,0.44,6,0.461538462,1.113943352,1.204119983,0.299560282
6723,202.0855851,3.939372939,8,12,11,2,1,0,0,0,0,0,0,0,0.916666667,0.166666667,0.083333333,0.65,8,0.666666667,1.079181246,1.041392685,-0.125530882
6726,221.1354776,4.629242742,1,10,20,5,0,0,0,0,0,0,0,0,2,0.5,0,0,1,0.1,1,1.301029996,1
6727,239.1279365,6.104709036,5,13,18,4,0,0,0,0,0,0,0,0,1.384615385,0.307692308,0,0.272727273,5,0.384615385,1.113943352,1.255272505,0.469485284
6728,242.1524228,9.486474957,8,16,19,1,1,0,0,0,0,0,0,0,1.1875,0.0625,0.0625,0.482758621,8,0.5,1.204119983,1.278753601,0.247927513
6729,243.1216605,4.268649533,4,12,18,5,0,0,0,0,0,0,0,0,1.5,0.416666667,0,0.157894737,4,0.333333333,1.079181246,1.255272505,0.584962501
6730,251.149325,0.652126491,6,12,18,2,4,0,0,0,0,0,0,0,1.5,0.166666667,0.333333333,0.428571429,6,0.5,1.079181246,1.255272505,0.584962501
6731,253.1466354,2.255511589,5.5,11,18,2,5,0,0,0,0,0,0,0,1.636363636,0.181818182,0.454545455,0.4,5.5,0.5,1.041392685,1.255272505,0.710493382
6732,253.1798157,7.015961501,4,15,24,3,0,0,0,0,0,0,0,0,1.6,0.2,0,0.185185185,4,0.266666667,1.176091259,1.380211242,0.678071905
6733,255.1590095,7.906305582,4,14,22,4,0,0,0,0,0,0,0,0,1.571428571,0.285714286,0,0.166666667,4,0.285714286,1.146128036,1.342422681,0.652076696
6738,269.1378887,8.6837345,5,14,20,5,0,0,0,0,0,0,0,0,1.428571429,0.357142857,0,0.217391304,5,0.357142857,1.146128036,1.301029996,0.514573173
6741,275.0892116,7.616734171,9,15,14,5,0,0,0,0,0,0,0,0,0.933333333,0.333333333,0,0.52,9,0.6,1.176091259,1.146128036,-0.099535674
6742,281.1002743,2.397275421,7,12,16,2,4,1,0,0,0,0,0,0,1.333333333,0.166666667,0.333333333,0.5,7,0.583333333,1.079181246,1.204119983,0.415037499
6743,281.2108324,9.868703899,4,17,28,3,0,0,0,0,0,0,0,0,1.647058824,0.176470588,0,0.161290323,4,0.235294118,1.230448921,1.447158031,0.719892081
6747,295.2108319,4.801308878,0,14,30,6,0,0,0,0,0,0,0,0,2.142857143,0.428571429,0,0,0,0,1.146128036,1.477121255,1.099535674
6753,349.2009571,5.550541089,7,20,28,5,0,0,0,0,0,0,0,0,1.4,0.25,0,0.257142857,7,0.35,1.301029996,1.447158031,0.485426827
6754,357.0788675,6.320511004,5,13,18,10,0,0,0,0,0,0,0,0,1.384615385,0.769230769,0,0,5,0.384615385,1.113943352,1.255272505,0.469485284
6755,367.1389658,4.525304113,8,18,22,8,0,0,0,0,0,0,0,0,1.222222222,0.444444444,0,0.285714286,8,0.444444444,1.255272505,1.342422681,0.289506617
6765,443.3232072,3.737683015,4,22,42,5,4,0,0,0,0,0,0,0,1.909090909,0.227272727,0.181818182,0,4,0.181818182,1.342422681,1.62324929,0.932885804
6769,476.2846895,8.44507453,4,23,41,9,1,0,0,0,0,0,0,0,1.782608696,0.391304348,0.043478261,0,4,0.173913043,1.361727836,1.612783857,0.833990049
6773,514.2911316,9.561383194,6,26,44,7,1,0,1,0,0,0,0,0,1.692307692,0.269230769,0.038461538,0.073170732,6,0.230769231,1.414973348,1.643452676,0.7589919
6779,538.4675651,11.96002014,-0.5,27,61,6,4,0,0,0,0,0,0,0,2.259259259,0.222222222,0.148148148,0,-0.5,-0.018518519,1.431363764,1.785329835,1.175849835
6780,550.3631415,7.763347096,8,28,47,6,5,0,0,0,0,0,0,0,1.678571429,0.214285714,0.178571429,0.125,8,0.285714286,1.447158031,1.672097858,0.74723393
6802,807.4288099,12.18574329,13,44,64,12,0,0,0,0,0,0,0,0,1.454545455,0.272727273,0,0.184210526,13,0.295454545,1.643452676,1.806179974,0.540568382
6811,163.0900302,3.702470267,1,7,14,4,0,0,0,0,0,0,0,0,2,0.571428571,0,0,1,0.142857143,0.84509804,1.146128036,1
6812,182.0813369,3.439782542,5,9,11,3,1,0,0,0,0,0,0,0,1.222222222,0.333333333,0.111111111,0.461538462,5,0.555555556,0.954242509,1.041392685,0.289506617
6816,225.0872804,3.084914139,6,10,12,4,2,0,0,0,0,0,0,0,1.2,0.4,0.2,0.5,6,0.6,1,1.079181246,0.263034406
6821,250.1077901,5.789344675,7,13,15,4,1,0,0,0,0,0,0,0,1.153846154,0.307692308,0.076923077,0.45,7,0.538461538,1.113943352,1.176091259,0.206450878
6823,252.0781554,0.896352919,3,7,13,7,3,0,0,0,0,0,0,0,1.857142857,1,0.428571429,0,3,0.428571429,0.84509804,1.113943352,0.893084796
6827,255.1590642,4.877841064,4,14,22,4,0,0,0,0,0,0,0,0,1.571428571,0.285714286,0,0.166666667,4,0.285714286,1.146128036,1.342422681,0.652076696
6830,263.2003849,10.90541944,5,17,26,2,0,0,0,0,0,0,0,0,1.529411765,0.117647059,0,0.25,5,0.294117647,1.230448921,1.414973348,0.612976877
6836,279.1947392,8.124285338,5,17,26,3,0,0,0,0,0,0,0,0,1.529411765,0.176470588,0,0.225806452,5,0.294117647,1.230448921,1.414973348,0.612976877
6841,291.1715652,3.546155131,2,13,26,3,2,1,0,0,0,0,0,0,2,0.230769231,0.153846154,0,2,0.153846154,1.113943352,1.414973348,1
6842,292.1181808,5.435784124,8,15,17,5,1,0,0,0,0,0,0,0,1.133333333,0.333333333,0.066666667,0.434782609,8,0.533333333,1.176091259,1.230448921,0.180572245
