SampleID,Pn_multiseries_A_DOM_I_t,Pn_multiseries_A_DOM_II_t,Pn_multiseries_B_DOM_I_t,Pn_multiseries_B_DOM_II_t,Pn_delicatissima_A_DOM_I_t,Pn_delicatissima_A_DOM_II_t,Pn_delicatissima_B_DOM_I_t,Pn_delicatissima_B_DOM_II_t,Pn_subpacifica_A_DOM_I_t,Pn_subpacifica_A_DOM_II_t,Pn_subpacifica_B_DOM_I_t,Pn_subpacifica_B_DOM_II_t,Pn_galaxiae_A_DOM_I_t,Pn_galaxiae_A_DOM_II_t,Pn_galaxiae_B_DOM_I_t,Pn_galaxiae_B_DOM_II_t,Pn_hasleana_A_DOM_I_t,Pn_hasleana_A_DOM_II_t,Pn_hasleana_B_DOM_I_t,Pn_hasleana_B_DOM_II_t,Pn_multiseries_A_Unfil_I_t,Pn_multiseries_A_Unfil_II_t,Pn_multiseries_B_Unfil_I_t,Pn_multiseries_B_Unfil_II_t,Pn_delicatissima_A_Unfil_I_t,Pn_delicatissima_A_Unfil_II_t,Pn_delicatissima_B_Unfil_I_t,Pn_delicatissima_B_Unfil_II_t,Pn_subpacifica_A_Unfil_I_t,Pn_subpacifica_A_Unfil_II_t,Pn_subpacifica_B_Unfil_I_t,Pn_subpacifica_B_Unfil_II_t,Pn_galaxiae_A_Unfil_I_t,Pn_galaxiae_A_Unfil_II_t,Pn_galaxiae_B_Unfil_I_t,Pn_galaxiae_B_Unfil_II_t,Pn_hasleana_A_Unfil_I_t,Pn_hasleana_A_Unfil_II_t,Pn_hasleana_B_Unfil_I_t,Pn_hasleana_B_Unfil_II_t
6048,0.003962333,0.005941415,0.002594227,0.005805203,0.007099355,0.005983346,0.004919369,0.00476447,0.00730075,0.01154898,0.014122438,0.012997443,0.006379698,0.004123117,0.005244068,0.003034803,0.002570995,0.003492857,0.004037337,0.004690433,0.003794742,0.003549655,0.003240376,0.001816591,0.004110973,0.003193749,0.003009988,0.002582637,0.009005676,0.004012491,0.012878089,0.007113428,0.003224909,0.0041473,0.002946188,0.002420746,0.001673321,0.001584299,0.002842538,0.001939073
6049,0.015064965,0.014949169,0.014036094,0.013077031,0.007141489,0.008555804,0.009565709,0.011281374,0.012899195,0.013403796,0.012164386,0.012553138,0.011910361,0.014089824,0.005049774,0.0036194,0.004636826,0.003807896,0.009731546,0.010008314,0.006708254,0.007726654,0.005196176,0.003605559,0.003768298,0.00194165,0.003301521,0.001500001,0.011150971,0.010986212,0.010965118,0.009736683,0.003420533,0.006204877,0.002913765,0.002206809,0.001403567,0.001284524,0.000587367,0.000847939
6050,0.002163332,0.003420533,0.002963111,0.002810698,0.002362205,0.005234525,0.003807896,0.004086575,0.004636826,0.004494456,0.00195704,0.004919369,0.001574802,0.002054265,0.001126943,0.000919239,0.00124499,0.001183216,0.001135782,0.001529706,0.001711725,0.000886567,0.001268858,0.001523155,0.002673952,0.001545963,0.002698151,0.00189209,0.005770647,0.004753964,0.004494456,0.003331672,0.000726636,0.00075233,0.000946045,0.000592453,0.000652687,0.00045607,0.0007,0.000563028
6051,0.032167963,0.03398315,0.034800385,0.034204388,0.033697325,0.035388341,0.041174347,0.040727471,0.031234039,0.031877581,0.041292843,0.04303929,0.025476723,0.02578215,0.033274263,0.036398805,0.021026725,0.021406704,0.025549482,0.025996966,0.018078014,0.017396768,0.017901962,0.011729676,0.017781882,0.016958849,0.014061793,0.012654626,0.0250278,0.02508348,0.037163554,0.035696683,0.009607437,0.013865833,0.01106874,0.012114338,0.013684834,0.01148263,0.018951728,0.014168784
6053,0.003821004,0.004582592,0.005108838,0.003741666,0.003605559,0.0031193,0.003271091,0.002563204,0.007622409,0.005958223,0.002753183,0.002626788,0.006131922,0.004393191,0.003361554,0.003016625,0.002443361,0.002297827,0.003507143,0.003507143,0.003898728,0.004460956,0.003549655,0.004370369,0.002376975,0.0020025,0.001969773,0.002543622,0.005890705,0.004690433,0.003075716,0.004123117,0.002471844,0.003464109,0.002121322,0.002643864,0.002256105,0.002156388,0.002400002,0.002408321
6054,0.042172386,0.047888846,0.052946791,0.045333602,0.045416603,0.042861588,0.04193313,0.030150314,0.026600768,0.010821625,0.017274799,0.018306404,0.053342589,0.041136545,0.017986186,0.021539934,0.017016931,0.016389358,0.042749843,0.039290065,0.027228941,0.013109456,0.025996562,0.016292866,0.019449208,0.019167498,0.018300448,0.017213927,0.006760229,0.018818231,0.005504571,0.018945948,0.021130983,0.027505013,0.018888288,0.021530156,0.012262077,0.009273751,0.01381601,0.010114568
6055,0.023437888,0.020970109,0.026618308,0.028552575,0.015480476,0.017115537,0.012925839,0.016418655,0.024003409,0.026493871,0.017880354,0.018875389,0.018431372,0.0243742,0.010712067,0.010957089,0.008694936,0.009423515,0.013716516,0.014739564,0.012658695,0.012997712,0.011959257,0.018347173,0.008043718,0.006782382,0.008654587,0.006942678,0.018941354,0.018094854,0.014547781,0.015004029,0.008167098,0.011385236,0.005196176,0.00588221,0.008860138,0.007510064,0.005291527,0.004722305
6058,0.006356142,0.004929523,0.007328094,0.006074574,0.016079965,0.035191109,0.039613301,0.03681712,0.008910786,0.018770599,0.010926607,0.008893935,0.009529048,0.006024985,0.007707216,0.008514796,0.004909195,0.005215386,0.00674542,0.006024985,0.003949694,0.003157536,0.00299333,0.002729472,0.015303996,0.00736892,0.007155479,0.011545039,0.006610646,0.015103091,0.021638324,0.009306046,0.004207149,0.004549741,0.004888782,0.009980146,0.003391171,0.00532919,0.004219017,0.003714844
6060,0.002810698,0.002286921,0.002979937,0.002332383,0.005244068,0.003361554,0.00459349,0.003687826,0.012791635,0.007536649,0.008631445,0.00601668,0.00479585,0.004549741,0.002649531,0.002807137,0.001456022,0.000924662,0.003911531,0.002601925,0.001232883,0.001004988,0.001529706,0.001417745,0.001072381,0.002209074,0.001019804,0.00246982,0.004074321,0.007622409,0.003860061,0.005394468,0.002282544,0.001424781,0.001854725,0.001936493,0.001183216,0,0.002615342,0.00124499
6062,0.005431417,0.006752829,0.007937337,0.007784679,0.015153665,0.010778567,0.009407583,0.014650644,0.004549741,0.004538738,0.004505567,0.004868284,0.011861728,0.014586915,0.027820598,0.015155612,0.010147193,0.010068586,0.013980119,0.008723642,0.003120902,0.003376395,0.002738616,0.001135782,0.002690728,0.004393191,0.005431417,0.003154367,0.00306105,0.003872993,0.00266083,0.003535541,0.002186323,0.005272595,0.003178055,0.004449734,0.005907657,0.004171343,0.007635518,0.004135226
6063,0.011865943,0.011943902,0.013592953,0.014427385,0.011084315,0.010899619,0.009710971,0.009094079,0.008031276,0.008831876,0.006595501,0.006595501,0.010445811,0.009455298,0.006738003,0.007463313,0.005029932,0.00459349,0.009049985,0.008555804,0.006648357,0.005779305,0.006356142,0.005522709,0.004370369,0.003860061,0.003962333,0.003714844,0.006700796,0.00769423,0.005338564,0.005974983,0.003209367,0.005656884,0.003507143,0.003646925,0.003111275,0.002884445,0.004110973,0.003209367
6065,0.004219017,0.004722305,0.004277863,0.005394468,0.004370369,0.007211165,0.00462603,0.003331672,0.001667334,0.002249446,0.002655187,0.002744088,0.005899187,0.009465869,0.016838967,0.01783134,0.020222753,0.017250551,0.010752788,0.012626182,0.008689183,0.006332498,0.009225097,0.000954463,0.014916451,0.014484014,0.018017162,0.015138907,0.003507143,0.007231937,0.004086575,0.005974983,0.015897493,0.02466843,0.039828176,0.024033481,0.055922399,0.048940553,0.059735704,0.049270496
6066,0.00370136,0.004827026,0.005907657,0.005403729,0.008087115,0.0041473,0.003633188,0.004266159,0.010011561,0.009716119,0.009607437,0.010016854,0.004242653,0.003937014,0.004123117,0.003577716,0.002128381,0.002347341,0.002630592,0.003974932,0.003224909,0.002200002,0.003391171,0.005639179,0.002355846,0.002420746,0.002978259,0.002135417,0.004615209,0.003591665,0.004582592,0.002696297,0.002874026,0.00261343,0.00194165,0.002653303,0.003549655,0.003193749,0.002092846,0.002856575
6067,0.006465337,0.005796583,0.008240239,0.006261031,0.003301521,0.003271091,0.002545587,0.002535747,0.002007487,0.002601925,0.005735884,0.004347427,0.003807896,0.005310392,0.005010011,0.005468116,0.004195248,0.003122504,0.002734962,0.002603846,0.003449645,0.003478512,0.003660609,0.001337909,0.001014889,0.000784219,0.00128841,0.001208305,0.001852027,0.002718459,0.003633188,0.004669064,0.001590598,0.003316631,0.001786058,0.001476483,0.002541656,0.001624808,0.002912048,0.001618642
6069,0.007436466,0.010371444,0.007334914,0.008432182,0.007803924,0.009450008,0.010545858,0.011259057,0.004404557,0.004538738,0.006099218,0.005010011,0.009132487,0.010950424,0.010266484,0.009348933,0.005966609,0.0031305,0.010985256,0.008503043,0.003755005,0.003271091,0.003376395,0.001539481,0.004312785,0.002798217,0.004266159,0.002858325,0.003331672,0.003898728,0.00343512,0.003405884,0.002856575,0.004868284,0.002941092,0.002503999,0.003885882,0.003577716,0.002147093,0.003391171
6070,0.018222095,0.019020952,0.018527662,0.018112478,0.016793794,0.016064408,0.020224336,0.020236376,0.016083075,0.016347991,0.018169406,0.01902437,0.010320891,0.010433645,0.016053446,0.018206362,0.010628182,0.010987441,0.010099429,0.010923816,0.00935428,0.007733123,0.007348535,0.006752829,0.008944391,0.007765386,0.006549856,0.006269012,0.013291479,0.01335431,0.019435909,0.018440568,0.003974932,0.00592456,0.004939656,0.005656884,0.006229005,0.005412974,0.008526533,0.006700796
6076,0.020553235,0.021858341,0.024748738,0.02788226,0.017601704,0.018626597,0.008780773,0.008420313,0.010378866,0.010012709,0.022690027,0.023000397,0.018659084,0.020237018,0.020461291,0.021168489,0.015943824,0.014387087,0.011630696,0.012193866,0.010886445,0.010231307,0.01230409,0.008414373,0.003376395,0.003029856,0.006906574,0.005941415,0.007615847,0.007655138,0.019975987,0.018586387,0.007949927,0.010888098,0.005486374,0.005375898,0.009154362,0.007190333,0.010020647,0.007463313
6077,0.022044607,0.020944191,0.018933115,0.019474803,0.014806216,0.01490904,0.015542151,0.014836009,0.016548414,0.015503266,0.030597371,0.030396209,0.015948435,0.016130486,0.014971264,0.013997207,0.008455868,0.008300698,0.012143815,0.011634909,0.008938799,0.008966725,0.009219675,0.004505567,0.005585725,0.004527708,0.004110973,0.00287924,0.012435311,0.012313475,0.019160191,0.020187505,0.00496993,0.007362131,0.004615209,0.003162283,0.005253594,0.003974932,0.006188739,0.003987491
6078,0.009808317,0.009444716,0.006348271,0.012488159,0.007842274,0.009116046,0.009710971,0.006841106,0.013807864,0.020550704,0.023367614,0.023425656,0.010590571,0.013298324,0.008282606,0.007674709,0.004219017,0.005770647,0.00604156,0.007314435,0.006723145,0.007021454,0.007078194,0.005449798,0.006229005,0.006008364,0.005010011,0.003646925,0.016162944,0.009818508,0.021203593,0.014610585,0.004669064,0.00722502,0.004024933,0.004868284,0.002551473,0.00241247,0.005118616,0.003885882
6079,0.002140095,0.002457644,0.002024847,0.00161555,0.001526434,0.002204543,0.001811078,0.001004988,0.001122497,0.001148913,0.001280625,0.000991968,0.001816591,0.00202978,0.001363819,0.001905257,0.000875785,0.001389245,0.001058301,0.002428994,0.001476483,0.003041386,0.002059127,0.001417745,0.00088713,0.001236932,0.00088882,0.000531037,0.002140095,0.001048809,0.001700001,0.001268858,0.001264911,0.001918334,0.00074027,0.001322876,0.000838451,0.000715542,0.000660303,0.000747663
6080,0.022490271,0.02401443,0.025310982,0.027038198,0.022270855,0.019181035,0.021558803,0.02099273,0.00699291,0.011713124,0.007113428,0.009909754,0.021466923,0.022970803,0.016268262,0.01568114,0.012445642,0.011008083,0.019542713,0.017061895,0.012163811,0.010416522,0.011197868,0.006033278,0.009116046,0.004878544,0.007490063,0.005899187,0.008590798,0.007981313,0.007713701,0.006738003,0.005630305,0.010438245,0.005253594,0.004679761,0.008105642,0.00699291,0.007287039,0.00479585
6085,0.006708254,0.004711705,0.006760229,0.006496198,0.012053507,0.006957067,0.013697508,0.012884145,0.009602231,0.00406203,0.013632627,0.014263618,0.006123763,0.005089226,0.008062345,0.010475019,0.004254422,0.003781543,0.006418767,0.005099042,0.003847086,0.002197728,0.003013308,0.002723971,0.006503891,0.005941415,0.005612516,0.005692131,0.0036194,0.005718423,0.004098792,0.012992786,0.001913114,0.003577716,0.00229129,0.00259037,0.003016625,0.002181744,0.00496993,0.003687826
6088,0.003768298,0.003741666,0.003178055,0.004159339,0.007328094,0.006300835,0.007784679,0.005958223,0.006196813,0.003768298,0.004658343,0.004571668,0.005916114,0.002831964,0.001216553,0.002473866,0.001421268,0.000907194,0.005224964,0.004171343,0.002334526,0.001797221,0.002233833,0.001352775,0.00325577,0.003420533,0.003492857,0.003224909,0.002812476,0.004615209,0.002289107,0.004427203,0.002264952,0.002503999,0.001860109,0.002262744,0.000715542,0.00069857,0.000903881,0.000769415
6089,0.016704669,0.015298767,0.015421993,0.017087873,0.011062052,0.012196695,0.012179546,0.009518547,0.021396118,0.0157453,0.01408212,0.014996828,0.010519937,0.009869304,0.008018814,0.00605809,0.007661667,0.006387531,0.009787904,0.0089723,0.007375702,0.006557486,0.008723642,0.006935472,0.005272595,0.002487974,0.004878544,0.004024933,0.012023434,0.017666224,0.009481703,0.013558808,0.005224964,0.004636826,0.003591665,0.004381794,0.00584811,0.004207149,0.002860074,0.002471844
6090,0.009544777,0.004878544,0.007348535,0.008905172,0.016011587,0.014598224,0.013275969,0.01689675,0.011783948,0.020661794,0.011858355,0.013157659,0.013470857,0.017404183,0.004711705,0.002111873,0.002422811,0.003331672,0.010426981,0.009864236,0.002944491,0.004266159,0.00279643,0.003987491,0.004604362,0.005049774,0.005449798,0.005941415,0.013970028,0.009859166,0.012438528,0.0088092,0.004701081,0.003741666,0.004669064,0.004690433,0.002791061,0.003492857,0.004939656,0.003768298
6091,0.010243274,0.011843925,0.01276902,0.01102211,0.015566232,0.014666132,0.015362212,0.016513867,0.011091891,0.010444997,0.009710971,0.009235931,0.008882684,0.00991984,0.007949927,0.008899556,0.007362131,0.007962496,0.007797514,0.008899556,0.005665717,0.005822404,0.004415895,0.007449901,0.007218096,0.007021454,0.006640832,0.005966609,0.00912153,0.008740821,0.006949876,0.007648604,0.003674243,0.004266159,0.004242653,0.003687826,0.004919369,0.004571668,0.004898999,0.003728279
6092,0.00772018,0.007674709,0.009492245,0.010324185,0.00688482,0.004785413,0.003046314,0.002404165,0.003346646,0.00370136,0.008596617,0.008467686,0.008179333,0.006580321,0.009033395,0.008264475,0.006708254,0.006188739,0.004358913,0.004505567,0.004074321,0.003098392,0.004494456,0.001063015,0.000793095,0.0006253,0.002321639,0.001711725,0.002007487,0.002930874,0.006738003,0.005186544,0.00236432,0.004370369,0.001341641,0.00241868,0.0036194,0.002807137,0.004358913,0.002537718
6094,0.030180433,0.029937062,0.031961599,0.016777318,0.008508922,0.009061029,0.008905172,0.009295294,0.009005676,0.007810329,0.016949469,0.007655138,0.010289545,0.007028571,0.00653457,0.008780773,0.005347922,0.005010011,0.010011211,0.00625304,0.01907926,0.014953684,0.012320052,0.009705821,0.004037337,0.003003336,0.003687826,0.004037337,0.01358714,0.004806264,0.007042785,0.014505887,0.003674243,0.006364004,0.001967233,0.003549655,0.003646925,0.003478512,0.002657069,0.002039609
6096,0.043617682,0.046795373,0.05696838,0.065965628,0.041232284,0.047559656,0.071267821,0.073195026,0.063623408,0.06753528,0.064032748,0.064729293,0.047246391,0.044812933,0.056343704,0.051564151,0.034200877,0.035964713,0.078806854,0.078300539,0.022937464,0.019858772,0.033625602,0.028431299,0.039474044,0.037140546,0.03431685,0.03050227,0.05652881,0.052327146,0.06404583,0.057409427,0.024482642,0.029836389,0.03233135,0.034851222,0.020897645,0.019211101,0.029365436,0.024039224
6098,0.015331713,0.013537769,0.017185927,0.015879868,0.010654496,0.012476301,0.006024985,0.008056141,0.006284944,0.005486374,0.014455537,0.015301283,0.013355471,0.012747855,0.013431115,0.012751659,0.010288087,0.010014557,0.007169441,0.005958223,0.007674709,0.007127472,0.008473589,0.004858002,0.002300002,0.002545587,0.00462603,0.003962333,0.003755005,0.005059666,0.012550588,0.012451547,0.005039863,0.005468116,0.003376395,0.003078966,0.006340389,0.005272595,0.006229005,0.005089226
6099,0.005486374,0.008142571,0.00943942,0.006496198,0.01079456,0.006913809,0.015803949,0.016891067,0.015881977,0.02215451,0.0230313,0.022828086,0.009597022,0.006640832,0.013709003,0.011994661,0.004123117,0.004604362,0.008792155,0.010375204,0.004837374,0.008160973,0.005753292,0.004230852,0.007334914,0.005856654,0.005899187,0.003563713,0.018370873,0.012858153,0.026652658,0.021293744,0.003031506,0.003794742,0.005138116,0.004658343,0.002362205,0.002733133,0.007321267,0.006284944
6101,0.002449492,0.002519923,0.00287924,0.003178055,0.003577716,0.002696297,0.002408321,0.002111873,0.002449492,0.002213596,0.002130729,0.001421268,0.002830198,0.002467795,0.002973218,0.00190788,0.004171343,0.003376395,0.00370136,0.003178055,0.00161555,0.001637071,0.001513275,0.000782943,0.00370136,0.001363819,0.001811078,0.001830302,0.001039231,0.001954483,0.002056698,0.001830302,0.00128841,0.001630951,0.002019902,0.0019799,0.003507143,0.001634014,0.0019799,0.001140176
6103,0.003674243,0.001994995,0.002762249,0.00303645,0.003301521,0.003209367,0.00288791,0.002837256,0.002000001,0.001445684,0.001783256,0.001606239,0.001982424,0.003286341,0.002572939,0.00325577,0.001442221,0.001081666,0.004636826,0.004604362,0.001260952,0.001496664,0.00117047,0.001232883,0.006091015,0.011315276,0.008025047,0.013390994,0.001769182,0.002273765,0.001421268,0.001640123,0.002734962,0.001284524,0.004110973,0.004195248,0.000712741,0.000771363,0.000996494,0.000985393
6104,0.02634744,0.027844377,0.026161099,0.027928118,0.009899657,0.0123824,0.006292895,0.007758944,0.013458192,0.011118053,0.010727507,0.010374626,0.005375898,0.004753964,0.002989988,0.002439265,0.00310645,0.002617253,0.004571668,0.004722305,0.012379048,0.013014667,0.013716844,0.007169441,0.005709672,0.005157542,0.00497998,0.003111275,0.009721264,0.01048232,0.007905777,0.008899556,0.002317328,0.003085455,0.001469694,0.001833031,0.002009976,0.001374773,0.001500001,0.001493319
6106,0.004949768,0.003124105,0.004277863,0.004254422,0.001118034,0.001734936,0,0.001506652,0.002968169,0.00177764,0.00292746,0.003755005,0.002165642,0.003316631,0.003660609,0.003033155,0.002362205,0.002835493,0.001676306,0.001962143,0.002366434,0.001830302,0.002204543,0.001752142,0.000772658,0.000577062,0,0.000542218,0.001462874,0.001939073,0.003924293,0.003178055,0.00117047,0.001473093,0.000809938,0,0.001752142,0.000725948,0.001618642,0.00132665
6107,0.004159339,0.004098792,0.003885882,0.004690433,0.012848739,0.012572602,0.023254515,0.010727647,0.003420533,0.005253594,0.006164453,0.006663382,0.007530011,0.004370369,0.0074767,0.00956048,0.003549655,0.003674243,0.008336763,0.00669333,0.002519923,0.001717557,0.002172558,0.001019804,0.006949876,0.010871369,0.008062345,0.009375637,0.003987491,0.003924293,0.004381794,0.004722305,0.00274773,0.005224964,0.001697057,0.003286341,0.002856575,0.00370136,0.00476447,0.004888782
6108,0.013451391,0.013237871,0.010938271,0.012040806,0.016828093,0.018443253,0.017204046,0.020641669,0.00678975,0.01091626,0.008312737,0.010649943,0.019517489,0.021559082,0.034445873,0.018257328,0.014020338,0.011603881,0.012340735,0.017011494,0.0053198,0.004604362,0.004472151,0.002986641,0.007503403,0.004505567,0.004549741,0.004472151,0.008087115,0.006220973,0.005576766,0.006542218,0.0053198,0.009803218,0.006091015,0.005932994,0.006819144,0.005558805,0.006633298,0.005567793
6109,0.047385167,0.04036234,0.054193977,0.04522847,0.022578189,0.014597093,0.012172112,0.050574113,0.052550291,0.05580802,0.051441903,0.053446664,0.016154154,0.040939127,0.019590076,0.012707427,0.007211165,0.006332498,0.024613093,0.021842936,0.008666134,0.011756418,0.007874089,0.01342117,0.009833774,0.004743434,0.017139246,0.007155479,0.040603446,0.042041635,0.037908313,0.027294376,0.009116046,0.010666364,0.007842274,0.009038928,0.005403729,0.003116092,0.00687028,0.007668191
6111,0.002569049,0,0.001322876,0.002144763,0.005186544,0.005585725,0.004324363,0.005385191,0.006204877,0.006640832,0.005394468,0.005813809,0,0.000879773,0,0,0,0.000676018,0,0,0.000847349,0.001341641,0.000953939,0.000505964,0.002626788,0.001688195,0.001931322,0.001786058,0.005744594,0.005118616,0.004774953,0.003660609,0.001135782,0,0.00052915,0,0.00045607,0,0,0.0004
6113,0.003860061,0.003120902,0.00297658,0.004732881,0.004358913,0.002880976,0.003155952,0.004370369,0.002104758,0.001630951,0.002408321,0.001944223,0.006603078,0.0060828,0.011050293,0.009364965,0.004858002,0.004404557,0.014400532,0.012664777,0.000859651,0.000918695,0.001900001,0.00072111,0.001009951,0.002000001,0.001752142,0.00120416,0.001118034,0.002672081,0.001769182,0.001428286,0.002368546,0.004690433,0.006760229,0.005890705,0.003135288,0.002181744,0.003346646,0.003646925
6114,0.002628691,0.001685231,0.003646925,0.001992487,0.00813028,0.009767448,0.003391171,0.001144553,0.00195704,0.001410674,0.000892749,0.00092844,0.005692131,0.004722305,0.007924728,0.010378481,0.015088979,0.01654926,0.005394468,0.010954351,0.008012576,0.009990161,0.010045466,0.010653276,0.012338303,0.018960804,0.012236318,0.017762325,0,0.001816591,0,0.000885438,0.012411282,0.009343583,0.015067322,0.011894439,0.011227123,0.017099108,0.012510122,0.016575801
6115,0.005576766,0.005263103,0.004690433,0.005567793,0.020637574,0.007765386,0.020693118,0.026761333,0.00584811,0.031645651,0.016952302,0.018528283,0.003937014,0.023493181,0.004183312,0.002315169,0.00299166,0.002271565,0.016561101,0.005272595,0.002284734,0.004404557,0.003821004,0.001886797,0.004242653,0.0089723,0.004571668,0.010546664,0.024783578,0.006760229,0.01076687,0.014359707,0.003346646,0.003271091,0.010611655,0.002179451,0.003286341,0.001526434,0.00234947,0.001577974
6116,0.003807896,0.004959859,0.006140071,0.003316631,0.005176895,0.003331672,0.002734962,0.00214942,0.004679761,0.004171343,0.003860061,0.004837374,0.004074321,0.003577716,0.006855708,0.007000057,0.004743434,0.004358913,0.004074321,0.003687826,0.002357967,0.001936493,0.002598079,0.001220656,0.001640123,0.000653452,0.001493319,0.001356466,0.00433591,0.00370136,0.002657069,0.003885882,0.001500001,0.00249199,0.001833031,0.001473093,0.002368546,0.002353723,0.002632492,0.002720297
6117,0.006033278,0.006316687,0.007099355,0.004669064,0.002078462,0.003080589,0.003049595,0.003209367,0.004135226,0.002233833,0.001272793,0.002778492,0.004743434,0.003082212,0.002213596,0.001833031,0.001603123,0.001565248,0.002100002,0.001772005,0.003860061,0.003405884,0.003492857,0.004000011,0.002668336,0.003116092,0.00274773,0.003521371,0.002111873,0.002144763,0.003095162,0.002251668,0.0019975,0.00250799,0.00136748,0.00088713,0.000859651,0.001407125,0.002049392,0.001392839
6118,0.011429553,0.012147644,0.01303655,0.01397901,0.008479488,0.00730075,0.00406203,0.004370369,0.005440615,0.005167227,0.011936489,0.011984985,0.007681221,0.009332874,0.010132646,0.010972503,0.007739586,0.00820375,0.00459349,0.00604156,0.005958223,0.005612516,0.006442094,0.003549655,0,0.001431783,0.002792852,0.002605766,0.003154367,0.004538738,0.010718647,0.010343443,0.003755005,0.005504571,0.002262744,0.001830302,0.004404557,0.00287924,0.004711705,0.003535541
6119,0.006811807,0.006503891,0.007231937,0.007602704,0.001236932,0,0.001545963,0.001720466,0.0019975,0.001272793,0.002541656,0.001526434,0,0,0,0,0,0,0,0,0.003521371,0.004358913,0.003949694,0.003026554,0,0.000573585,0,0,0.000906091,0.001984945,0.002014946,0.002321639,0,0,0.000537587,0,0,0,0,0
6120,0.006340389,0.005394468,0.005468116,0.00532919,0.018909194,0.017237675,0.022959478,0.013526203,0.00528207,0.008860138,0.012560227,0.012568028,0.00745661,0.005069538,0.005941415,0.00689933,0.005291527,0.003885882,0.005761976,0.006284944,0.003633188,0.002922332,0.002310846,0.000926823,0.010929033,0.010780376,0.007861379,0.009726406,0.003478512,0.004074321,0.004711705,0.006862998,0.003088694,0.003331672,0.004449734,0.004472151,0.003535541,0.003478512,0.004878544,0.003974932
6121,0.0019975,0.001769182,0.002553432,0.00325577,0.003006664,0.003080589,0.003361554,0.002773088,0.001865477,0.002586506,0.00153623,0.001216553,0.002313009,0.001984945,0.003209367,0.001493319,0.002177156,0.001360147,0.002231593,0.001951923,0.001466288,0.001568439,0.001486607,0.002163332,0.001322876,0.000917606,0.001113553,0.001157584,0.00241868,0.001086278,0.001664332,0.002397918,0.000693542,0.001933909,0.001063015,0.001396424,0.001612452,0.001178983,0.001280625,0.001228821
6122,0.018537135,0.020539141,0.016511141,0.016442426,0.012064164,0.012648143,0.01119693,0.012964005,0.015767676,0.014361552,0.025137026,0.025133344,0.013149219,0.013744704,0.012334169,0.011689193,0.008336763,0.007661667,0.010420745,0.009884492,0.007609278,0.007273303,0.007085255,0.004527708,0.004242653,0.003633188,0.002420746,0.001737816,0.010827908,0.011649942,0.016552825,0.016993287,0.0036194,0.006204877,0.003376395,0.004277863,0.004679761,0.003405884,0.004868284,0.003122504
6123,0.008336763,0.006663382,0.006640832,0.006300835,0.04495363,0.045692522,0.041327208,0.043414374,0.004358913,0.002828431,0.003224909,0.004086575,0.028450173,0.027616025,0.023015072,0.021814387,0.018865291,0.019473801,0.030340459,0.029812234,0.002812476,0.002186323,0.002995,0.00343512,0.019358662,0.017836472,0.019244342,0.017435332,0.003755005,0.002195452,0.003521371,0.003847086,0.01005487,0.014312756,0.011968201,0.012157807,0.011621191,0.010228375,0.011413486,0.009005676
6125,0.018369947,0.019587293,0.015527278,0.013719177,0.019184268,0.019290468,0.02499354,0.022952527,0.0202013,0.019878759,0.024745989,0.025677381,0.013733603,0.00961264,0.018421791,0.019587242,0.011425002,0.012345191,0.015921665,0.014568116,0.008882684,0.008602431,0.007609278,0.002692586,0.010159309,0.009975134,0.007661667,0.007204228,0.016499567,0.016641321,0.021638324,0.021102751,0.003240376,0.004785413,0.00621293,0.006760229,0.007314435,0.006379698,0.009295294,0.007733123
6126,0.007867736,0.008444033,0.005215386,0.007382479,0.004324363,0.006519249,0.004277863,0.005873704,0.008384608,0.010852862,0.009225097,0.009990161,0.004312785,0.007266425,0.003117697,0.002641972,0.002121322,0.00184391,0.002754999,0.001640123,0.003898728,0.00520579,0.0036194,0.002896554,0.001944223,0.001445684,0.001509967,0.000655744,0.008467686,0.006892079,0.008567485,0.005916114,0.000998499,0.00184391,0.000829458,0.000849706,0.000728698,0.000694982,0.000544059,0.000460435
6128,0.004159339,0.003376395,0.003591665,0.004483317,0.006074574,0.006457599,0.00592456,0.006833793,0.006670882,0.007713701,0.007523368,0.008111809,0.003872993,0.004086575,0.005019981,0.005787951,0.002711092,0.002959734,0.003974932,0.00273679,0.002424874,0.002393744,0.002174858,0.001067708,0.003449645,0.00292746,0.00250799,0.002126031,0.004277863,0.005709672,0.007280174,0.006542218,0.001118034,0.001004988,0.001311488,0.001752142,0.001212436,0.001113553,0.002989988,0.001977373
6129,0.006572718,0.007355337,0.008977871,0.006670882,0.008062345,0.003478512,0.006229005,0.004219017,0.003987491,0.00189209,0.001456022,0.002989988,0.004358913,0.002519923,0.002917195,0.002338805,0.003316631,0.001769182,0.003301521,0.003464109,0.003872993,0.003008326,0.004538738,0.001571624,0.0018735,0.005049774,0.003872993,0.003674243,0.001519869,0.003464109,0.001902631,0.002111873,0.003449645,0.003549655,0.002758626,0.003492857,0.003016625,0.002844296,0.003521371,0.002880976
