feature,DOM,Unfil,MeanDecreaseAccuracy,MeanDecreaseGini
X7927,0,0,0,0
X7928,0,0,0,0
X7929,0,0,0,3.7894736842105276e-5
X7930,0,0,0,0
X7931,0,0,0,0
X7932,0,0,0,0
X7933,0,0,0,0
X7934,0,0,0,3.826086956521742e-5
X7935,0,0,0,0
X7936,0,0,0,0
X7937,5e-6,0,1.6666666666666667e-6,3.857142857142854e-5
X7938,0,0,0,0
X7939,0,0,0,0
X7940,0,0,0,0
X7941,0,0,0,0
X7942,0,0,0,0
X7943,0,0,0,3.7777777777777785e-5
X7945,0,0,0,0
X7947,-1.5873015873015873e-6,2.857142857142857e-6,7.518796992481203e-7,7.611111111111115e-5
X7948,0,0,0,0
X7949,0,0,0,0
X7950,0,0,0,0
X7951,0,0,0,0
X7952,0,0,0,0
X7953,2.222222222222222e-6,2.5e-6,2.352941176470588e-6,7.272727272727273e-5
X7954,0,0,0,0
X7955,0,0,0,0
X7956,5.714285714285714e-6,0,2.857142857142857e-6,7.272727272727273e-5
X7957,0,0,0,0
X7958,0,0,0,0
X7959,0,0,0,0
X7960,0,0,0,0
X7961,1e-5,0,3.5294117647058825e-6,3.8666666666666674e-5
X7962,0,0,0,0
X7963,0,0,0,3.81818181818182e-5
X7966,5e-6,0,3.3333333333333333e-6,3.7894736842105276e-5
X7967,2.222222222222222e-6,0,1.4285714285714284e-6,3.7894736842105276e-5
X7969,2.857142857142857e-6,0,1.6666666666666667e-6,3.7894736842105276e-5
X7971,0,0,0,0
X7972,0,0,0,0
X7973,2.222222222222222e-6,0,1.176470588235294e-6,3.799999999999997e-5
X7974,0,0,0,0
X7975,-1.6666666666666667e-6,0,-1.176470588235294e-6,3.194210526315789e-4
X7976,0,0,0,0
X7979,0,0,0,0
X7981,0,0,0,0
X7982,6.666666666666667e-6,5e-6,5.882352941176471e-6,3.266190476190476e-4
X7983,0,0,0,0
X7984,6.666666666666667e-6,0,1.8181818181818183e-6,3.8333333333333355e-5
X7987,0,0,0,0
X7992,0,0,0,0
X7993,0,0,0,0
X7995,0,0,0,0
X7996,0,0,0,0
X7997,0,-6.666666666666667e-6,-1.5384615384615385e-6,7.407407407407405e-5
X7998,0,0,0,0
X7999,0,0,0,0
X8001,0,0,0,0
X8004,0,0,0,0
X8006,0,0,0,0
X8009,0,0,0,0
X8010,0,0,0,7.157894736842107e-5
X8012,0,0,0,0
X8016,0,0,0,0
X8017,0,0,0,0
X8019,0,0,0,0
X8021,0,0,0,3.7894736842105276e-5
X8022,0,5.714285714285714e-6,2.857142857142857e-6,1.0434782608695649e-4
X8023,0,0,0,0
X8028,0,0,0,0
X8029,2.727431457431458e-4,2.818629148629149e-4,2.6844281587006045e-4,0.014634149758454108
X8031,0,0,0,0
X8032,0,0,0,3.81818181818182e-5
X8033,0,0,0,0
X8034,0,0,0,0
X8035,0,0,0,0
X8036,1.0357142857142856e-5,2e-6,6.3914027149321265e-6,4.670952380952381e-4
X8037,0,0,0,0
X8038,0.002430521811521811,0.0024753174603174607,0.0023371856356577732,0.09899318181818177
X8040,0,0,0,0
X8041,0,0,0,0
X8042,0,0,0,0
X8044,0,0,0,0
X8045,0,0,0,0
X8046,0,0,0,0
X8048,0,0,0,0
X8049,0,0,0,0
X8051,0,0,0,0
X8052,0,0,0,0
X8054,0,0,0,0
X8057,0,0,0,0
X8062,0,3.3333333333333333e-6,1.5384615384615385e-6,3.840000000000003e-5
X8063,6.796825396825398e-5,7.473015873015872e-5,6.981302521008402e-5,0.004942619047619047
X8067,0,0,0,0
X8068,0,0,0,0
X8069,0,0,0,3.799999999999997e-5
X8070,0,0,0,0
X8073,0,0,0,0
X8074,0,2.857142857142857e-6,1.5384615384615385e-6,3.80952380952381e-5
X8075,0,0,0,0
X8076,0,0,0,0
X8077,0,0,0,0
X8078,0,0,0,0
X8079,0,0,0,0
X8081,0,0,0,0
X8082,0,0,0,3.91e-4
X8084,0,0,0,0
X8085,0,0,0,0
X8086,0,0,0,7.157894736842107e-5
X8087,1.0303030303030302e-5,3.323809523809524e-5,2.1372549019607844e-5,0.0017874952380952382
X8088,0,0,0,0
X8089,0,0,0,0
X8091,0,0,0,0
X8092,3.81991341991342e-5,5.9873015873015875e-5,4.633823529411765e-5,0.00284907680145941
X8093,-2.857142857142857e-6,0,-1.25e-6,3.799999999999997e-5
X8094,2e-6,2.5e-6,2.222222222222222e-6,3.8333333333333355e-5
X8095,0,2.5e-6,1.8181818181818183e-6,3.7777777777777785e-5
X8096,0,6.666666666666667e-6,2.994652406417112e-6,1.08921568627451e-4
X8097,2.857142857142857e-6,2.222222222222222e-6,2.5e-6,7.200000000000003e-5
X8099,0,0,0,3.7777777777777785e-5
X8100,0,0,0,0
X8101,0,0,0,0
X8102,0,0,0,0
X8103,0,0,0,3.799999999999997e-5
X8104,5.714285714285714e-6,5e-6,5.333333333333334e-6,3.80952380952381e-5
X8105,0,2.5e-6,1.3333333333333334e-6,1.1050505050505051e-4
X8106,4.444444444444444e-6,0,2.666666666666667e-6,7e-5
X8107,0,0,0,0
X8108,0,0,0,0
X8109,0,0,0,0
X8111,5.714285714285714e-6,2.222222222222222e-6,3.75e-6,3.7777777777777785e-5
X8112,0,0,0,0
X8113,0,0,0,3.7894736842105276e-5
X8114,0,0,0,0
X8115,0,0,0,0
X8116,0,0,0,0
X8117,0,0,0,0
X8118,0,0,0,0
X8119,0,0,0,0
X8120,0,0,0,4e-4
X8121,0,3.3333333333333333e-6,1.6666666666666667e-6,3.764705882352942e-5
X8122,0,0,0,0
X8123,0,0,0,0
X8124,0,0,0,0
X8126,0,0,0,0
X8127,0,1.8181818181818183e-6,1.3333333333333334e-6,7.609523809523807e-5
X8128,0,0,0,0
X8129,0,0,0,0
X8130,0,0,0,0
X8131,0,0,0,0
X8134,2.5e-6,6.666666666666667e-6,4.2857142857142855e-6,3.8333333333333355e-5
X8135,0,0,0,3.7777777777777785e-5
X8136,0,0,0,0
X8137,0,0,0,0
X8138,0,0,0,7.304347826086953e-5
X8139,1.3428571428571427e-5,1.3214285714285714e-5,1.3495798319327731e-5,0.0019094836601307188
X8141,0,0,0,0
X8142,0,0,0,3.80952380952381e-5
X8143,0,2.5e-6,2e-6,3.764705882352942e-5
X8144,0,0,0,0
X8145,0,0,0,0
X8146,0,0,0,0
X8147,0,0,0,3.8333333333333355e-5
X8148,5.809523809523809e-6,3.57142857142857e-7,3.0196078431372545e-6,1.1455560640732273e-4
X8149,0,0,0,0
X8150,0,0,0,0
X8151,0,0,0,0
X8152,0,0,0,0
X8153,0,0,0,0
X8154,0,0,0,0
X8155,0,0,0,0
X8156,-2.222222222222222e-6,0,-1.176470588235294e-6,3.81818181818182e-5
X8157,0,0,0,0
X8158,0,0,0,0
X8159,0,0,0,0
X8160,0,0,0,0
X8161,3.3333333333333333e-6,0,1.5384615384615385e-6,3.764705882352942e-5
X8162,2.5e-6,0,1.3333333333333334e-6,3.81818181818182e-5
X8165,0,0,0,0
X8166,0,0,0,0
X8169,0,0,0,0
X8170,0,0,0,0
X8172,2.222222222222222e-6,0,1.25e-6,3.80952380952381e-5
X8175,3.3333333333333333e-6,0,1.3333333333333334e-6,3.840000000000003e-5
X8176,0,0,0,0
X8178,1.4e-5,6.818181818181819e-6,9.642857142857142e-6,7.610859728506789e-5
X8179,0,0,0,7.11111111111111e-5
X8180,0,0,0,0
X8183,0,0,0,0
X8186,1.0833333333333332e-5,1.8181818181818183e-6,6.352941176470588e-6,4.2177777777777775e-4
X8188,0,0,0,3.7894736842105276e-5
X8189,0,0,0,0
X8190,2.222222222222222e-6,0,1.5384615384615385e-6,3.7333333333333344e-5
X8191,0,0,0,0
X8192,0,0,0,0
X8193,2.5e-6,2.857142857142857e-6,2.666666666666667e-6,3.91e-4
X8195,0,0,0,0
X8196,0,0,0,3.799999999999997e-5
X8201,2.857142857142857e-6,3.3333333333333333e-6,3.076923076923077e-6,3.826086956521742e-5
X8202,0,0,0,0
X8206,9.857142857142857e-6,9.541847041847039e-6,1.0812271062271064e-5,0.001274511416687887
X8211,0,0,0,0
X8212,0,0,0,0
X8214,0,0,0,3.8333333333333355e-5
X8215,0,0,0,0
X8218,0,0,0,0
X8219,0,0,0,0
X8223,2.857142857142857e-6,2.5e-6,2.666666666666667e-6,3.7894736842105276e-5
X8224,0,0,0,0
X8225,0,0,0,0
X8226,2.0238095238095237e-5,1.4603174603174603e-5,1.6964285714285715e-5,0.0010793047619047618
X8227,0,0,0,0
X8231,0,0,0,0
X8235,1.0793650793650793e-5,6.666666666666667e-6,8.820512820512821e-6,7.106190476190476e-4
X8236,5e-6,0,2e-6,3.7777777777777785e-5
X8238,0,0,0,7.304347826086953e-5
X8239,0,0,0,7.333333333333336e-5
X8240,0,3.3333333333333333e-6,1.5384615384615385e-6,3.7894736842105276e-5
X8241,0,0,0,0
X8243,0,0,0,0
X8244,0,0,0,3.799999999999997e-5
X8246,0,0,0,0
X8248,9.531082251082246e-4,9.284235209235208e-4,9.053935385220208e-4,0.0449451618293389
X8249,0,0,0,0
X8251,0,0,0,0
X8252,2.5e-6,0,1.25e-6,3.7894736842105276e-5
X8253,0,2.222222222222222e-6,1.25e-6,7.23809523809524e-5
X8255,0,0,0,3.799999999999997e-5
X8260,0,2.5e-6,1.25e-6,7.200000000000003e-5
X8261,0,0,0,3.799999999999997e-5
X8262,0,0,0,3.80952380952381e-5
X8263,0,0,0,0
X8264,0,0,0,0
X8265,0,0,0,0
X8266,7.857142857142858e-6,1.4523809523809523e-5,1.1153846153846154e-5,0.0010417460317460319
X8267,0,0,0,0
X8268,0,0,0,0
X8270,0,0,0,0
X8271,0,0,0,0
X8272,0.002326566378066378,0.0022410548340548336,0.0021850738138710283,0.08972389473684209
X8273,0,0,0,0
X8274,0,0,0,0
X8275,0,0,0,0
X8276,0,0,0,0
X8278,0.002881826340326339,0.0028394234654234678,0.002712661074735379,0.11097700000000006
X8279,0,0,0,0
X8280,0,0,0,3.846153846153847e-5
X8281,4.166666666666666e-6,5.714285714285714e-6,4.883116883116882e-6,4.7509523809523806e-4
X8282,0,0,0,0
X8283,1.0098773448773448e-4,1.1444444444444441e-4,1.0542628613216847e-4,0.008111451583504216
X8284,0,0,0,0
X8285,2.5e-6,3.3333333333333333e-6,2.857142857142857e-6,3.75e-5
X8286,2.7596825396825406e-4,3.580981240981239e-4,2.98010365451542e-4,0.017094470227857223
X8287,0,0,0,0
X8288,0,0,0,0
X8289,0,0,0,3.840000000000003e-5
X8290,0,0,0,0
X8291,0,0,0,0
X8292,0,0,0,3.799999999999997e-5
X8293,0,0,0,0
X8294,4e-6,5e-6,4.444444444444444e-6,3.4635294117647055e-4
X8295,0,-2.222222222222222e-6,-1.6666666666666667e-6,3.75e-5
X8296,2.857142857142857e-6,1.6666666666666664e-5,9.333333333333334e-6,1.4560000000000002e-4
X8298,8.371673881673883e-4,7.161832611832608e-4,7.324135560861562e-4,0.03727498003572831
X8299,0,0,0,0
X8300,0,0,0,0
X8301,2e-6,0,1.4285714285714284e-6,3.851851851851855e-5
X8303,0,0,0,0
X8305,0,0,0,0
X8306,0.0013278008658008664,0.0012853022533022538,0.001248537438911277,0.06108310793650793
X8307,0,0,0,3.764705882352942e-5
X8310,0,3.6363636363636366e-6,2.666666666666667e-6,6.629814814814816e-4
X8311,0,0,0,0
X8312,0,0,0,0
X8313,0,0,0,0
X8314,6.577849927849927e-4,5.73092352092352e-4,5.944481986881365e-4,0.030564974077350236
X8315,1.1848412698412696e-4,8.414113664113664e-5,9.310542381595015e-5,0.006349484573502723
X8317,8.425750360750358e-4,7.721819846819845e-4,7.722048428008179e-4,0.03540487910904491
X8319,0,0,0,0
X8320,0,0,0,0
X8321,0,0,0,0
X8322,0,0,0,1.098947368421053e-4
X8323,1.0424603174603174e-4,1.0102380952380952e-4,1.0123556345615168e-4,0.007366184194890077
X8324,0,0,0,0
X8325,0,0,0,0
X8326,0,0,0,0
X8327,1.2000000000000002e-5,5.357142857142857e-6,7.948717948717949e-6,1.4046153846153847e-4
X8328,2.5e-6,0,1.3333333333333334e-6,7.549999999999996e-5
X8330,0,0,0,0
X8332,-2.5e-6,-4e-6,-3.076923076923077e-6,3.7777777777777785e-5
X8333,0,0,0,0
X8335,7.222222222222222e-6,8.888888888888888e-6,8.055555555555556e-6,5.133233082706768e-4
X8336,0,0,0,0
X8337,8.875995670995673e-4,8.968510378510387e-4,8.551751897912885e-4,0.043130204793028315
X8338,2.275079365079365e-4,1.8571572871572872e-4,1.9387114356232005e-4,0.012166790272783409
X8339,0,0,0,0
X8340,0.002472764069264068,0.0025442878787878785,0.002395377887334545,0.09763739999999999
X8341,2.6833333333333336e-5,2.892135642135642e-5,2.570221934927817e-5,0.0026143162393162398
X8342,0.0012547813852813855,0.0013046753246753248,0.001222767905383229,0.06075824116172792
X8343,4.125143745143745e-4,4.488109668109666e-4,4.14847191078615e-4,0.025249777413230045
X8344,0,0,0,0
X8345,0,8.888888888888888e-6,5.714285714285714e-6,3.6461904761904754e-4
X8346,1.0444444444444443e-5,1.642857142857143e-5,1.2941176470588234e-5,7.423529411764706e-4
X8347,7.5e-6,8.571428571428571e-6,8e-6,7.75e-4
X8348,9.161904761904761e-5,7.705555555555555e-5,8.173403720462544e-5,0.0053283650793650794
X8349,2.4730303030303025e-4,2.791147186147186e-4,2.523908999497235e-4,0.015019758127202062
X8350,8.500000000000002e-6,7.857142857142858e-6,8.464052287581698e-6,0.0011432222222222221
X8351,5e-6,0,3.076923076923077e-6,3.7894736842105276e-5
X8352,7.632987012987011e-4,6.971370851370847e-4,6.89996348165078e-4,0.03875520404844553
X8353,0,2.857142857142857e-6,1.6666666666666667e-6,3.5067251461988306e-4
X8354,9.364285714285716e-5,1.0456349206349208e-4,9.749706176176765e-5,0.004967705263157895
X8355,0,0,0,0
X8357,0,0,0,0
X8358,0,0,0,0
X8359,8.426984126984127e-5,4.8769841269841265e-5,5.849868432221373e-5,0.004904871794871794
X8360,0,0,0,0
X8361,0,0,0,0
X8362,0,0,0,0
X8363,0,0,0,0
X8364,0,0,0,0
X8365,0.0020319393939393937,0.0021165202020202007,0.001963216820675025,0.08586000000000006
X8367,5e-6,5e-6,5e-6,7.827777777777777e-4
X8368,0,0,0,0
X8370,2.556269841269841e-4,2.4209235209235206e-4,2.3970242227672572e-4,0.014039629072681706
X8371,8.495310245310245e-5,8.833333333333334e-5,8.296208280883205e-5,0.0072939962160302714
X8372,0.002236602564102563,0.002331098845598846,0.002158241510381606,0.09606377777777783
X8373,0,0,0,3.80952380952381e-5
X8374,2.857142857142857e-6,2.222222222222222e-6,2.5e-6,7.75e-4
X8377,6.666666666666667e-6,5e-6,5.714285714285714e-6,7.959999999999999e-4
X8378,1.6196248196248195e-4,1.2954517704517703e-4,1.383232345569807e-4,0.00811148766844648
X8379,0,0,0,0
X8380,0,0,0,0
X8381,0,0,0,0
X8382,4.141002886002886e-4,3.918607503607503e-4,3.861672804319862e-4,0.022461758393780118
X8383,0,0,0,0
X8384,9.523809523809523e-6,1.0444444444444443e-5,1.003921568627451e-5,3.75e-4
X8385,0,0,0,0
X8386,1.6666666666666667e-6,1.8181818181818183e-6,2.222222222222222e-6,7.498039215686276e-5
X8387,0,0,0,0
X8388,5.549999999999999e-5,3.924819624819625e-5,4.413305322128852e-5,0.0033608484848484848
X8389,0,0,0,0
X8390,0,0,0,0
X8391,0,0,0,0
X8392,0,0,0,0
X8393,0,0,0,0
X8394,0,0,0,0
X8395,2.671428571428572e-5,1.6222222222222223e-5,1.9502103675478288e-5,0.001232483709273183
X8396,0,0,0,0
X8397,0,0,0,0
X8399,0.0023342568542568548,0.002518398989898988,0.002304452949183601,0.09142764705882352
X8400,0,0,0,0
X8401,1.6944444444444446e-5,9.333333333333334e-6,1.1432748538011697e-5,8.365185185185186e-4
X8402,0,0,0,0
X8403,0,3.3333333333333333e-6,1.5384615384615385e-6,6.423647988839803e-4
X8405,8.216178266178267e-4,7.103152958152952e-4,7.274563057341694e-4,0.03503802843315185
X8406,0,0,0,3.764705882352942e-5
X8407,7.178600288600285e-4,6.83183705183705e-4,6.672882868765217e-4,0.03383594032049821
X8408,5.714285714285714e-6,0,2.666666666666667e-6,3.764705882352942e-5
X8409,3.851731601731602e-5,3.7238095238095234e-5,3.59412955465587e-5,0.0022104957983193276
X8413,0,0,0,0
X8416,5.714285714285714e-6,0,3.076923076923077e-6,3.826086956521742e-5
X8417,0,0,0,0
X8419,0,0,0,0
X8420,0,0,0,0
X8421,0,0,0,0
X8422,4.58095238095238e-5,2.2603174603174604e-5,3.242857142857143e-5,0.0023755
X8424,0,0,0,7.61904761904762e-5
X8425,0,0,0,0
X8427,-2.857142857142857e-6,0,-1.6666666666666667e-6,3.5773913043478253e-4
X8428,0,0,0,0
X8429,0,0,0,0
X8430,0.0010366652236652228,9.613818403818403e-4,9.594621754234748e-4,0.050077177726926
X8431,0.002215161616161614,0.0021273282828282816,0.0020587868464524805,0.08603800000000003
X8432,0,0,0,0
X8434,0,0,0,0
X8435,0,0,0,0
X8437,0,0,0,0
X8438,0.0021460707070707075,0.002088657287157286,0.0020219702061784126,0.08853140896358551
X8439,0,0,0,0
X8440,0,0,0,3.99e-4
X8441,0,0,0,0
X8442,2.5e-6,0,1.3333333333333334e-6,3.75e-5
X8443,0,0,0,0
X8444,6.666666666666667e-6,0,3.3333333333333333e-6,7.333333333333336e-5
X8447,0,0,0,7.11111111111111e-5
X8448,2e-6,2.5e-6,2.222222222222222e-6,3.91e-4
X8450,0,5e-6,2.857142857142857e-6,3.7777777777777785e-5
X8451,0,0,0,0
X8457,-7.5e-6,-4.444444444444444e-6,-5.882352941176471e-6,3.608181818181819e-4
X8458,0,0,0,0
X8459,0,0,0,0
X8460,0,0,0,0
X8461,4e-6,2.222222222222222e-6,2.857142857142857e-6,3.799999999999997e-5
X8463,0,0,0,0
X8464,0,0,0,0
X8465,0,0,0,3.799999999999997e-5
X8466,0,0,0,0
X8467,1.3000000000000001e-5,5e-6,7.205882352941177e-6,7.729999999999999e-4
X8468,0,0,0,0
X8469,0,0,0,0
X8470,0,0,0,0
X8472,0,0,0,0
X8474,0,0,0,0
X8477,0,0,0,0
X8478,0,0,0,0
X8479,2.380432900432901e-4,2.7253174603174605e-4,2.411400201106084e-4,0.01468953968253968
X8480,0,0,0,0
X8481,5.357142857142857e-6,5.079365079365079e-6,5.2100840336134444e-6,7.526666666666666e-4
X8482,0,0,0,3.8333333333333355e-5
X8484,2.5e-6,8.333333333333332e-6,5e-6,1.4890505050505057e-4
X8485,2.5e-6,2.857142857142857e-6,2.666666666666667e-6,3.80952380952381e-5
X8486,0,0,0,0
X8487,0,0,0,0
X8488,1.8214285714285715e-5,1.0158730158730158e-5,1.4619047619047618e-5,0.0010034828375286042
X8489,1.2714285714285714e-5,6.166666666666667e-6,8.500000000000002e-6,8.294e-4
X8490,0,0,0,0
X8491,1.642857142857143e-5,8.311688311688312e-6,1.26007326007326e-5,7.928947368421052e-4
X8494,0,0,0,0
X8495,5e-6,5.277777777777777e-6,5.607142857142857e-6,4.7187878787878794e-4
X8496,0,0,0,0
X8497,0,0,0,0
X8498,0,0,0,0
X8499,0,0,0,0
X8500,4e-6,1.1333333333333334e-5,7.538461538461538e-6,1.10622009569378e-4
X8501,5e-6,0,2.352941176470588e-6,3.826086956521742e-5
X8502,3.3333333333333333e-6,0,1.6666666666666667e-6,3.7894736842105276e-5
X8505,3.317308247308248e-4,3.6265440115440116e-4,3.3139180470372423e-4,0.021094867728143885
X8506,0,0,0,0
X8507,0,0,0,0
X8508,0,0,0,0
X8510,0,0,0,0
X8512,0,0,0,0
X8513,0,0,0,0
X8514,0.002397790764790764,0.002501112554112554,0.002329821575569255,0.09615339999999999
X8515,0,0,0,0
X8516,0,0,0,0
X8517,2.7516305916305914e-4,3.3580519480519476e-4,2.920015213544626e-4,0.01679482810457517
X8518,0,0,0,0
X8519,2.7773809523809527e-4,2.1216089466089469e-4,2.3255323761206122e-4,0.014224796536796537
X8520,0,0,0,0
X8522,0.002546543290043289,0.002469239538239537,0.0024081336113147274,0.09645300000000001
X8523,2.107388167388168e-4,2.703030303030303e-4,2.2854395930866524e-4,0.012988031746031742
X8525,5e-6,5e-6,5e-6,3.99e-4
X8526,0,0,0,0
X8527,0,0,0,0
X8528,0,0,0,0
X8529,0,0,0,0
X8530,0,0,0,0
X8532,0,0,0,0
X8533,8.487720057720055e-4,8.276880341880338e-4,8.025594275006036e-4,0.04342669287844116
X8534,0,0,0,0
X8535,0,0,0,0
X8536,0,0,0,0
X8537,0,0,0,0
X8538,7.914285714285713e-5,4.90079365079365e-5,6.106318681318681e-5,0.004116844444444444
X8539,0,0,0,0
X8540,0,0,0,0
X8541,0,0,0,0
X8542,0,0,0,0
X8543,0,0,0,0
X8544,6.658802308802309e-5,5.184920634920635e-5,5.760871069075404e-5,0.0044763642305407
X8546,1.0714285714285714e-5,8e-6,9.150326797385621e-6,8.783478260869565e-4
X8548,0,0,0,0
X8549,8.214285714285714e-6,1.3888888888888888e-5,1.0833333333333332e-5,4.6061375661375664e-4
X8550,0.0012186226551226557,0.001255616883116883,0.0011907006952455855,0.05777729537398486
X8551,0,0,0,0
X8552,0,0,0,0
X8553,0,8.571428571428571e-6,4.2857142857142855e-6,3.80952380952381e-5
X8554,2.5e-6,3.3333333333333333e-6,2.857142857142857e-6,7.304347826086953e-5
X8555,0,0,0,0
X8556,0,0,0,0
X8557,6.038383838383838e-5,6.157936507936508e-5,5.811904761904762e-5,0.0036985459770114944
X8558,2.5e-6,0,1.6666666666666667e-6,3.764705882352942e-5
X8560,0,0,0,0
X8561,0,0,0,0
X8563,4.722222222222222e-6,3.3333333333333333e-6,4.2051282051282055e-6,7.542483660130721e-5
X8564,9.249660894660893e-4,9.139776334776333e-4,8.835843068180523e-4,0.04473317798157329
X8565,2.5e-6,0,1.8181818181818183e-6,3.764705882352942e-5
X8566,0,0,0,0
X8567,7.742049062049057e-4,9.187330447330446e-4,8.067594642199899e-4,0.039493179664110305
X8568,-2.5e-6,-2.5e-6,-2.5e-6,3.91e-4
X8570,0,0,0,0
X8571,0,0,0,0
X8572,8.872330447330447e-4,8.16626984126984e-4,8.232873270520326e-4,0.03893957601401006
X8573,0.00253871756021756,0.0025259610389610386,0.0024124943247327154,0.09751677777777777
X8574,1.322857142857143e-4,1.3377777777777777e-4,1.266154913198257e-4,0.0073748972177919555
X8575,0,0,0,0
X8576,0,0,0,0
X8577,0.0021420165945165936,0.0021761601731601736,0.002072726124752442,0.0873653478260869
X8578,8.861111111111111e-5,6.857642357642357e-5,7.646107066308305e-5,0.005619027950310559
X8579,4.4523809523809525e-5,3.5025252525252524e-5,3.8674136321195146e-5,0.003426714285714286
X8580,0,0,0,0
X8581,9.08377344877345e-4,8.982082362082363e-4,8.544943803186829e-4,0.044579021167297325
X8582,1.2156349206349207e-4,1.0164357864357863e-4,1.0731819934451513e-4,0.006390742461471564
X8583,0,0,0,0
X8584,0,0,0,0
X8585,0,0,0,3.80952380952381e-5
X8587,6.837301587301588e-5,5.057575757575757e-5,5.5348886407709934e-5,0.0036871962878210025
X8588,2.857142857142857e-6,4.357142857142857e-6,3.3015873015873016e-6,0.0012156470588235296
X8589,4.610497835497835e-4,4.1473781773781755e-4,4.160790824242835e-4,0.025668744801397424
X8590,2e-6,3.3333333333333333e-6,2.5e-6,3.75e-4
X8591,0,0,0,0
X8592,0,0,0,0
X8593,7.660844155844154e-4,8.699660894660888e-4,7.768912171419906e-4,0.041274575163398684
X8594,8e-6,2.857142857142857e-6,5e-6,3.826086956521742e-5
X8595,1.0623015873015871e-4,6.495743145743145e-5,8.142658682906362e-5,0.0055338239789196305
X8596,0,0,0,0
X8597,0,0,0,0
X8598,9.588095238095236e-5,6.97085137085137e-5,7.818453184242658e-5,0.005255234615058144
X8600,3.3333333333333333e-6,3.076923076923077e-6,3.157894736842105e-6,3.124285714285714e-4
X8601,0.00209412987012987,0.00213073593073593,0.0020136850249853353,0.09278664705882353
X8602,0,0,0,0
X8603,0,0,0,3.764705882352942e-5
X8604,2.857142857142857e-6,2.222222222222222e-6,2.916666666666666e-6,7.60386473429952e-5
X8605,0,0,0,0
X8607,1.9083333333333333e-4,1.5416161616161616e-4,1.6631382566521889e-4,0.008060444393592676
X8608,1.0158730158730158e-5,1.2857142857142856e-5,1.0663650075414781e-5,4.681052631578948e-4
X8609,0.0022271091131091133,0.00223826812076812,0.0021176309492021575,0.08869400000000004
X8610,0,0,0,0
X8612,7.869047619047619e-5,6.555555555555556e-5,7.041230338289162e-5,0.0038398095238095236
X8613,2.3891269841269842e-4,1.6164862914862916e-4,1.8890680887739716e-4,0.010276325814536342
X8614,0.0019695909090909083,0.0019297369852369847,0.0018651940445175744,0.08372576775271513
X8615,0.0021924747474747464,0.002197330780330779,0.0020831045751633997,0.08776800000000003
X8616,0,0,0,0
X8617,2.1904761904761903e-5,0,7.857142857142858e-6,7.646616541353382e-5
X8618,0,0,0,0
X8619,0.002398812409812409,0.0024174927849927846,0.002308622250298722,0.09496699886078835
X8620,8.571428571428571e-6,6e-6,7.058823529411765e-6,4e-4
X8621,2.0444444444444443e-5,9e-6,1.4170168067226889e-5,7.835518207282913e-4
X8622,1.1428571428571427e-5,0,5.333333333333334e-6,3.81818181818182e-5
X8623,0.0024226112776112776,0.002337926406926406,0.0022603207080157547,0.09446509523809524
X8624,2.857142857142857e-6,1.5384615384615385e-6,2e-6,3.51e-4
X8625,7.301587301587301e-6,1.2e-5,9.411764705882352e-6,7.154210526315789e-4
X8626,7.5e-6,0,4.2857142857142855e-6,3.80952380952381e-5
X8628,8.606493506493508e-5,5.5198412698412705e-5,6.79164237894888e-5,0.004780558069381598
X8630,0,0,0,0
X8633,0,0,0,2.650909090909091e-4
X8638,0,0,0,3.826086956521742e-5
X8639,0,3.3333333333333333e-6,1.5384615384615385e-6,1.309090909090909e-4
X8644,0,0,0,0
X8646,1.8181818181818183e-6,0,1.25e-6,3.764705882352942e-5
X8647,0,0,0,0
X8650,0,0,0,7.272727272727273e-5
X8651,0,0,0,0
X8655,0,0,0,0
X8656,0.0022470245310245314,0.0022475102675102664,0.0021444218701834822,0.09456999999999995
X8657,0,0,0,3.799999999999997e-5
X8658,1.8799927849927852e-4,2.3711760461760464e-4,2.0413099671226612e-4,0.010780629072681704
X8659,0,0,0,3.7777777777777785e-5
X8660,2.2301587301587302e-5,1.4603174603174603e-5,1.8665158371040723e-5,0.0023323391304347824
X8661,9.931017316017318e-4,0.0010240829725829724,9.659351905404533e-4,0.046918444546750114
X8663,2.5e-6,0,1.6666666666666667e-6,3.764705882352942e-5
X8664,2.898073593073594e-4,2.3403246753246767e-4,2.5072513004711157e-4,0.015355183479059637
X8665,0,0,0,0
X8666,0,0,0,0
X8667,7.448609168609166e-4,8.38593795093795e-4,7.644283004577117e-4,0.03974719124906741
X8668,0,0,0,0
X8669,2.857142857142857e-6,7.857142857142858e-6,5.2100840336134444e-6,0.001141904761904762
X8670,1.1103601953601953e-4,9.636724386724387e-5,1.0295004574029342e-4,0.00652492105263158
X8671,5.664502164502164e-5,4.311255411255411e-5,4.9606890529491144e-5,0.004196271929824561
X8672,8.017070707070707e-4,7.596291486291484e-4,7.52650708252875e-4,0.03642504444444445
X8673,0,0,0,0
X8674,0,1.8181818181818183e-6,1.176470588235294e-6,3.840000000000003e-5
X8675,0,0,0,0
X8676,6.436507936507936e-6,1.9746031746031744e-5,1.4499999999999997e-5,0.0012349762183235867
X8677,2.1166666666666667e-4,2.501753246753247e-4,2.2339488993978164e-4,0.01215763207104537
X8678,0,0,0,0
X8679,0,0,0,0
X8680,0,0,0,4.367777777777778e-4
