feature_number,Pn-delicatissima_DOM,Pn-delicatissima_Unfil,Pn-galaxiae_DOM,Pn-galaxiae_Unfil,Pn-hasleana_DOM,Pn-hasleana_Unfil,Pn-multiseries_DOM,Pn-multiseries_Unfil,Pn-subpacifica_DOM,Pn-subpacifica_Unfil,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,DOM,Unfil,Exp1_Pn-delicatissima,Exp1_Pn-multiseries,Exp1_Pn-subpacifica,Goleta_I,NewportBeach_I,NewportBeach_M,SantaMonica_I,Scripps_I,Scripps_M,Scripps_N,StearnWharf_I,mean_piers,139_D,140_D,145_D,146_D,47_D,49_D,59_D,61_D,71_D,73_D,mean_CCE,sum_xic_exp2,sum_xic_exp2env
5881,1.4295507178340489e-6,1.99961394233262e-7,3.3674184683499693e-6,7.085009758557733e-7,1.5700857195308044e-6,8.325327309372906e-8,7.231215018312503e-6,1.0751248118868293e-6,9.411459607180043e-6,5.621234781533771e-6,8.147560560336554e-7,2.0379597221028713e-6,8.266694963122667e-7,4.153169915099666e-6,7.516347194356907e-6,4.601945906241473e-6,1.5376150473206729e-6,3.2958239644157025e-8,1.142515283685514e-6,2.948665840754479e-6,1.8512321243248204e-5,0,1.7977179839393012e-5,0,6.121082911920122e-6,1.0821337598835307e-4,0,1.8658062717316193e-5,2.1185252837528825e-5,0,0,0,0,0,4.950887067735605e-6,0,0,0,0,6.188608834669506e-7,182978432.14416,189445791.15656
5883,3.43177019978177e-6,2.5738140347074105e-7,2.0338938692983866e-6,3.8005312854260114e-7,1.1645829691828399e-6,1.357869663159052e-7,9.583551605775848e-6,3.594073616590814e-6,5.704313447402778e-5,3.3277916875223836e-5,1.8445758016262554e-6,1.2069734989204938e-6,6.501849677493725e-7,6.588812611183331e-6,4.5160525674625805e-5,1.4651386623613325e-5,7.529042398028779e-6,2.8925928322435614e-7,3.803518032048594e-8,9.964739509914297e-8,3.105580064584692e-5,4.406843158618988e-5,2.0665674885831454e-6,5.7455667761093976e-5,0,0,2.5576161278499575e-5,2.3765184236011027e-5,2.2998476624528066e-5,0,0,0,0,0,0,0,0,0,0,0,345655576.0174,352124832.05615
5884,1.571286188731458e-9,1.1708733697379924e-8,1.5810171366610872e-9,6.826031058913923e-10,2.890135659411988e-10,2.0184406574260418e-9,7.830111761779433e-8,1.015529779545533e-7,4.782320713443276e-8,5.945818471303873e-8,6.640009943055691e-9,1.1318101212762398e-9,1.1537271116836203e-9,8.992704778617381e-8,5.364069592373574e-8,2.5913128328712165e-8,3.508418802565788e-8,0,0,1.4566105359386408e-8,3.6978529709813994e-5,5.0135314070488e-6,1.1462298489715026e-5,4.390673182322456e-6,5.311525887425115e-6,2.035844470428169e-5,1.3176316770892622e-6,4.3273104928992236e-5,1.6013217498336074e-5,4.17799099294239e-7,2.8423943855801507e-7,2.9778627600528498e-5,2.266186373566377e-5,6.800075831852104e-5,4.5947420983973856e-5,3.188347945509265e-5,4.133505484323306e-5,4.5522971941020304e-5,4.572257255025974e-5,3.8122940378640366e-5,2238379.160311,33288798.388795
5885,2.8403153230006873e-6,4.1223083544785844e-7,1.4291384970886236e-6,2.8244591715486425e-7,8.715033837109418e-7,1.1006415874938186e-7,6.238207507777888e-6,2.697888937388212e-6,4.698228307679672e-5,2.3711072989988745e-5,1.6262730792242728e-6,8.55792207121744e-7,4.907837712301617e-7,4.46804822258305e-6,3.5346678033392734e-5,1.1672289557674973e-5,5.442740567745812e-6,1.5620839749631562e-7,1.002910478255329e-7,1.0563274134196094e-7,3.404939414073665e-5,2.0610352492040796e-5,7.722832456502618e-5,1.351310111612099e-5,0,6.623684448887551e-5,2.1809343735653907e-5,1.1494129998605461e-5,3.0617686317132434e-5,0,0,0,5.712774944062475e-7,0,3.866246208918585e-7,0,0,0,4.777272400223272e-7,1.4374882601466368e-7,282044981.23209,290394570.65729
5886,1.0932086062594438e-7,4.041842087971377e-9,3.34042143918855e-7,3.455002214171049e-8,1.135720979374393e-7,1.529893412735412e-8,9.725968457768335e-7,3.9682718890603086e-7,1.3448529981547425e-5,6.183808103108623e-6,5.668135135695788e-8,1.8429608303028276e-7,6.443551603239671e-8,6.847120173414323e-7,9.816169042328023e-6,2.9956123859612995e-6,1.326905218074338e-6,2.833536698573044e-8,0,7.663260798733956e-8,4.995889518761654e-5,6.574973722271728e-5,5.379298376674881e-6,6.480616174190309e-5,1.486587845596742e-5,1.61989567522851e-5,4.1404651553057315e-5,3.056445133490161e-5,3.6116003828140405e-5,9.38392198577817e-8,5.178779092446242e-8,6.41245456258831e-8,8.5387650196543e-8,2.1578352117743742e-7,1.3980030571942036e-7,4.096422260695809e-8,4.377899112210771e-8,3.397399104635978e-8,1.1834428013035717e-7,9.252686438812196e-8,47509985.252738,57288543.601288
5887,1.8053738368527167e-8,5.208977616094649e-7,5.983026117075122e-10,4.0217788883515403e-7,1.037198326801366e-9,2.8030592574941694e-7,0,7.965056400249672e-8,0,2.431128529281243e-8,2.69475749988996e-7,2.0138809572343075e-7,1.4067156203810915e-7,3.982528200124836e-8,1.2155642646406215e-8,3.937847861407209e-9,2.61468685097869e-7,1.081223632081798e-8,0,3.273936626097098e-8,2.539418984872406e-5,2.0069250399978706e-5,4.208374686086933e-5,2.598496730406643e-5,2.5681361971623387e-5,2.2193891062828143e-5,1.9137241874398208e-6,4.4561414772881184e-5,2.5985318301051382e-5,2.5161165915765483e-6,2.026033446828818e-6,1.820850141749224e-5,4.670689505288899e-6,1.1210414965839677e-4,7.762033838444973e-5,7.503947809152284e-5,2.6435765968860974e-5,2.1043866761319543e-5,2.0915261318283387e-5,4.335869133292831e-5,125495480.45914,156555985.96258
5892,4.361474984752972e-8,3.9457407928293854e-7,1.8487246561556974e-7,7.824716595992966e-7,1.5370912776563793e-7,4.710086293403946e-7,0,1.0646187746642962e-6,3.934180398814017e-8,8.011210782409352e-7,2.1909441456523412e-7,4.836720626074332e-7,3.123588785530163e-7,5.323093873321481e-7,4.202314411145377e-7,8.430762944337551e-8,7.027588442255722e-7,1.8730937113313102e-7,2.398641498950309e-6,8.153993664302609e-7,3.571698481060692e-5,3.987751410177288e-6,0,0,3.025773561160429e-6,1.5258262194174225e-6,0,5.8779756587754796e-5,1.2879511573639607e-5,3.210603023287579e-5,2.0203567046998735e-5,2.060182485150132e-4,1.716123665471456e-4,1.3762515325884035e-4,1.168048306122662e-4,1.798263231256174e-4,2.1797008108805606e-4,3.6820556075459047e-4,4.175299971890022e-4,2.0661650652492366e-4,150264779.95306998,310615712.77856
5894,1.0911464709804603e-8,4.2545963952564876e-8,4.976723735620215e-10,3.719351492029139e-8,1.9432806295356643e-9,2.614539670216415e-8,0,1.0561995868308365e-7,0,6.922542175104499e-9,2.672871433118474e-8,1.8845593646926706e-8,1.4044338665849907e-8,5.280997934154183e-8,3.4612710875522494e-9,2.670483542580458e-9,4.368547528664171e-8,1.4175025567499703e-8,0,1.0321224248801401e-7,3.2788376575233383e-5,5.5564115763401346e-5,1.1914039635055493e-4,4.590756992275157e-5,6.762223583131433e-5,6.797489456526881e-5,2.2377242682691923e-6,4.8322724035001885e-5,5.4944754663974427e-5,5.599170332866245e-7,8.192853638771086e-7,3.0508774098322852e-6,1.0315988162750766e-6,1.4296859453080468e-5,6.7980422722530045e-6,5.767052244507095e-6,1.4311638319322188e-6,2.088107112934336e-6,1.915136749675591e-6,4.3784001220022824e-6,10636251.300879,25827619.908905998
5895,1.0008835853257447e-7,3.9336563247878227e-7,2.2163596808781318e-7,4.0678885984619824e-7,5.888307969410798e-8,6.304672606318177e-7,0,1.371386459228297e-7,0,3.4530576899125404e-09,2.4672699550567834e-7,3.142124139670057e-7,3.4467517016296283e-7,6.856932296141485e-8,1.7265288449562702e-9,7.612148126289913e-8,3.142426913139081e-7,1.8184568235360874e-7,1.73846891902155e-8,5.800030862046152e-7,3.467812956252068e-5,5.541738700946463e-5,1.25754908446926e-4,3.458433804216243e-5,8.503332004295169e-5,1.120568158626591e-4,1.0963863647141082e-6,6.272001988130711e-5,6.391766315158821e-5,1.581060960876517e-6,1.8822838755435226e-6,2.710424921703042e-5,4.0369957132657164e-6,9.731425686958264e-5,4.9612369013979996e-5,7.164531681604005e-5,1.7051521254193952e-5,1.8531025051885756e-5,1.5671075804181132e-5,3.5890982461652706e-5,170598767.978841,207253020.277332
5896,1.7586717713075814e-6,9.56702093139756e-8,1.0047829420279924e-6,1.7972582694607308e-7,5.052755061949187e-7,5.670248144210827e-8,3.1785938821351737e-6,1.4440374579436736e-6,2.8819410034258652e-5,1.600594775636186e-5,9.271709903107785e-7,5.922543844870327e-7,2.8098899381851354e-7,2.3113156700394235e-6,2.2412678895310257e-5,7.053346827184864e-6,3.556416746401538e-6,4.781120678810953e-8,0,0,1.5499209895917875e-5,3.669346586355181e-5,1.7671191008300445e-6,5.709293995595282e-5,2.1460257495016913e-6,0,0,1.754408388695862e-5,1.634285555658911e-5,0,0,0,0,0,0,0,0,0,0,0,159014966.30002,163984804.76588
5899,0,2.20772748865715e-9,0,9.497991710795261e-10,0,2.631530640845574e-9,0,1.8609094549746377e-8,0,0,1.103863744328575e-9,4.748995855397631e-10,1.315765320422787e-9,9.304547274873189e-9,0,0,4.879630370065725e-9,2.382933429373872e-9,0,0,6.208664760476635e-5,5.4004379166092736e-5,5.423240890408758e-5,2.736797392004295e-5,6.842391554132027e-5,9.629520794262442e-5,2.513201606422327e-6,7.95585575792045e-5,5.556028653307014e-5,0,0,0,0,0,0,3.83683717501606e-8,0,0,0,4.796046468770075e-9,759222.675142,15432944.156333
5900,9.086934882451798e-7,4.653031134434436e-8,4.940656763009071e-7,8.629577936662453e-8,2.461950381208157e-7,2.297512545882301e-8,1.4066943522939955e-6,5.606472673173615e-7,1.9514582036601366e-5,8.66362764691125e-6,4.776118997947621e-7,2.9018072783376583e-7,1.3458508178981935e-7,9.836708098056786e-7,1.408910484175631e-5,4.514046118312453e-6,1.8760152260796807e-6,5.993513396490728e-8,4.818159397399044e-8,2.4846808874607985e-7,7.01497192541318e-5,2.560210604514808e-5,2.49275645013234e-6,8.452668128790586e-5,4.46867638245838e-6,1.035539655258153e-5,2.391778694231482e-5,2.872714934129854e-5,3.128003403199642e-5,8.713801775382449e-7,4.72723971576163e-7,4.243805535151898e-7,9.109918914017644e-7,1.686780136907444e-6,3.0971075766173052e-6,1.7551176273968345e-6,9.267491573398816e-7,1.250112003939172e-6,1.3165182972982604e-6,1.4215153870643223e-6,86876194.629047,97337079.704477
5901,3.621081716155805e-7,2.2302847847028016e-8,8.803464443195368e-8,6.616011115276881e-9,5.8265797814721266e-8,7.3176092530136325e-9,1.8161999726509402e-7,1.4640974551884911e-8,2.391277991164003e-8,1.2071404270804797e-8,1.9220550973130425e-7,4.732532777361528e-8,3.279170353386745e-8,9.813048590848945e-8,1.7992092091222414e-8,1.427882782077979e-7,1.2589769407601647e-8,5.815010299067864e-7,2.195011153009236e-7,5.7898241302023995e-6,9.736873819014335e-6,1.3764018135038356e-5,4.855463274338362e-6,2.6219081962169424e-6,0,8.996620298009792e-6,0,1.8219688715092487e-5,7.2743215547137845e-6,4.883773022251735e-6,1.6676601197524334e-5,1.1697002198920879e-5,1.8963120526268695e-5,7.0620225806027195e-6,1.755728516422815e-5,1.3768226535575317e-5,1.0096907851312018e-5,1.906337785347067e-5,1.588635359387128e-5,1.3693052756442872e-5,11854534.619834,23417498.441064
5902,4.767712654919068e-9,4.69659771434273e-8,1.5240838167482296e-9,3.784709433606566e-10,1.3147700660461665e-9,1.7152245707670077e-7,4.401903432597297e-8,3.3124030483910216e-6,5.6683805151121227e-8,5.654565315784527e-8,2.5866844899173188e-8,9.512773800544431e-10,8.641861357137346e-8,1.6782110413584974e-6,5.661472915448325e-8,2.1661881202961532e-8,7.175631213424712e-7,5.741429494246861e-8,1.3144324636399774e-6,1.7077205252660782e-6,5.822562299154723e-5,1.5710716016914854e-5,1.4643120852835259e-5,7.091707412395045e-5,7.337363777510335e-6,3.4818463759461786e-5,4.176637157436956e-6,5.037880215190902e-5,3.202597510394574e-5,1.7781394795839176e-7,2.8145452192804393e-7,2.7505926543256947e-7,3.8945013730445753e-07,2.1477995430533518e-6,2.158517097903033e-6,1.964699016201644e-6,9.453604017823583e-7,1.694236187487929e-6,5.948993935832631e-7,1.2584250720404138e-6,32028567.8921957,42063984.7059277
5904,1.07314967173793e-9,4.1294401165026527e-7,1.600161868671303e-9,8.829000989664833e-10,1.6231808484657053e-9,1.6348760042907532e-8,2.1490954592126812e-9,3.014898191530954e-8,6.83883623226931e-8,7.1512853672272355e-9,2.070085806610016e-7,1.241530983818893e-9,8.985970445686619e-9,1.614903868726111e-8,3.7769823844960165e-8,1.4966790034156144e-8,9.349518781493521e-8,1.7532575691935976e-8,1.1901151639971851e-7,3.3005326042072586e-7,1.0510792187803426e-5,7.335745102716109e-6,9.812645756489271e-7,2.1536819008968858e-5,1.0128735251668196e-6,3.3610674503897455e-6,3.303760770821904e-6,1.3727312774932257e-5,7.721204424556006e-6,0,4.148049146756186e-8,0,0,0,0,2.389283687229753e-8,1.4364133131663276e-8,1.0867657093179153e-7,0,2.0959223333691658e-8,44372324.339927,46790814.673598
5905,2.2548885968829766e-7,1.263321189656016e-8,1.5339790268308352e-7,4.84424098080512e-8,6.590528202043686e-8,1.2897655241017839e-8,3.5982162935453425e-7,3.6283650023814654e-7,1.1102494427087254e-5,2.2798585434505746e-6,1.190610357924289e-7,1.0092015624556736e-7,3.9401468630727355e-8,3.613290647963404e-7,6.691176485268914e-6,2.3814216201667213e-6,5.433336641268701e-7,1.278933013397658e-8,1.5302168477240856e-8,1.7815078824983266e-8,4.592545573825775e-5,6.682060537964751e-5,2.1412015179063954e-6,5.855057813467697e-5,5.8791733756449775e-6,2.555502526458792e-6,6.653681401873139e-6,3.324739393481082e-5,2.7721699001159544e-5,0,1.7910661997670453e-8,0,0,3.924348425535077e-8,2.111948720659454e-8,2.1431647087410637e-8,1.2849899990589188e-8,0,5.715151355382254e-8,2.0093920386575364e-8,34565742.23597,43101630.4400593
5906,2.011037447360406e-8,2.159280435026943e-8,0,6.169596448015028e-7,1.975602930407241e-9,3.276206769759563e-7,4.1120088919581435e-7,2.937068587413456e-7,1.4055355752096995e-7,3.284240551653134e-7,2.0851589411936744e-8,3.084798224007514e-7,1.6479813995318176e-7,3.5245387396858e-7,2.344888063431417e-7,1.1476808482415913e-7,3.176608080068775e-7,0,0,6.273054491371207e-9,1.3359660783072113e-4,2.3273797010616378e-5,3.047915851000386e-6,1.4813059079713974e-5,0,1.3096810837437464e-5,0,2.169308360326665e-5,2.61901592765945e-5,2.182822681427458e-6,1.1840764533872351e-6,1.1679606130878441e-6,2.0092042695259582e-6,1.2511751161219536e-6,1.885919341944128e-6,3.369449835839236e-6,1.972268035169612e-6,3.3858592918006857e-6,4.58059544977454e-6,2.4646623849205506e-6,86899516.62402,98139604.00672
5907,0,0,4.201262834080405e-9,1.1505888316675853e-8,6.703215752435144e-9,3.892188224269537e-9,0,7.276587684811e-6,0,5.505054711984217e-6,0,7.85357557537813e-9,5.2977019883523406e-9,3.6382938424055e-6,2.7525273559921087e-6,2.1808957173031097e-9,2.5594080946672324e-6,4.443650415047362e-9,7.000665861484496e-7,5.4250653452176594e-6,7.917239888432956e-4,1.0008533206547954e-4,5.329570923575167e-4,7.117453701336636e-4,9.482484684969085e-5,4.752468750654491e-4,0,2.6625175795176646e-4,3.7160440790835774e-4,2.8574847845674227e-6,2.2492117233692397e-6,3.87588371851054e-6,6.696080569370675e-6,3.1086141256419253e-6,2.220488006260529e-6,3.154585730059601e-6,5.078223325252164e-6,5.623733346163396e-6,4.898638214645429e-6,3.990451643241498e-6,47018185.108449996,165095754.1363
5908,0,2.2409497862617943e-7,0,1.8416504313963822e-8,0,2.1613243355076567e-8,7.879838234904366e-9,1.0545009146379934e-6,0,1.69203981438882e-6,1.1204748931308971e-7,9.208252156981911e-9,1.0806621677538283e-8,5.311903764364489e-7,8.4601990719441e-7,1.5759676469808732e-9,6.021330910644067e-7,4.05993171298361e-8,7.437125708843091e-7,1.5455439028810852e-6,4.3714805496551866e-5,3.36067213088511e-5,1.1895826608840628e-5,1.0705015933098646e-5,3.498908169464093e-5,1.0357755647769048e-4,1.4953351059013876e-6,4.0631355546319136e-5,3.507696227148677e-5,3.2626705742856934e-8,1.973044834597805e-7,1.7714738271311507e-6,2.047866767121587e-6,1.2828445206441029e-6,2.004321209591374e-6,1.0144927285549356e-6,1.172265089874256e-6,1.3532333423201866e-6,1.4632741595015498e-6,1.2893833677767616e-6,35229059.24523,46020899.756054
5909,2.03528965620996e-8,4.346538447108556e-7,2.06120073546947e-9,1.344104738383797e-7,8.891528199197916e-9,1.9352257421713348e-7,1.149354495958272e-7,2.4432449663960654e-6,1.1420991954788632e-7,4.807601695856971e-6,2.275033706364776e-7,6.82358372869246e-8,1.012070512081657e-7,1.2790902079959463e-6,2.4609058077024283e-6,5.20901989280961e-8,1.602686711003881e-6,4.576154220208118e-9,3.435975972715346e-7,5.932560168763575e-8,4.879954458664556e-5,1.5053937458292498e-5,2.2009337698572634e-6,4.4169829116757686e-6,1.5425570363226344e-5,1.1802437039386099e-5,4.030138908540815e-5,5.138623393153202e-5,2.3673378643252964e-5,3.027623387372173e-7,2.2170635125428796e-7,4.522794481692355e-6,3.649331637124477e-6,1.5931318818077706e-5,9.731431592165593e-6,6.284972559781506e-6,4.411500494902918e-6,2.9331179570026764e-6,8.91783616145545e-6,6.569809373473752e-6,102870673.86398,112884416.826193
5910,0,2.6518112439880746e-7,4.967140770786338e-10,5.885586750622127e-8,3.4328366315679916e-9,9.146740999398873e-8,0,1.6286716737175157e-6,0,2.6312970654327707e-6,1.3259056219940373e-7,2.967629079164995e-8,4.745012331277836e-8,8.143358368587578e-7,1.3156485327163853e-6,7.85910141729325e-10,9.350946282098608e-7,3.0376114373403166e-9,3.563337335177486e-7,1.1418994613176734e-7,1.637310728415298e-5,3.887257868725308e-5,1.9063577637654743e-6,1.0109459515440172e-5,2.339661291727491e-5,1.006307091361039e-5,0,2.3444604274797427e-5,1.5520723919536804e-5,3.391096682904979e-7,4.418709844241672e-7,1.8021975827407985e-6,5.237639122238067e-6,1.1379099157254057e-5,1.6979096203367895e-5,3.560911231075035e-6,5.243261345435775e-6,6.422238150126206e-6,7.6260101516467524e-6,6.89012811471906e-6,57683428.582026,66118850.900855996
5911,0,1.967615436488753e-7,0,1.6895692770489917e-8,3.586039173447334e-10,1.9231075761781397e-8,0,1.3908063343289194e-6,0,2.0099260302896423e-6,9.838077182443764e-8,8.447846385244959e-9,9.794839839563066e-9,6.954031671644597e-7,1.0049630151448211e-6,7.172078346894669e-11,7.267241353599416e-7,1.1691870693607838e-8,2.584289146321569e-7,5.749477403663147e-7,2.6051263098848187e-5,4.866960509561322e-5,1.3830556300903313e-6,7.990866907789821e-6,2.631663395638642e-5,8.453699757215167e-6,0,2.404757469294215e-5,1.7864087392360662e-5,2.1404756530971077e-8,0,3.1700473632921716e-7,3.6878311829143866e-7,4.7283011289901305e-7,7.418055933494349e-7,5.158583874682069e-7,5.888061106262809e-7,6.367403357096191e-7,6.057487857564971e-7,4.894232039231082e-7,35617486.20273,40683020.783471
5912,2.521996019458155e-8,1.3157266292796288e-6,1.55617714740626e-8,8.028698994901835e-7,1.9322313317814213e-8,8.858539448829306e-8,2.963554216286744e-7,2.3386068306138223e-6,1.0218472528687359e-7,7.3865272025066355e-6,6.704732947371052e-7,4.0921583548212304e-7,5.395385390305364e-8,1.3174811261212483e-6,3.7443559638967548e-6,9.172883838040127e-8,2.3864631912757125e-6,1.741488555579731e-8,3.9890703670737384e-8,1.3892964100159997e-7,5.38867598073639e-5,1.4412968120407753e-5,6.546452710059486e-6,1.2806906571872311e-5,1.1273936342021922e-5,1.5867599271745314e-5,2.121642476033054e-5,0,1.7001380947975153e-5,9.438068036046188e-6,1.556039778300326e-5,9.431286923073608e-6,1.1732498987986263e-5,1.2801320276848596e-5,1.2194628129905457e-5,1.2633179896657562e-5,6.1871431695989385e-6,7.710499174803686e-6,1.1361789773658329e-5,1.0746210785815904e-5,195447227.98898,207703473.51917
5914,7.393593872101781e-10,6.404120853193838e-11,1.3535538550296098e-9,5.670695721589514e-9,1.0870966186643359e-9,4.9341093877247165e-9,0,1.4492474344067472e-7,5.026457248237316e-8,2.063021463733465e-7,4.0170029787105823e-10,3.512124788309562e-9,3.010603003194526e-9,7.246237172033736e-8,1.282833594278598e-7,1.0688916468655457e-8,7.237914722637348e-8,1.3079263531878592e-8,3.9595572263821026e-8,1.6394887279011545e-7,5.663075732950358e-5,4.9958247435697615e-5,2.4047867454284044e-7,5.9439599882865026e-5,4.0239324827650906e-6,9.595376640815404e-7,0,5.002289198777474e-5,2.7659430682153803e-5,9.612633476402799e-9,6.202916424924963e-8,0,1.8211046277272417e-7,2.5928250085536157e-6,1.6212403251509936e-7,5.215985693450597e-8,3.76279787645402e-8,4.853177981372551e-8,4.8729681729775775e-8,3.8360930857005636e-7,1885305.236831,11112956.3146417
5917,4.237938577490361e-8,7.240040733837262e-7,4.251191212209226e-8,1.7705994225296218e-7,2.858629609210151e-8,2.2594134383399706e-7,1.078711786406967e-7,7.592730561983503e-7,2.3355989166957376e-6,1.136504610148372e-6,3.831917295793149e-7,1.0978592718752722e-7,1.2726381996304928e-7,4.335721174195235e-7,1.7360517634220547e-6,5.113895378651063e-7,6.045566051634815e-7,6.332672132895264e-9,6.256940077997582e-7,1.9415750629619346e-7,1.0650059746079685e-4,2.1315270103133123e-5,1.767418646253614e-6,1.9187860386781875e-5,2.0265105258563816e-6,9.639596628726748e-6,3.878996591650171e-6,6.557690703607222e-5,2.873664467240887e-5,0,1.2511754848752898e-8,2.013573821294926e-8,1.5992811291535703e-8,9.101577812457312e-8,4.838224761995266e-8,2.2401168194389274e-8,3.065671908769933e-8,1.383199252427755e-8,3.1911699104084224e-8,3.281496960394939e-8,124178189.58723,133598460.2056952
5918,2.0307989198303893e-9,2.51161921030473e-7,3.981581172640638e-9,1.0121028280345622e-8,2.836864544119986e-9,2.9250078830465865e-8,3.231710172604271e-8,8.242452430945193e-8,7.73797079392622e-8,1.545039318218077e-7,1.2659635997515167e-7,7.05130472649313e-9,1.6043471687292924e-8,5.7370813017747314e-8,1.1594181988053495e-7,2.3709210860379184e-8,1.0549229685450881e-7,1.2297029664420765e-8,4.6937722063740284e-7,1.9183044704913926e-7,6.419786127227523e-5,2.3259018343810973e-5,2.10215773308997e-6,5.790158582968171e-6,4.832997827512096e-6,2.828977353708129e-6,5.2975347274059846e-6,4.319695922026985e-5,1.8938208132630048e-5,3.06956609865188e-8,0,2.9562089433232248e-8,7.209182356512616e-8,0,4.417525377807168e-8,7.531480700638431e-8,0,0,2.5775815021738908e-8,2.6430082849829187e-8,30787445.882822,36626610.493811004
5919,1.872622646083789e-8,2.7763536008743725e-7,1.6373331316188714e-8,3.481891456315927e-7,2.7822874312660782e-8,5.1292554079079835e-8,1.3115321714792007e-7,1.028546925468358e-6,2.0506657634066052e-7,5.1915891511004375e-6,1.4818079327413757e-7,1.8228123847389072e-7,3.9557714195870305e-8,5.79850071308139e-7,2.698327863720549e-6,7.982844511565359e-8,1.379450627273381e-6,6.280859938711722e-7,1.0072208981523734e-8,4.28973243958987e-5,5.9486439568648475e-5,2.0869416660817413e-5,1.7386879783425645e-5,1.9756352646080264e-5,4.0384037104885216e-5,0.0051076133047454906,7.932035848739372e-4,1.3510313400290724e-4,7.74225393673274e-4,1.994103068655804e-8,0,0,1.4068872257137262e-8,5.132587932605334e-8,3.815099925795574e-8,3.365173830882963e-8,0,0,5.313723824949001e-8,2.4158850826772048e-8,59747341.47956,251794447.4226698
5921,1.5088091160124012e-9,2.7315699625809703e-7,2.608019715434497e-9,3.9943682152616124e-7,5.626461655008772e-9,1.0825219616452352e-7,0,1.93443774231217e-6,2.1362376446156272e-8,5.4971044638647606e-6,1.373329026870547e-7,2.0102242062079788e-7,5.693932890976615e-8,9.67218871156085e-7,2.7592334201554584e-6,6.221133386522388e-9,1.6424776440251424e-6,1.1150356065315877e-7,2.3538255257932718e-7,1.2978025315137573e-5,2.5602138412195188e-5,2.1033831067099055e-6,7.917035676321859e-7,1.5590224530512991e-6,1.1661284783615617e-5,4.650949395591326e-5,1.520764118552082e-4,3.952933768841434e-5,3.49790969778425e-5,0,1.8006805129881485e-8,0,1.9256352917016067e-8,2.0182820880935932e-8,1.4881452016585341e-8,3.1565650171674746e-8,1.0334524313253468e-8,0,3.6527399129327914e-8,1.6515428191903272e-8,83573401.272643,89616004.0118328
5922,0,1.8848415273877311e-7,0,4.915239823684311e-6,0,3.1708991272826547e-7,0,2.3586013579860314e-5,0,1.7304957667922383e-5,9.424207636938656e-8,2.4576199118421556e-6,1.5854495636413273e-7,1.1793006789930157e-5,8.652478833961191e-6,0,9.26235702738681e-6,6.220295704471554e-8,0,1.8779418027645506e-5,6.15027932000471e-5,2.4212818948643635e-5,5.452794905837936e-6,3.936299227220699e-6,6.158537512687438e-6,0,1.9288314660107815e-4,7.499313134282348e-5,4.6142440217292306e-5,0,4.013550486906274e-6,4.498511442160552e-6,2.2604975054328346e-6,1.1385945925771236e-6,3.4309398096926226e-6,2.1654828954927785e-6,2.7570444648138894e-6,2.596552650424739e-6,3.0926295511794194e-6,2.5709404601788002e-6,238274843.48792,248518579.84048
5923,3.8223114722879206e-8,8.901150707367087e-7,1.0180225679722031e-8,7.292824876057279e-8,6.210664395676895e-9,1.4742611007795844e-7,9.030722231920871e-8,1.3121246754205055e-5,6.839585758622573e-8,2.695358040356266e-5,4.6416909272979395e-7,4.155423722014741e-8,7.681838723681766e-8,6.605776988262132e-6,1.3510988130574442e-5,4.2663416940742515e-8,8.237059317468591e-6,2.309777135151344e-8,2.2870399910000913e-7,1.3846657386188843e-7,1.2484430086214585e-5,8.471996019778497e-5,1.0262483324915071e-5,3.183411037201782e-5,2.3412100336798146e-4,1.2776590512660752e-4,0,5.509237421361027e-5,6.953503333614146e-5,4.85416486475423e-8,3.5140404564456184e-8,5.331055288544796e-7,8.103215355554803e-7,1.64718781068745e-6,1.771379481867339e-6,9.723308943411699e-7,8.624727313241277e-7,9.223612312752897e-7,2.032279577035816e-6,1.1151957856677715e-6,236200152.626409,253255010.139004
5924,1.1927105825327857e-9,1.3260133598291795e-10,2.5338973825432346e-9,6.941797991051355e-10,1.255202817015639e-9,8.716139871746904e-11,9.272282966172218e-9,1.0738797811649128e-8,1.4439109628040106e-7,1.6989068316005013e-8,6.626559592578519e-10,1.614038590824185e-9,6.71182107866554e-10,1.0005540388910674e-8,8.069008229820304e-8,3.172903800573299e-8,5.728361732291932e-9,1.3299606931049174e-8,8.134036423102758e-8,8.375376419293878e-8,7.185354151726407e-5,7.563281495149924e-5,0,9.152773551283422e-5,4.097285276108666e-6,1.089304004352142e-6,0,7.724637140367612e-5,4.0180881583216806e-5,1.6809420263475528e-8,0,0,0,0,0,0,0,0,2.487990859528732e-8,4.160577340878135e-9,424349.867873,13489296.800904501
