"","Aminoimidazoles","Benzenoids","Carboximidamides","Dialkylamines","Glycosylamines","Guanidines","Imidazoles","Lactams","Peptidomimetics","Pyrrolidines"
"2614",0,0.09,0.01,0,0,0,0,0,0,0
"2615",0,0.89,0.01,0.02,0,0,0.03,0.3,0.1,0.43
"2616",0,0.44,0.01,0.13,0,0,0.05,0.18,0.01,0.12
"2617",0,0,0,0.98,0,0,0,0,0,0
"2618",0,0.12,0.01,0.03,0,0.01,0.08,0.15,0.05,0.38
"2619",0,0.09,0,0.01,0,0.01,0.01,0.02,0,0.02
"2620",0.01,0.09,0.06,0.04,0,0.01,0.19,0.1,0.01,0.04
"2621",0,0.22,0,0.21,0,0,0.01,0.07,0,0.14
"2622",0,0.13,0,0.07,0,0.03,0.01,0.05,0.02,0.03
"2623",0,0.07,0,0.05,0,0,0.03,0.1,0.01,0.04
"2625",0,0.09,0,0.24,0,0,0.01,0.03,0,0.01
"2627",0,0.14,0,0.01,0,0,0,0.01,0,0.01
"2628",0,0.12,0,0.02,0,0,0.02,0.01,0,0.05
"2629",0,0.12,0.01,0.02,0,0,0.02,0,0,0.01
"2630",0,0.16,0.01,0.11,0,0.01,0.07,0.13,0.2,0.2
"2631",0,0.01,0,0.94,0,0,0,0,0,0.98
"2632",0,0.05,0,0.01,0,0,0,0.02,0,0.89
"2633",0,0.24,0.05,0.01,0,0,0.04,0.01,0,0.01
"2634",0,0.07,0.01,0.08,0,0.01,0.04,0.04,0.01,0.06
"2635",0,0.09,0,0.12,0,0.01,0,0,0,0.01
"2636",0,0.29,0,0,0,0,0.01,0,0,0.01
"2637",0,0.02,0,0.93,0,0,0,0,0,0
"2638",0,0.1,0.01,0.01,0,0,0.02,0.03,0,0.01
"2639",0,0.03,0,0.18,0,0,0.01,0.01,0.01,0.01
"2640",0,0.15,0.01,0.09,0,0.01,0.03,0.04,0,0.05
"2641",0,0.16,0,0.01,0,0,0.02,0.75,0,0.7
"2642",0,0.19,0.01,0.07,0,0.04,0.05,0.34,0.04,0.15
"2643",0,0.17,0.03,0.02,0,0,0.05,0.02,0,0.02
"2645",0,0.19,0.01,0.01,0,0,0.05,0.01,0,0.02
"2646",0,0.06,0,0.01,0,0,0,0,0,0.01
"2647",0,0.77,0,0,0,0,0,0,0,0
"2650",0.01,0.07,0.05,0.03,0,0.04,0.23,0.02,0.02,0.02
"2651",0,0.11,0,0,0,0,0.01,0,0,0.01
"2655",0,0.24,0,0,0,0,0.01,0,0,0.01
"2656",0,0.06,0,0.02,0,0,0,0.01,0,0.02
"2657",0,0.14,0,0.25,0,0,0,0,0,0.01
"2658",0,0.12,0.01,0.01,0,0,0.01,0.08,0,0.04
"2660",0.01,0.21,0.06,0.04,0,0.02,0.11,0.04,0.01,0.1
"2661",0,0.02,0,0.09,0,0,0,0.02,0.01,0.01
"2664",0,0.04,0.19,0.02,0,0.7,0.02,0.03,0.01,0.01
"2665",0,0.04,0,0.13,0,0.02,0.01,0.01,0.02,0.01
"2666",0.07,0.03,0.05,0.45,0.01,0.17,0.27,0.14,0.04,0.08
"2671",0,0.04,0.06,0.07,0,0.12,0.03,0.02,0.02,0.03
"2672",0,0.14,0.01,0.2,0.01,0.02,0.02,0.06,0.09,0.08
"2676",0,0.02,0.01,0.01,0,0,0.01,0.01,0,0.01
"2677",0,0.07,0.05,0.09,0,0.01,0.01,0.07,0.01,0.06
"2678",0,0.77,0,0.65,0,0,0,0,0,0
"2680",0,0.02,0,0.06,0,0,0,0,0,0
"2681",0,0.01,0.15,0.05,0.02,0.54,0.01,0.01,0.01,0.01
"2688",0,0.03,0,0.03,0,0.01,0.01,0.05,0.01,0.01
"2693",0,0.07,0.01,0,0,0,0.04,0.05,0,0.49
"2694",0,0.1,0,0,0,0,0,0,0,0
"2696",0.03,0.05,0.1,0.03,0,0.06,0.66,0,0,0.04
"2697",0.07,0.06,0.12,0.01,0,0.1,0.47,0,0,0.03
"2699",0.02,0.13,0.01,0,0,0.02,0.94,0,0,0.01
"2700",0,0.13,0.01,0,0,0.01,0.87,0,0,0
"2701",0,0.34,0.01,0.01,0,0,0.03,0.02,0,0.03
"2702",0,0.9,0.06,0.02,0,0.06,0.1,0.03,0,0.04
"2703",0.07,0.16,0.04,0.01,0,0.06,0.26,0.26,0.02,0.05
"2704",0,0.13,0.08,0.02,0,0.05,0.16,0.12,0,0.04
"2705",0,0.07,0.01,0.02,0,0,0.03,0.02,0,0.05
"2706",0,0.28,0.02,0.07,0.01,0.02,0.02,0.09,0.01,0.03
"2708",0,0.96,0.01,0.03,0,0,0,0.01,0,0
"2709",0,0.22,0,0.01,0,0.01,0.03,0.11,0,0.16
"2710",0.08,0.08,0.13,0.02,0,0.48,0.29,0.05,0,0.08
"2711",0,0.15,0.03,0.04,0,0.01,0.04,0.18,0.01,0.11
"2712",0,0.99,0,0,0,0,0.01,0.09,0,0.06
"2713",0,0.98,0.02,0.04,0,0,0.01,0.02,0.01,0
"2714",0,0.73,0,0.01,0,0,0,0.14,0,0.06
"2715",0,0.24,0.01,0.01,0,0,0.01,0.02,0,0.02
"2716",0.01,0.89,0.03,0.1,0,0.05,0.04,0.05,0.05,0.09
"2717",0,0.15,0.02,0.01,0,0,0.04,0.02,0,0.04
"2718",0,0.12,0,0.01,0,0,0.01,0.02,0,0.02
"2719",0,0.21,0,0,0,0,0.01,0.16,0.01,0.06
"2720",0,0.05,0.01,0.16,0,0.01,0.05,0.75,0.01,0.63
"2721",0,0.11,0,0.05,0,0.01,0.02,0.03,0.01,0.04
"2722",0,0.08,0,0.03,0,0,0.01,0.07,0.02,0.03
"2723",0,0.02,0.02,0.03,0,0,0.01,0.02,0.01,0.04
"2724",0,0.05,0,0.09,0,0,0.01,0.02,0.01,0.01
"2725",0,0.08,0,0.02,0,0.01,0.03,0.1,0.01,0.24
"2726",0,0.87,0,0.01,0,0,0.02,0.06,0,0.02
"2727",0,0.99,0.01,0.06,0,0,0.02,0.02,0.03,0.01
"2728",0,0.11,0.01,0,0,0,0.02,0.01,0,0.03
"2729",0,0.01,0,0,0,0,0.01,0,0,0
"2730",0,0.98,0.02,0,0,0,0.01,0.02,0.01,0.01
"2731",0,0.08,0.01,0,0,0,0.03,0.4,0,0.1
"2732",0,0.13,0.04,0.01,0,0,0.03,0.03,0,0.01
"2733",0,0.1,0.05,0.01,0,0,0.05,0.01,0,0.03
"2734",0,0.93,0,0.01,0,0,0.03,0.12,0,0.03
"2735",0,0.02,0.01,0.01,0,0,0.01,0.04,0.01,0.02
"2736",0,0.06,0,0.02,0,0,0.01,0.05,0.03,0.02
"2738",0,0.37,0,0,0,0,0,0.03,0,0.01
"2739",0,0.13,0,0,0,0,0.02,0.01,0,0.02
"2740",0,0.15,0,0.01,0,0,0.03,0.01,0,0.01
"2741",0,0.1,0.16,0.09,0,0.05,0.3,0.14,0.01,0.14
"2742",0,0.99,0,0.73,0,0,0.01,0.02,0,0.01
"2743",0,0.83,0.01,0.74,0,0.01,0.02,0.08,0.01,0.03
"2744",0,0.08,0.02,0.01,0,0,0.03,0.12,0,0.2
"2745",0,0.19,0.01,0.02,0,0,0.06,0.15,0.01,0.41
"2746",0,0.04,0,0.01,0,0,0.01,0.16,0,0.04
"2747",0,0.05,0,0.08,0,0.01,0.02,0.03,0.04,0.01
"2748",0,0.13,0.09,0.3,0,0.02,0.04,0.05,0.02,0.03
"2749",0,0.09,0,0.02,0,0,0.03,0.02,0,0.02
"2750",0,0.07,0.02,0.02,0,0,0.02,0.02,0,0.02
"2751",0,0.12,0,0.09,0,0,0.03,0.12,0.02,0.07
"2752",0,0.03,0,0.02,0,0,0.01,0.02,0.01,0.01
"2753",0,0.98,0,0,0,0,0.08,0.05,0,0.02
"2754",0.01,0.07,0.03,0.2,0,0.01,0.05,0.04,0,0.07
"2755",0.03,0.16,0.09,0.12,0.01,0.09,0.1,0.11,0.04,0.13
"2756",0,0.03,0,0.1,0,0,0.03,0.05,0.01,0.85
"2758",0.05,0.18,0.11,0.08,0,0.09,0.12,0.07,0.03,0.1
"2759",0,0.03,0,0.01,0,0,0.01,0.01,0.01,0.01
"2760",0,0.08,0.02,0.01,0,0,0.01,0.02,0,0.02
"2762",0,0.04,0,0.01,0,0,0.01,0.01,0,0.01
"2763",0,0.87,0,0.02,0,0,0.03,0.33,0,0.03
"2764",0,0.14,0,0.01,0,0,0.04,0.01,0,0.01
"2765",0,0.15,0,0.01,0,0,0.02,0.01,0,0.02
"2766",0,0.14,0,0,0,0,0.02,0.01,0,0.02
"2767",0,0.04,0.16,0.12,0,0.03,0.11,0.09,0.01,0.13
"2768",0,0.04,0.15,0.12,0,0.05,0.09,0.13,0.01,0.13
"2769",0,0.2,0.01,0.01,0,0,0.05,0.04,0,0.05
"2770",0,0.86,0.01,0.43,0,0,0.01,0.02,0,0.03
"2771",0,0.08,0,0.04,0,0,0.02,0.12,0,0.14
"2772",0,0.15,0.01,0.01,0,0,0.02,0.18,0,0.25
"2773",0,0.12,0,0.01,0,0,0.02,0.17,0,0.18
"2774",0,0.12,0,0.03,0,0,0.04,0.02,0,0.03
"2775",0,0.07,0.6,0.07,0.01,0.77,0.01,0.01,0.01,0.01
"2776",0,0.09,0.01,0.02,0,0,0.03,0.02,0,0.02
"2777",0,0.02,0,0,0,0,0,0,0,0
"2778",0,0.08,0.01,0.14,0,0.01,0.04,0.09,0.04,0.11
"2779",0,0.05,0,0.34,0,0,0.01,0.02,0,0.2
"2780",0,0.14,0,0.38,0,0,0.01,0.03,0.12,0.09
"2781",0,0.14,0.04,0.02,0,0.01,0.04,0.07,0,0.04
"2784",0.01,0.07,0.1,0.12,0,0.08,0.18,0.41,0.01,0.11
"2785",0.04,0.06,0.11,0.06,0,0.14,0.12,0.4,0.04,0.08
"2786",0,0.16,0,0.02,0,0.01,0.03,0.02,0,0
"2787",0,0.23,0.01,0.02,0,0.02,0.02,0.02,0,0.01
"2788",0,0.11,0,0.01,0,0,0.01,0,0,0
"2789",0,0.19,0,0.02,0,0,0.01,0.15,0,0.04
"2790",0,0.03,0.14,0.08,0,0.05,0.16,0.35,0,0.11
"2791",0,0.19,0.01,0.01,0,0,0.06,0.03,0.01,0.05
"2793",0,0.09,0.01,0.1,0,0.01,0.03,0.21,0.01,0.04
"2794",0.13,0.01,0.21,0.19,0.18,0.17,0.21,0.04,0.02,0.03
"2795",0.01,0.3,0.09,0.04,0,0.04,0.09,0.03,0.04,0.02
"2797",0,0.14,0.01,0.01,0,0,0.03,0.01,0,0.02
"2798",0,0.16,0.01,0.21,0,0.01,0.05,0.19,0.02,0.18
"2799",0.09,0.05,0.03,0.18,0,0.03,0.79,0.47,0.04,0.11
"2801",0.07,0.02,0.18,0.04,0,0.29,0.46,0.07,0.01,0.02
"2802",0,0.1,0,0.01,0,0,0.02,0.01,0,0.02
"2803",0,0.03,0.01,0.22,0,0,0.02,0.05,0.04,0.35
"2804",0,0.08,0.01,0.02,0,0,0.01,0,0,0.01
"2805",0,0.35,0,0,0,0,0.01,0.08,0,0.06
"2806",0,0.74,0.01,0.02,0,0,0.03,0,0,0.07
"2807",0,0.08,0,0.01,0,0.01,0.01,0.03,0,0.03
"2808",0,0.05,0,0.01,0,0,0,0,0,0
"2809",0.03,0.49,0.1,0.07,0,0.04,0.14,0.08,0.01,0.03
"2810",0,0,0.09,0.01,0,0.79,0,0,0,0
"2811",0,0.2,0,0.01,0,0,0,0.01,0,0.01
"2812",0,0.08,0,0.02,0,0,0.01,0,0,0.01
"2813",0,0.06,0,0,0,0,0.02,0.16,0,0.27
"2814",0,0.84,0.01,0.01,0,0,0.02,0.21,0,0.13
"2815",0,0.94,0,0.06,0,0,0.01,0.07,0,0.05
"2816",0.15,0.16,0.81,0.09,0,0.91,0.75,0.06,0.02,0.11
"2817",0,0.05,0,0.81,0,0,0.01,0.02,0,0.94
"2819",0,0.23,0,0.02,0,0,0.02,0.02,0,0.02
"2820",0,0.44,0,0.04,0,0.01,0.01,0.04,0.02,0.02
"2821",0,0.11,0,0.02,0,0,0.06,0.01,0,0.01
"2822",0.02,0.02,0.15,0.05,0.33,0.59,0.38,0,0.01,0.01
"2823",0,0.97,0,0,0,0,0.01,0.01,0,0.01
"2824",0,0.1,0.01,0.01,0,0,0.04,0.02,0,0.03
"2825",0,0.55,0.03,0.02,0,0,0.04,0.23,0.01,0.21
"2827",0,0.78,0,0.02,0,0,0.01,0.04,0,0.04
"2828",0,0,0,0,0,0,0,0,0.03,0
"2829",0,0.02,0,0.02,0,0,0,0,0,0
"2830",0,0.47,0.02,0.01,0,0.01,0.03,0.32,0.01,0.35
"2831",0,0.15,0.05,0.04,0,0.01,0.04,0.07,0,0.02
"2832",0,0.08,0,0.06,0,0,0.01,0.05,0.05,0.01
"2834",0,0.02,0,0.01,0,0,0,0.01,0,0.02
"2835",0,0.12,0.01,0.01,0,0,0.01,0.01,0,0.03
"2836",0,0.07,0,0,0,0,0.01,0.01,0,0.02
"2837",0,0.04,0.01,0.02,0,0,0.04,0.15,0.01,0.09
"2839",0.01,0.06,0.12,0.04,0,0.05,0.28,0.02,0.01,0.04
"2840",0,0.05,0,0.07,0,0,0.02,0.02,0.01,0.04
"2841",0,0.07,0.01,0.03,0,0,0.01,0.02,0,0.07
"2842",0.16,0.02,0.04,0.59,0,0.05,0.95,0.03,0.04,0.03
"2843",0.21,0.02,0.06,0.48,0,0.12,0.98,0.05,0.05,0.08
"2844",0.05,0.05,0.16,0.17,0,0.12,0.31,0.05,0,0.04
"2846",0,0.2,0,0.76,0,0,0.01,0.09,0.01,0.07
"2847",0,0.1,0,0.02,0,0,0.04,0,0,0.01
"2849",0,0.15,0.01,0.01,0,0,0.02,0.01,0,0.03
"2850",0,0.07,0.01,0.74,0,0,0.02,0.09,0.03,0.04
"2851",0,0.07,0.02,0,0,0,0.01,0,0,0.02
"2852",0,0.17,0,0.2,0,0,0.04,0.44,0,0.77
"2853",0,0.17,0.01,0.04,0,0.01,0.02,0.02,0,0.02
"2854",0,0.12,0.01,0.05,0,0,0.04,0.08,0,0.17
"2855",0,0.38,0,0.38,0,0,0.02,0.04,0.01,0.21
"2857",0,0.03,0.05,0.09,0,0.05,0.06,0.02,0,0.04
"2858",0,0.07,0,0.01,0,0,0.01,0,0,0.01
"2861",0,0.56,0,0.24,0,0,0.04,0.08,0,0.05
"2865",0.11,0.03,0.13,0.1,0.01,0.13,0.49,0.04,0.02,0.06
"2866",0,0.04,0.02,0.05,0,0,0,0,0,0.01
"2867",0,0.06,0.01,0.05,0,0.01,0.01,0,0,0.02
"2868",0,0.08,0.01,0,0,0,0.02,0.04,0,0.05
"2870",0,0.15,0,0.03,0,0,0.01,0.01,0,0
"2872",0,0.11,0.18,0.01,0,0.04,0.1,0.04,0.01,0.06
"2873",0,0.05,0.01,0.01,0,0,0.01,0,0,0.01
"2874",0,0.11,0,0.23,0,0,0,0,0,0
"2875",0,0.11,0.01,0.01,0,0,0.03,0.02,0,0.03
"2877",0,0.39,0.02,0.02,0,0,0.02,0.02,0,0.01
"2878",0,0.1,0,0.55,0,0,0.04,0.16,0.04,0.27
"2880",0,0.11,0,0,0,0,0,0.01,0,0.02
"2881",0,0.04,0,0.01,0,0,0.02,0.02,0,0.02
"2882",0,0.12,0.01,0.01,0,0,0.07,0.02,0,0.01
"2883",0,0.12,0.02,0.01,0,0,0.05,0.01,0,0.03
"2884",0,0.53,0,0.08,0,0,0.01,0.05,0,0.03
"2885",0,0.07,0.01,0.31,0,0,0.08,0.05,0.07,0.1
"2886",0,0.01,0.05,0.02,0,0.03,0.01,0,0.01,0
"2888",0,0.16,0,0.02,0,0,0.03,0.01,0,0.04
"2889",0,0.03,0.12,0.09,0,0.27,0.13,0.02,0.02,0.03
"2890",0,0.07,0.01,0.7,0,0,0.01,0.06,0.02,0.04
"2891",0,0.08,0,0.3,0,0,0,0,0,0
"2893",0.02,0.03,0.12,0.12,0,0.12,0.21,0.15,0,0.2
"2894",0,0.03,0.25,0.3,0,0.65,0.1,0.04,0.01,0.03
"2895",0,0.12,0,0,0,0.04,0.02,0.03,0,0.04
"2896",0,0.11,0.01,0.17,0,0.01,0.03,0.08,0.07,0.04
"2897",0,0.07,0.01,0.02,0,0.01,0.02,0.02,0,0.03
"2898",0,0.04,0.01,0.01,0,0,0.02,0.04,0,0.06
"2899",0,0.11,0.01,0.08,0,0,0.01,0.06,0,0.05
"2900",0,0.01,0.04,0.01,0,0.14,0.01,0.01,0,0.01
"2901",0,0.71,0,0,0,0,0.01,0.04,0,0.05
"2902",0,0.78,0,0.02,0,0,0.01,0.08,0,0.06
"2904",0,0.14,0.01,0.06,0,0,0.01,0.02,0.01,0.01
"2905",0,0.03,0.02,0.04,0,0.03,0.07,0.04,0.01,0.01
"2907",0,0.15,0.01,0.01,0,0,0.07,0.01,0,0.02
"2908",0,0.04,0.01,0.01,0,0,0.01,0,0,0.01
"2909",0,0.09,0,0.61,0,0,0,0.04,0.03,0
"2912",0,0.32,0.01,0.12,0,0,0.02,0.07,0.02,0.05
"2913",0,0.05,0,0.03,0,0,0.02,0.02,0.01,0.02
"2914",0,0.07,0,0.11,0,0,0.02,0.02,0,0.01
"2915",0,0.3,0.03,0.02,0,0.01,0.05,0.09,0.01,0.1
"2916",0,0.09,0,0.01,0,0,0.01,0.01,0,0.02
"2917",0,0.1,0.01,0.01,0,0,0.02,0,0,0.02
"2918",0,0.98,0,0.02,0,0,0.02,0.02,0,0.04
"2919",0,0.16,0,0,0,0,0.01,0.01,0,0.01
"2920",0,0.16,0,0.01,0,0,0.02,0.01,0,0
"2921",0,0.02,0,0.02,0,0,0,0,0,0
"2922",0,0.17,0.01,0.02,0,0,0.01,0.01,0,0.02
"2923",0,0.15,0,0.11,0,0,0.01,0.08,0.02,0.04
"2924",0,0.19,0.02,0.02,0,0,0.02,0.03,0.01,0.02
"2925",0,0.2,0.01,0.06,0,0,0.04,0.04,0.01,0.09
"2926",0,0.04,0.03,0.01,0,0.07,0.02,0.01,0.01,0.01
"2928",0,0.17,0.02,0.04,0.01,0.02,0.05,0.02,0,0.02
"2929",0,0.01,0.02,0.03,0.24,0.26,0.02,0.05,0.02,0.01
"2931",0,0.17,0,0.02,0,0,0,0.01,0,0.01
"2933",0,0.25,0,0.2,0,0,0.01,0.15,0,0.2
"2934",0.01,0.29,0.01,0.27,0,0,0.03,0.02,0,0.08
"2935",0.01,0.02,0.69,0.32,0,0.87,0.04,0.01,0.02,0
"2936",0.01,0.06,0.02,0.06,0,0.02,0.94,0.04,0.01,0.07
"2937",0,0.26,0.02,0.06,0,0.01,0.04,0.06,0.01,0.01
"2939",0,0.09,0,0,0,0,0.01,0.01,0,0.01
"2940",0,0.15,0,0.02,0,0,0.02,0,0,0.01
"2941",0,0.11,0.15,0.05,0.02,0.15,0.01,0.01,0.02,0.01
"2942",0,0.1,0,0.02,0,0,0.02,0,0,0.02
"2945",0,0.07,0.01,0.01,0,0,0.02,0.02,0,0.01
"2946",0,0.3,0.02,0.06,0,0.01,0.04,0.04,0.01,0.02
"2947",0.03,0.12,0.15,0.09,0.02,0.15,0.18,0.05,0.01,0.03
"2948",0,0.01,0.1,0.02,0,0.28,0.01,0.02,0.01,0.01
"2949",0,0.2,0.01,0.12,0,0,0.02,0.1,0.01,0.09
"2951",0,0.15,0.02,0.14,0,0.02,0.23,0.23,0,0.1
"2952",0,0.21,0.01,0.02,0,0,0.03,0.04,0.01,0.02
"2953",0,0.21,0.03,0.01,0,0,0.04,0.02,0,0.03
"2954",0,0.03,0.01,0.08,0,0,0.03,0.03,0.13,0.04
"2955",0,0.05,0,0.05,0,0,0.04,0.04,0.01,0.03
"2956",0,0.12,0.15,0.03,0,0.08,0.12,0.09,0.01,0.06
"2957",0,0.04,0.31,0.25,0.14,0.77,0.09,0.09,0.02,0.12
"2958",0,0.19,0,0.1,0,0,0.01,0.13,0,0.61
"2962",0,0.13,0.01,0.01,0,0,0.04,0.01,0,0.03
"2963",0,0.03,0.15,0.12,0.05,0.07,0.03,0.05,0.04,0.02
"2965",0,0.12,0,0.04,0,0,0.01,0.01,0,0.04
"2966",0,0.07,0,0.01,0,0,0.03,0.41,0.01,0.24
"2967",0,0.06,0.03,0.09,0,0.09,0.03,0.02,0.01,0.01
"2968",0,0.07,0,0.01,0,0,0.01,0.01,0.01,0.01
"2969",0,0.07,0,0,0,0,0.01,0.01,0,0.04
"2972",0,0.11,0,0,0,0,0.01,0,0,0
"2975",0,0.11,0,0.01,0,0,0.03,0,0,0.01
"2976",0,0.04,0,0.25,0,0,0.02,0.27,0,0.03
"2977",0.01,0.12,0.22,0.27,0.04,0.3,0.05,0.05,0.02,0.05
"2978",0,0.26,0.05,0.27,0,0.01,0.08,0.32,0.03,0.1
"2979",0,0.11,0,0.02,0,0,0.02,0.01,0,0.02
"2981",0,0.1,0,0,0,0,0,0.31,0,0.34
"2982",0,0.06,0,0.01,0,0,0.03,0.04,0.17,0.01
"2984",0,0.03,0,0.22,0,0,0,0,0,0
"2985",0,0.95,0,0.14,0,0,0,0.02,0,0.01
"2990",0.04,0.01,0.31,0.15,0.51,0.49,0.39,0.01,0,0
"2991",0,0.02,0,0.02,0,0,0.03,0.07,0.01,0.08
"2993",0,0.01,0,0.01,0,0,0,0,0,0
"2995",0,0.11,0.01,0.01,0,0,0.02,0.05,0,0.17
"2996",0,0.01,0.01,0,0,0,0,0,0,0
"2998",0,0.02,0.04,0.01,0,0.16,0.02,0.01,0.01,0.01
"2999",0,0.18,0.05,0.02,0,0,0.04,0.02,0.01,0.02
"3000",0,0.07,0.01,0.02,0,0.09,0.07,0.04,0.01,0.09
"3001",0,0.09,0.01,0.08,0.01,0.04,0.01,0.03,0.03,0.11
"3002",0,0.04,0,0.15,0,0.04,0.01,0.06,0.06,0.01
"3004",0,0.18,0,0.02,0,0,0.01,0,0,0.01
"3006",0,0.12,0.03,0.18,0,0.01,0.01,0.02,0.05,0.01
"3009",0,0.16,0,0.03,0.01,0,0.02,0.3,0,0.14
"3011",0,0.02,0,0.06,0,0,0,0,0,0
"3012",0,0.08,0.13,0.03,0,0.29,0.12,0.03,0.03,0.02
"3013",0,0.05,0.19,0.2,0,0.12,0.03,0.01,0,0.05
"3014",0,0.22,0.02,0.04,0,0,0.06,0.04,0,0.04
"3016",0,0.13,0.01,0.01,0,0,0.03,0.12,0,0.14
"3017",0,0.09,0.01,0.03,0,0,0.05,0.12,0.01,0.22
"3018",0,0.28,0.01,0.08,0,0,0.02,0.04,0,0.02
"3019",0,0.92,0.01,0.07,0,0,0.02,0.12,0,0.07
"3021",0,0.11,0,0.36,0,0,0.01,0.03,0,0.03
"3022",0,0.15,0.02,0.04,0,0,0.01,0.02,0,0.03
"3023",0,0.09,0.02,0.02,0,0.01,0.03,0.02,0,0.01
"3026",0,0.17,0.05,0.01,0,0,0.01,0.01,0,0.06
"3027",0,0.31,0,0.02,0,0,0.03,0.08,0.01,0.17
"3028",0,0.99,0,0,0,0,0.01,0,0,0
"3029",0,0.94,0,0.09,0,0,0.01,0.06,0,0.2
"3030",0.01,0.14,0.06,0.31,0,0.03,0.04,0.09,0.03,0.15
"3031",0,0.01,0.01,0.12,0,0,0,0,0,0
"3032",0,0.02,0.01,0.06,0,0.01,0.2,0.05,0,0.01
"3034",0,0.09,0,0.03,0,0,0.03,0.02,0.01,0.03
"3037",0,0.03,0.02,0.02,0,0.15,0,0,0,0
"3038",0,0.07,0.02,0.1,0,0.02,0.01,0.02,0.02,0.02
"3039",0,0.02,0,0.01,0,0,0.01,0.24,0,0
"3040",0,0.14,0.01,0.13,0.01,0.03,0.02,0.16,0.04,0.39
"3041",0,0.07,0.09,0.03,0,0.02,0.22,0.16,0.08,0.12
"3043",0,0.23,0.01,0.09,0,0,0.01,0.03,0,0.03
"3045",0,0.48,0,0.02,0,0,0.02,0.02,0,0.02
"3048",0,0.17,0,0.01,0,0,0.01,0.01,0,0.05
"3049",0,0.17,0.01,0.44,0,0.03,0.04,0.04,0.08,0.06
"3050",0,0.02,0.07,0.02,0,0.36,0.01,0,0.01,0.01
"3051",0,0.01,0,0,0,0,0,0,0,0
"3052",0,0.04,0,0,0,0,0,0,0,0
"3053",0,0.01,0,0.02,0,0,0,0,0,0
"3054",0,0.03,0.08,0.03,0,0.35,0.01,0,0,0
"3055",0,0.16,0.01,0.09,0,0.01,0.02,0.03,0,0.03
"3056",0,0.11,0.02,0.21,0.01,0.04,0.02,0.05,0.06,0.02
"3058",0,0.02,0,0.09,0,0.01,0,0,0,0
"3059",0,0.28,0,0.08,0,0.01,0.01,0.13,0,0.07
"3060",0,0.02,0,0,0,0,0,0,0,0
"3061",0,0.01,0,0.05,0,0,0,0,0,0
"3063",0,0.26,0,0.02,0,0,0.01,0.02,0,0.02
"3064",0,0.02,0,0.01,0,0.01,0,0,0,0
"3065",0,0.02,0,0,0,0,0,0,0,0
"3067",0,0.15,0,0.04,0,0,0.02,0.02,0,0.03
"3068",0,0.62,0.05,0.07,0,0.01,0.08,0.09,0.01,0.08
"3071",0.36,0.23,0.09,0.12,0.01,0.05,0.26,0.15,0.03,0.1
"3074",0,0.04,0,0.01,0,0,0.01,0.01,0,0
"3078",0,0.03,0,0.18,0,0,0,0,0,0.01
"3079",0,0.18,0.01,0.03,0,0,0.01,0.05,0,0.03
"3081",0,0.25,0.01,0.2,0,0.03,0.1,0.06,0,0.07
"3082",0,0.06,0,0,0.01,0,0.03,0.1,0.01,0.06
"3083",0,0.1,0.02,0.2,0.01,0.03,0.04,0.28,0.05,0.13
"3084",0,0.13,0.01,0.14,0,0,0.03,0.15,0.01,0.19
"3085",0.04,0.04,0.01,0.05,0.05,0.05,0.24,0.02,0.01,0
"3086",0,0.01,0.03,0.08,0.01,0.06,0.01,0.02,0.09,0
"3087",0,0.03,0.01,0.01,0,0.06,0,0,0,0.01
"3094",0,0.73,0.01,0,0,0,0,0.01,0,0.01
"3095",0.03,0.02,0.22,0.07,0.17,0.05,0.49,0.15,0.01,0.01
"3099",0,0.04,0,0.02,0,0,0.03,0.3,0.31,0.36
"3100",0,0.11,0.01,0.04,0.01,0,0.04,0.16,0.01,0.11
"3102",0,0.13,0.03,0.08,0.01,0.01,0.07,0.13,0.06,0.08
"3105",0,0.04,0,0.13,0,0,0,0.02,0.02,0.01
"3114",0,0.11,0,0.07,0,0,0.01,0.55,0.01,0.23
"3115",0,0.06,0.02,0.1,0,0.18,0,0.06,0,0.03
"3118",0,0.13,0.09,0.04,0.01,0.14,0.1,0.41,0.1,0.03
"3119",0,0,0,0,0,0,0,0.02,0,0
"3121",0,0.08,0,0.32,0.01,0,0.01,0.12,0.07,0.06
"3123",0,0.11,0.03,0.4,0,0.07,0.02,0.01,0.04,0.04
"3126",0,0.02,0.07,0.03,0,0.08,0.06,0.02,0.01,0.02
"3128",0.01,0.09,0.29,0.5,0.03,0.1,0.02,0.04,0.02,0.01
"3129",0,0.07,0.24,0.06,0,0.33,0.01,0.08,0.02,0.01
"3131",0,0.07,0.01,0.01,0,0.01,0.01,0.01,0,0.01
"3145",0,0.01,0,0,0,0,0,0,0,0
"3146",0,0,0,0,0,0,0,0.02,0,0
"3147",0,0.17,0,0.03,0.01,0,0.01,0.07,0.23,0.03
"3149",0,0.07,0,0.12,0,0,0.01,0.08,0.1,0.1
"3156",0,0.03,0.01,0.02,0,0.06,0,0.01,0,0
"3162",0,0.76,0.01,0.24,0,0,0,0,0,0
"3163",0,0.3,0.01,0.41,0,0.01,0,0,0.01,0.01
"3168",0,0.06,0,0.01,0,0,0,0.02,0,0.01
"3169",0,0.24,0,0.03,0,0,0.01,0.15,0.16,0.04
"3171",0,0.06,0.01,0.01,0,0,0.01,0.47,0.09,0.06
"3174",0,0.16,0.01,0.21,0.01,0.01,0.01,0.1,0.05,0.18
