featureID,important_org,N,N/C,AI-mod,O,DBE,DBE/C
2621,not,1,0.055555556,0.34375,2,7,0.388888889
2622,not,3,0.25,0,5,3.5,0.291666667
2623,not,1,0.0625,0.038461538,4,3,0.1875
2624,not,3,0.230769231,0,3,4,0.307692308
2625,not,1,0.058823529,0,3,1,0.058823529
2626,not,1,0.5,0,10,2,1
2627,not,0,0,0.379310345,5,8,0.470588235
2628,not,0,0,0.1875,4,5,0.277777778
2629,not,0,0,0.230769231,6,6,0.375
2630,not,2,0.133333333,0.238095238,5,6,0.4
2631,not,1,0.066666667,0.227272727,6,6,0.4
2632,not,1,0.055555556,0.233333333,4,6,0.333333333
2633,not,0,0,0.285714286,6,7,0.411764706
2634,not,1,0.058823529,0,5,3,0.176470588
2635,not,1,0.052631579,0,3,0,0
2636,not,0,0,0.4,4,9,0.5
2637,not,1,0.055555556,0,4,0,0
2638,not,0,0,0.090909091,5,4,0.210526316
2639,not,1,0.076923077,0,9,1,0.076923077
2640,not,1,0.058823529,0.115384615,6,5,0.294117647
2641,not,1,0.05,0.205882353,4,6,0.3
2642,not,2,0.117647059,0.25,6,7,0.411764706
2643,not,0,0,0.1875,6,6,0.315789474
2645,not,0,0,0.25,4,7,0.318181818
2646,not,0,0,0,7,0,0
2647,not,0,0,0.178571429,6,6,0.333333333
2648,not,5,0.3125,0,5,5,0.3125
2649,not,1,0.047619048,0.342857143,5,9,0.428571429
2650,not,5,0.294117647,0.19047619,3,6,0.352941176
2651,not,0,0,0.277777778,4,8,0.380952381
2652,not,1,0.043478261,0.475,4,12,0.52173913
2653,not,3,0.166666667,0.208333333,6,7,0.388888889
2654,not,0,0,0,6,0,0
2655,not,0,0,0.314285714,5,9,0.428571429
2656,not,0,0,0.257142857,7,8,0.380952381
2657,not,1,0.043478261,0,4,2,0.086956522
2658,not,1,0.04,0.222222222,3,7,0.28
2659,not,0,0,0.411764706,8,11,0.523809524
2660,not,5,0.227272727,0.451612903,1,10.5,0.477272727
2661,not,1,0.0625,0,11,1,0.0625
2662,not,6,0.375,0,5,4,0.25
2663,not,0,0,0.222222222,8,8,0.363636364
2664,not,4,0.2,0,5,-0.5,-0.025
2665,not,1,0.058823529,0,11,1,0.058823529
2666,not,6,0.285714286,0,4,4,0.19047619
2667,not,5,0.227272727,0.586206897,3,13,0.590909091
2668,not,2,0.090909091,0.466666667,10,13,0.590909091
2669,important,1,0.043478261,0.411764706,4,11,0.47826087
2670,not,4,0.173913043,0,5,4,0.173913043
2671,not,5,0.227272727,0,8,4,0.181818182
2672,not,5,0.208333333,0,5,5,0.208333333
2674,not,4,0.153846154,0,6,5,0.192307692
2675,not,8,0.347826087,0.818181818,8,17,0.739130435
2676,not,2,0.055555556,0,2,2,0.055555556
2677,not,1,0.032258065,0,8,4,0.129032258
2678,not,2,0.055555556,0,2,2,0.055555556
2679,not,10,0.333333333,0.135135135,3,9,0.3
2680,not,1,0.04,0,15,1,0.04
2681,not,11,0.611111111,0,9,9,0.5
2682,not,2,0.060606061,0.245283019,5,12,0.363636364
2683,not,4,0.129032258,0,7,5,0.161290323
2684,not,10,0.344827586,0.125,6,10,0.344827586
2685,not,1,0.028571429,0.4,4,16.5,0.471428571
2687,not,8,0.275862069,0,11,6,0.206896552
2688,not,5,0.135135135,0,9,4,0.108108108
2693,not,1,0.111111111,0.133333333,1,2,0.222222222
2694,not,0,0,0.2,4,3,0.428571429
2696,not,4,0.5,1,0,6,0.75
2697,not,4,0.5,1,0,6,0.75
2698,not,2,0.285714286,1,2,6,0.857142857
2699,not,4,0.444444444,0.9,0,6.5,0.722222222
2700,not,4,0.444444444,0.9,0,6.5,0.722222222
2701,not,0,0,0.391304348,1,5,0.416666667
2702,not,2,0.222222222,0.666666667,2,6,0.666666667
2703,not,4,0.5,1,1,6,0.75
2704,not,4,0.5,1,1,6,0.75
2705,not,0,0,0.4,2,5,0.454545455
2706,not,2,0.222222222,0.583333333,2,5.5,0.611111111
2707,not,4,0.5,0.714285714,1,5,0.625
2708,not,1,0.111111111,0.461538462,3,5,0.555555556
2709,not,2,0.2,0.2,1,3,0.3
2710,not,3,0.375,0.375,2,4,0.5
2711,not,1,0.1,0.1875,2,3,0.3
2712,not,1,0.090909091,0.722222222,2,8,0.727272727
2713,not,1,0.1,0.8,3,8,0.8
2714,not,1,0.090909091,0.5,2,6,0.545454545
2715,not,0,0,0.363636364,2,5,0.416666667
2716,not,2,0.2,0.5,2,5.5,0.55
2717,not,0,0,0.368421053,3,5,0.454545455
2718,not,0,0,0.368421053,3,5,0.454545455
2719,not,1,0.090909091,0.277777778,2,4,0.363636364
2720,not,2,0.2,0.285714286,2,4,0.4
2721,not,2,0.2,0,2,2,0.2
2722,not,2,0.2,0,2,2,0.2
2723,not,1,0.1,0,3,2,0.2
2724,not,1,0.090909091,0,2,1,0.090909091
2725,not,2,0.222222222,0,3,2,0.222222222
2726,not,1,0.083333333,0.55,2,7,0.583333333
2727,not,2,0.181818182,0.625,2,7,0.636363636
2728,not,0,0,0.416666667,2,6,0.461538462
2729,not,1,0.111111111,0,4,1,0.111111111
2730,not,2,0.2,0.538461538,3,6,0.6
2731,not,1,0.083333333,0.15,2,3,0.25
2732,not,0,0,0.222222222,4,4,0.363636364
2733,not,0,0,0.222222222,4,4,0.363636364
2734,not,1,0.071428571,0.56,1,8,0.571428571
2735,not,1,0.090909091,0,3,2,0.181818182
2736,not,1,0.083333333,0,2,1,0.083333333
2738,not,0,0,0.391304348,3,6,0.461538462
2739,not,0,0,0.391304348,3,6,0.461538462
2740,not,0,0,0.391304348,3,6,0.461538462
2741,not,2,0.166666667,0.444444444,2,6,0.5
2742,not,1,0.076923077,0.318181818,2,5,0.384615385
2743,not,1,0.076923077,0.318181818,2,5,0.384615385
2744,not,1,0.076923077,0.227272727,2,4,0.307692308
2745,not,1,0.090909091,0.3125,4,5,0.454545455
2746,not,1,0.090909091,0.3125,4,5,0.454545455
2747,not,2,0.25,0,5,-0.5,-0.0625
2748,not,3,0.25,0.117647059,1,3,0.25
2749,not,0,0,0.2,4,4,0.333333333
2750,not,0,0,0.2,4,4,0.333333333
2751,not,2,0.166666667,0.111111111,2,3,0.25
2752,not,1,0.111111111,0,4,1,0.111111111
2753,not,1,0.066666667,0.518518519,1,8,0.533333333
2754,not,1,0.076923077,0.045454545,2,2,0.153846154
2755,not,3,0.25,0,1,2,0.166666667
2756,not,2,0.181818182,0.066666667,3,3,0.272727273
2757,not,1,0.0625,0.4,0,6.5,0.40625
2758,not,4,0.4,0.454545455,1,5,0.5
2759,not,2,0.181818182,0,3,2,0.181818182
2760,not,0,0,0.225806452,1,4,0.25
2762,not,1,0.111111111,0,6,2,0.222222222
2763,not,1,0.071428571,0.291666667,2,5,0.357142857
2764,not,0,0,0.363636364,4,6,0.461538462
2765,not,0,0,0.363636364,4,6,0.461538462
2766,not,0,0,0.363636364,4,6,0.461538462
2767,important,4,0.363636364,0.5,2,6,0.545454545
2768,not,4,0.363636364,0.5,2,6,0.545454545
2769,not,0,0,0.214285714,2,4,0.266666667
2770,not,1,0.076923077,0.285714286,3,5,0.384615385
2771,not,1,0.076923077,0.285714286,3,5,0.384615385
2772,not,1,0.076923077,0.285714286,3,5,0.384615385
2773,not,1,0.076923077,0.285714286,3,5,0.384615385
2774,not,0,0,0.272727273,4,5,0.384615385
2775,not,4,0.5,0,4,-0.5,-0.0625
2776,not,0,0,0.181818182,4,4,0.307692308
2777,not,1,0.0625,0,0,0,0
2778,not,2,0.166666667,0.058823529,3,3,0.25
2779,not,2,0.166666667,0.058823529,3,3,0.25
2780,not,1,0.083333333,0.055555556,4,3,0.25
2781,not,0,0,0.052631579,5,3,0.25
2782,not,3,0.25,0.235294118,1,4,0.333333333
2783,not,0,0,0,1,0.5,0.035714286
2784,not,4,0.333333333,0.714285714,2,8,0.666666667
2785,not,4,0.333333333,0.714285714,2,8,0.666666667
2786,not,0,0,0,5,2,0.166666667
2787,not,0,0,0,5,2,0.166666667
2788,not,0,0,0,3,0,0
2789,not,1,0.066666667,0.346153846,2,6,0.4
2790,not,4,0.333333333,0.571428571,2,7,0.583333333
2791,not,0,0,0.266666667,2,5,0.3125
2792,not,1,0.076923077,0.45,4,7,0.538461538
2793,not,1,0.076923077,0.045454545,2,2,0.153846154
2794,not,5,0.555555556,0,3,1,0.111111111
2795,not,4,0.363636364,0.636363636,1,7,0.636363636
2796,not,1,0.066666667,0.481481481,1,7.5,0.5
2797,not,0,0,0.333333333,4,6,0.428571429
2798,not,2,0.153846154,0.368421053,3,6,0.461538462
2799,not,4,0.333333333,0.428571429,2,6,0.5
2800,not,5,0.5,0.857142857,3,7,0.7
2801,not,4,0.363636364,0.454545455,3,6,0.545454545
2802,not,0,0,0.25,4,5,0.357142857
2803,not,2,0.181818182,0,3,2,0.181818182
2804,not,0,0,0,6,0,0
2805,not,1,0.166666667,3,5,6,1
2806,not,1,0.055555556,0.382352941,0,7,0.388888889
2807,not,3,0.272727273,0.166666667,4,4.5,0.409090909
2808,not,3,0.25,0,3,3,0.25
2809,not,3,0.230769231,0.764705882,3,9.5,0.730769231
2810,not,13,6.5,0,1,2.5,1.25
2811,not,0,0,0.461538462,4,8,0.533333333
2812,not,0,0,0,4,0,0
2813,not,1,0.066666667,0.32,3,6,0.4
2814,not,1,0.0625,0.25,2,5,0.3125
2815,not,1,0.0625,0.25,2,5,0.3125
2816,not,5,0.416666667,0.5,2,6.5,0.541666667
2817,not,1,0.071428571,0.318181818,4,6,0.428571429
2818,not,1,0.066666667,0.24,3,5,0.333333333
2819,not,0,0,0.304347826,5,6,0.428571429
2820,not,2,0.142857143,0.238095238,3,5,0.357142857
2821,not,0,0,0.172413793,3,4,0.25
2822,not,6,1,0,4,2.5,0.416666667
2823,not,0,0,0.432432432,1,8.5,0.447368421
2824,not,0,0,0.217391304,5,5,0.357142857
2825,not,1,0.066666667,0.384615385,2,6.5,0.433333333
2827,not,1,0.055555556,0.363636364,1,7,0.388888889
2828,not,1,0.066666667,0,3,2,0.133333333
2829,not,2,0.2,0,4,0,0
2830,not,2,0.133333333,0.47826087,3,8,0.533333333
2831,not,0,0,0,5,1.5,0.107142857
2832,not,3,0.230769231,0,3,1,0.076923077
2833,not,1,0.2,0,2,4.5,0.9
2834,not,0,0,0.44,5,8,0.533333333
2835,not,0,0,0.357142857,4,7,0.4375
2836,not,0,0,0.290322581,3,6,0.352941176
2837,not,1,0.076923077,0.15,4,4,0.307692308
2839,not,4,0.333333333,0.666666667,2,8,0.666666667
2840,not,1,0.083333333,0,4,1,0.083333333
2841,not,0,0,0.28,5,6,0.4
2842,not,4,0.307692308,0.333333333,3,6,0.461538462
2843,not,4,0.307692308,0.333333333,3,6,0.461538462
2844,important,4,0.307692308,0.333333333,3,6,0.461538462
2846,not,1,0.0625,0.148148148,3,4,0.25
2847,not,0,0,0.2,5,5,0.333333333
2848,not,1,0.052631579,0,0,0,0
2849,not,0,0,0.071428571,4,3,0.1875
2850,not,3,0.2,0,2,2.5,0.166666667
2851,not,0,0,0.333333333,3,7,0.388888889
2852,not,2,0.133333333,0.454545455,4,8,0.533333333
2853,not,0,0,0,5,1,0.066666667
2854,not,1,0.055555556,0.21875,2,5,0.277777778
2855,not,1,0.055555556,0.21875,2,5,0.277777778
2857,not,4,0.307692308,0.571428571,2,8,0.615384615
2858,not,0,0,0.333333333,5,7,0.4375
2860,not,5,0.5,0,5,2,0.2
2861,not,1,0.058823529,0.206896552,3,5,0.294117647
2863,not,1,0.0625,0,2,0,0
2864,not,0,0,0,5,0,0
2865,not,4,0.363636364,0,5,-0.5,-0.045454545
2866,not,1,0.05,0,0,0,0
2867,not,2,0.142857143,0,3,0,0
2868,not,0,0,0.066666667,4,3,0.176470588
2870,not,1,0.055555556,0,2,1,0.055555556
2872,not,4,0.285714286,0.222222222,2,5,0.357142857
2873,not,0,0,0.263157895,2,6,0.3
2874,not,1,0.055555556,0,0,0.5,0.027777778
2875,not,0,0,0.210526316,2,5,0.25
2877,not,0,0,0.25,4,6,0.333333333
2878,not,1,0.058823529,0.25,4,6,0.352941176
2879,not,1,0.071428571,0,4,1,0.071428571
2880,not,1,0.05,0.108108108,1,3,0.15
2881,not,0,0,0.24137931,5,6,0.352941176
2882,not,0,0,0.1875,4,5,0.277777778
2883,not,0,0,0.142857143,3,4,0.210526316
2884,not,2,0.133333333,0.285714286,5,6.5,0.433333333
2885,not,3,0.1875,0.173913043,3,5,0.3125
2886,not,5,0.416666667,0,4,0,0
2887,not,1,0.055555556,0.6,4,11.5,0.638888889
2888,not,0,0,0.172413793,5,5,0.294117647
2889,not,4,0.333333333,0,5,-0.5,-0.041666667
2890,not,3,0.176470588,0.038461538,2,3,0.176470588
2891,not,1,0.047619048,0,0,0,0
2892,not,4,0.333333333,0.6,2,7,0.583333333
2893,not,4,0.333333333,0.6,2,7,0.583333333
2894,not,6,0.5,0.25,2,6,0.5
2895,not,2,0.142857143,0,2,1,0.071428571
2896,not,2,0.117647059,0.037037037,3,3,0.176470588
2897,not,0,0,0.028571429,3,2,0.105263158
2898,not,0,0,0.028571429,3,2,0.105263158
2899,not,2,0.105263158,0,1,1,0.052631579
2900,not,4,0.363636364,0,6,-0.5,-0.045454545
2901,not,1,0.05,0.361111111,2,8,0.4
2902,not,1,0.05,0.361111111,2,8,0.4
2904,not,1,0.052631579,0,2,1,0.052631579
2905,not,4,0.333333333,0.2,4,6,0.5
2906,not,0,0,0.266666667,4,6,0.352941176
2907,not,0,0,0.351351351,3,8,0.4
2908,not,0,0,0.3,2,7,0.333333333
2909,not,4,0.266666667,0,3,2,0.133333333
2910,not,7,0.5,0.75,2,9,0.642857143
2911,not,4,0.307692308,0,5,3.5,0.269230769
2912,not,1,0.05,0.25,2,6,0.3
2913,not,0,0,0,4,0.5,0.027777778
2914,not,0,0,0,4,0.5,0.027777778
2915,not,2,0.117647059,0.384615385,4,8,0.470588235
2916,not,0,0,0.294117647,4,7,0.368421053
2917,not,0,0,0.294117647,4,7,0.368421053
2918,not,1,0.047619048,0.153846154,1,4,0.19047619
2919,not,0,0,0.290322581,5,7,0.388888889
2920,not,0,0,0.189189189,3,5,0.25
2921,not,1,0.066666667,0,6,0,0
2922,not,1,0.047619048,0.051282051,1,2,0.095238095
2923,not,2,0.125,0.217391304,5,6,0.375
2924,not,0,0,0.117647059,4,4,0.210526316
2925,not,1,0.055555556,0.1,4,4,0.222222222
2926,not,4,0.307692308,0,5,-0.5,-0.038461538
2928,not,0,0,0.058823529,4,3,0.157894737
2929,not,4,0.5,0,10,3,0.375
2930,not,2,0.133333333,0.454545455,4,8,0.533333333
2931,not,0,0,0.388888889,4,9,0.45
2932,not,4,0.25,0.272727273,2,6,0.375
2933,not,1,0.05,0.342857143,3,8,0.4
2934,not,1,0.058823529,0,5,3,0.176470588
2935,not,9,0.692307692,0,1,3,0.230769231
2936,not,4,0.333333333,0.111111111,5,6,0.5
2937,not,0,0,0,7,3,0.1875
2939,not,0,0,0.333333333,6,8,0.444444444
2940,not,0,0,0.272727273,5,7,0.368421053
2941,not,4,0.25,0,3,-0.5,-0.03125
2942,not,0,0,0.259259259,7,7,0.411764706
2943,not,10,0.909090909,0,3,8,0.727272727
2944,not,4,0.25,0.25,2,6,0.375
2945,not,0,0,0.151515152,5,5,0.263157895
2946,not,0,0,0.133333333,6,5,0.277777778
2947,not,5,0.3125,0,3,4,0.25
2948,not,4,0.307692308,0,6,-0.5,-0.038461538
2949,not,1,0.052631579,0.03125,4,3,0.157894737
2950,not,8,0.615384615,2.333333333,4,13,1
2951,not,4,0.25,0.789473684,5,12,0.75
2952,not,0,0,0.066666667,6,4,0.222222222
2953,not,0,0,0.317073171,3,8,0.363636364
2954,not,2,0.117647059,0,5,3,0.176470588
2955,not,1,0.058823529,0,4,3,0.176470588
2956,not,4,0.25,0.142857143,3,5,0.3125
2957,not,5,0.384615385,0,6,4,0.307692308
2958,not,1,0.05,0.264705882,4,7,0.35
2962,not,0,0,0.210526316,4,6,0.285714286
2963,not,5,0.357142857,0,5,2,0.142857143
2965,not,0,0,0.157894737,4,5,0.238095238
2966,not,1,0.05,0.088235294,4,4,0.2
2967,not,4,0.266666667,0,5,-0.5,-0.033333333
2968,not,1,0.045454545,0.025,2,2,0.090909091
2969,not,0,0,0.172413793,7,6,0.333333333
2972,not,0,0,0.35,4,9,0.409090909
2973,not,1,0.047619048,0.361111111,4,9,0.428571429
2974,not,4,0.307692308,0,7,-0.5,-0.038461538
2975,not,0,0,0.3,4,8,0.363636364
2976,not,2,0.095238095,0.314285714,3,8,0.380952381
2977,not,6,0.4,0,4,4,0.266666667
2978,not,2,0.095238095,0.314285714,3,8,0.380952381
2979,not,0,0,0.255813953,3,7,0.304347826
2981,not,1,0.047619048,0.25,4,7,0.333333333
2982,not,1,0.055555556,0,6,2,0.111111111
2983,not,1,0.052631579,0,3,1,0.052631579
2984,not,1,0.05,0,4,0,0
2985,important,2,0.117647059,0.47826087,7,10,0.588235294
2986,not,4,0.266666667,0,2,3,0.2
2989,not,1,0.052631579,0.3,6,8,0.421052632
2990,not,5,0.357142857,0,6,3,0.214285714
2991,not,1,0.058823529,0,7,2,0.117647059
2992,not,0,0,0.476190476,4,12,0.52173913
2993,not,1,0.055555556,0,6,0,0
2994,not,0,0,0.547169811,1,15,0.555555556
2995,not,1,0.04,0.29787234,1,8,0.32
2996,not,1,0.04,0,0,0,0
2998,not,4,0.266666667,0,6,-0.5,-0.033333333
2999,not,0,0,0.333333333,4,9,0.391304348
3000,not,3,0.1875,0,5,1.5,0.09375
3001,not,5,0.294117647,0,4,4,0.235294118
3002,not,4,0.285714286,0,7,-0.5,-0.035714286
3003,not,8,0.666666667,0,5,-0.5,-0.041666667
3004,not,0,0,0.388888889,6,10,0.476190476
3005,not,4,0.19047619,0.3125,2,8,0.380952381
3006,not,2,0.1,0,4,2,0.1
3007,not,4,0.363636364,1.333333333,9,9,0.818181818
3008,not,4,0.285714286,0.166666667,4,6,0.428571429
3009,not,2,0.105263158,0.428571429,6,10,0.526315789
3010,not,1,0.045454545,0.236842105,4,7,0.318181818
3011,not,1,0.047619048,0,4,0,0
3012,not,4,0.235294118,0.090909091,4,5,0.294117647
3013,not,4,0.210526316,0,3,-0.5,-0.026315789
3014,not,0,0,0.222222222,6,7,0.333333333
3015,not,3,0.176470588,0,5,4,0.235294118
3016,not,1,0.047619048,0.171428571,5,6,0.285714286
3017,not,1,0.047619048,0.171428571,5,6,0.285714286
3018,not,0,0,0.166666667,6,6,0.285714286
3019,not,1,0.041666667,0.372093023,3,10,0.416666667
3020,not,3,0.230769231,0,10,3,0.230769231
3021,not,1,0.045454545,0,4,2,0.090909091
3022,not,0,0,0.317073171,5,9,0.391304348
3023,not,0,0,0.272727273,4,8,0.333333333
3024,not,8,0.666666667,0,6,0,0
3025,not,5,0.294117647,0,5,4,0.235294118
3026,not,0,0,0.268292683,5,8,0.347826087
3027,not,1,0.045454545,0.27027027,5,8,0.363636364
3028,not,0,0,0.181818182,4,6,0.25
3029,not,1,0.052631579,0.454545455,3,9.5,0.5
3030,not,1,0.043478261,0.175,4,6,0.260869565
3031,not,1,0.05,0,6,0,0
3032,not,4,0.235294118,0.368421053,3,9,0.529411765
3033,not,2,0.1,0.133333333,6,6,0.3
3034,not,1,0.045454545,0.054054054,5,4,0.181818182
3036,not,6,0.315789474,0.166666667,2,6,0.315789474
3037,not,4,0.266666667,0,8,-0.5,-0.033333333
3038,not,1,0.052631579,0,8,4,0.210526316
3039,not,1,0.066666667,0,5,2,0.133333333
3040,not,3,0.176470588,0,8,4,0.235294118
3041,not,3,0.136363636,0.205882353,4,7,0.318181818
3042,not,2,0.125,0,6,0,0
3043,not,0,0,0.2,6,7,0.304347826
3044,not,0,0,0.2,6,7,0.304347826
3045,not,0,0,0.235294118,8,8,0.380952381
3046,not,0,0,0,3,5,0.833333333
3047,not,4,0.235294118,0.222222222,4,8,0.470588235
3048,not,0,0,0.291666667,4,9,0.346153846
3049,not,2,0.086956522,0,4,3,0.130434783
3050,not,4,0.235294118,0,7,-0.5,-0.029411765
3051,not,0,0,0,8,0,0
3052,not,0,0,0,10,0,0
3053,not,1,0.058823529,0,10,0,0
3054,not,4,0.25,0,8,-0.5,-0.03125
3055,not,1,0.045454545,0,6,3,0.136363636
3056,not,5,0.263157895,0,5,3.5,0.184210526
3058,not,1,0.043478261,0,5,0,0
3059,not,2,0.090909091,0.235294118,6,8,0.363636364
3060,not,0,0,0,6,0,0
3061,not,1,0.045454545,0,6,0,0
3062,not,4,0.173913043,0.529411765,4,13,0.565217391
3063,not,0,0,0.028571429,7,4,0.19047619
3064,not,1,0.047619048,0,7,0,0
3065,not,0,0,0,8,0,0
3066,not,9,0.45,0.55,2,11,0.55
3067,not,0,0,0.276595745,5,9,0.346153846
3068,not,4,0.166666667,0.297297297,3,9,0.375
3069,not,5,0.3125,0.307692308,5,8,0.5
3070,not,4,0.235294118,0,8,-0.5,-0.029411765
3071,not,4,0.166666667,0.243243243,3,8,0.333333333
3072,not,1,0.041666667,0.275,6,9,0.375
3073,not,6,0.375,0.285714286,6,8,0.5
3074,not,0,0,0,9,4,0.210526316
3075,not,4,0.181818182,0.161290323,5,7,0.318181818
3076,not,5,0.3125,0,7,4,0.25
3077,not,9,0.473684211,0.117647059,3,7,0.368421053
3078,not,1,0.045454545,0,7,0,0
3079,not,0,0,0.157894737,8,7,0.304347826
3080,not,1,0.043478261,0.135135135,5,6,0.260869565
3081,not,1,0.043478261,0.108108108,7,6,0.260869565
3082,not,1,0.04,0.046511628,5,4,0.16
3083,not,2,0.086956522,0,6,4,0.173913043
3084,not,1,0.037037037,0.229166667,4,8,0.296296296
3085,not,4,0.222222222,0,6,-0.5,-0.027777778
3086,not,9,0.6,0,6,-0.5,-0.033333333
3087,not,4,0.235294118,0,9,-0.5,-0.029411765
3089,not,1,0.04,0.214285714,6,8,0.32
3090,not,3,0.15,0,8,4,0.2
3091,not,7,0.368421053,0.388888889,6,10,0.526315789
3092,not,8,0.470588235,0,3,6,0.352941176
3093,not,4,0.307692308,0,6,8,0.615384615
3094,not,0,0,0.189189189,9,8,0.347826087
3095,not,6,0.3,0.181818182,6,8,0.4
3097,not,0,0,0.36,5,11,0.578947368
3098,not,1,0.047619048,0.166666667,10,8,0.380952381
3099,not,1,0.041666667,0.051282051,7,5,0.208333333
3100,not,1,0.04,0.023809524,6,4,0.16
3101,not,6,0.285714286,0,5,5,0.238095238
3102,not,2,0.083333333,0,6,4,0.166666667
3103,not,6,0.272727273,0,4,4,0.181818182
3104,not,6,0.375,0,9,1,0.0625
3105,not,1,0.055555556,0,12,1,0.055555556
3106,not,3,0.166666667,0,8,0,0
3107,not,7,0.318181818,0.346153846,4,10,0.454545455
3108,not,7,0.318181818,0.346153846,4,10,0.454545455
3109,not,4,0.222222222,0,9,-0.5,-0.027777778
3111,not,3,0.142857143,0,8,4,0.19047619
3113,not,6,0.260869565,0.2,4,8,0.347826087
3114,not,1,0.037037037,0.127659574,5,6,0.222222222
3115,not,4,0.166666667,0,4,-0.5,-0.020833333
3116,not,9,0.692307692,0,7,-0.5,-0.038461538
3117,not,0,0,0.288135593,3,10,0.322580645
3118,not,6,0.285714286,0.166666667,6,8,0.380952381
3119,not,0,0,0,8,2,0.090909091
3121,not,4,0.166666667,0.028571429,5,5,0.208333333
3123,not,2,0.074074074,0,4,3,0.111111111
3126,not,5,0.217391304,0,5,5,0.217391304
3127,not,2,0.090909091,0,6,-0.5,-0.022727273
3128,not,5,0.208333333,0,4,4,0.166666667
3129,not,10,0.526315789,0,4,6,0.315789474
3131,not,0,0,0,8,4,0.16
3132,not,6,0.285714286,0,6,5,0.238095238
3133,not,1,0.037037037,0.239130435,6,9,0.333333333
3134,not,3,0.125,0,6,3,0.125
3138,not,4,0.16,0.189189189,5,8,0.32
3139,not,6,0.25,0.125,4,7,0.291666667
3141,not,2,0.071428571,0.041666667,4,4,0.142857143
3142,not,1,0.041666667,0,8,0,0
3143,not,0,0,0,14,8,1
3144,important,2,0.095238095,0.5,10,13,0.619047619
3145,not,0,0,0,9,0,0
3146,not,0,0,0,9,1,0.045454545
3147,not,4,0.166666667,0,6,5,0.208333333
3148,not,10,0.4,0.266666667,0,9,0.36
3149,not,1,0.038461538,0,7,4,0.153846154
3150,not,7,0.368421053,0,7,0,0
3151,not,0,0,0,8,1,0.041666667
3153,not,5,1.666666667,0,14,8,2.666666667
3154,not,1,0.04,0,8,4,0.16
3155,not,0,0,0.192307692,6,8,0.275862069
3156,not,4,0.210526316,0,10,-0.5,-0.026315789
3157,not,1,0.04,0,8,3,0.12
3158,not,4,0.166666667,0.028571429,5,5,0.208333333
3160,not,10,0.384615385,0.5,0,13,0.5
3161,not,6,0.230769231,0.135135135,3,7,0.269230769
3162,not,1,0.043478261,0,10,4,0.173913043
3163,not,1,0.043478261,0,10,4,0.173913043
3164,not,5,0.208333333,0,4,4,0.166666667
3165,not,6,0.260869565,0.214285714,6,9,0.391304348
3166,not,10,0.476190476,0.222222222,4,9,0.428571429
3167,not,0,0,0,11,3.5,0.152173913
3168,not,1,0.041666667,0,7,2,0.083333333
3169,not,3,0.107142857,0.065217391,4,5,0.178571429
3170,not,6,0.260869565,0.142857143,6,8,0.347826087
3171,not,2,0.071428571,0.063829787,5,5,0.178571429
3172,not,6,0.285714286,0.181818182,8,9,0.428571429
3173,not,6,0.285714286,0.181818182,8,9,0.428571429
3174,not,2,0.074074074,0.045454545,6,5,0.185185185
3176,not,5,0.2,0,5,5,0.2
3177,not,0,0,0,10,0,0
3178,not,10,0.384615385,0.25,0,9,0.346153846
3179,not,1,0.037037037,0,7,4,0.148148148
3180,not,1,0.037037037,0,7,4,0.148148148
3181,not,7,0.291666667,0,4,4,0.166666667
3182,not,0,0,0,10,1,0.045454545
3183,not,0,0,0.222222222,6,9,0.3
3184,not,5,0.217391304,0,7,5,0.217391304
3185,not,1,0.038461538,0,8,4,0.153846154
3186,not,5,0.2,0,5,3,0.12
3187,not,4,0.2,0,10,-0.5,-0.025
3188,not,3,0.125,0,8,4,0.166666667
3189,not,6,0.24,0.212121212,5,9,0.36
3190,not,0,0,0.322580645,4,12,0.363636364
3191,not,0,0,0.222222222,7,9,0.333333333
3192,not,9,0.45,0,5,6,0.3
3193,not,4,0.153846154,0,5,-0.5,-0.019230769
3194,not,6,0.333333333,0,11,6,0.333333333
3195,not,4,0.16,0,6,-0.5,-0.02
3196,not,2,0.071428571,0.043478261,6,5,0.178571429
3197,not,1,0.035714286,0.042553191,7,5,0.178571429
3198,not,0,0,0,4,2,0.066666667
3199,not,1,0.035714286,0,7,3,0.107142857
3200,not,6,0.260869565,0,7,5,0.217391304
3201,not,4,0.148148148,0.047619048,4,5,0.185185185
3202,not,1,0.047619048,0,13,1,0.047619048
3203,not,4,0.19047619,0,10,-0.5,-0.023809524
3204,not,8,0.266666667,0.720930233,1,20,0.666666667
3205,not,0,0,0.038461538,6,4,0.137931034
3206,not,5,0.2,0,5,5,0.2
3207,not,1,0.032258065,0.109090909,5,6,0.193548387
3208,not,1,0.032258065,0.109090909,5,6,0.193548387
3209,not,8,0.4,0,8,4,0.2
3210,not,4,0.153846154,0,6,-0.5,-0.019230769
3212,not,2,0.068965517,0.041666667,6,5,0.172413793
3214,not,6,0.230769231,0,5,4,0.153846154
3215,not,1,0.035714286,0,8,4,0.142857143
3216,not,1,0.035714286,0,8,4,0.142857143
3217,not,0,0,0.244897959,7,10,0.344827586
3219,not,11,0.578947368,0,7,6,0.315789474
3220,not,7,0.28,0.233333333,6,10,0.4
3221,not,7,0.368421053,0,10,0,0
3222,not,1,0.033333333,0.156862745,7,8,0.266666667
3223,not,1,0.037037037,0,9,3,0.111111111
