Taxonomy,CCE-P1706_139_D_I,CCE-P1706_140_D_I,CCE-P1706_145_D_I,CCE-P1706_146_D_I,CCE-P1706_47_D_I,CCE-P1706_49_D_I,CCE-P1706_59_D_I,CCE-P1706_61_D_I,CCE-P1706_71_D_I,CCE-P1706_73_D_I,Exp1_Pn-delicatissima_A_I,Exp1_Pn-delicatissima_A_II,Exp1_Pn-delicatissima_B_I,Exp1_Pn-delicatissima_B_II,Exp1_Pn-multiseries_A_I,Exp1_Pn-multiseries_A_II,Exp1_Pn-subpacifica_A_I,Exp1_Pn-subpacifica_A_II,Exp1_Pn-subpacifica_B_I,Exp1_Pn-subpacifica_B_II,Exp2_Pn-delicatissima_A_I,Exp2_Pn-delicatissima_B_I,Exp2_Pn-galaxiae_A_I,Exp2_Pn-galaxiae_B_I,Exp2_Pn-hasleana_A_I,Exp2_Pn-hasleana_B_I,Exp2_Pn-multiseries_A_I,Exp2_Pn-multiseries_B_I,Exp2_Pn-subpacifica_A_I,Exp2_Pn-subpacifica_B_I,Piers_Goleta_I_I,Piers_NewportBeach_I_I,Piers_NewportBeach_M_I,Piers_SantaMonica_I_I,Piers_Scripps_I_I,Piers_Scripps_M_I,Piers_StearnWharf_I_I
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum;7986,0.05319775900318834,0.04372984466192044,0.04629143240028848,0.043518170411635755,0.06322127570299911,0.05122775427718837,0.051977897199812474,0.050740480605191304,0.04678229998292648,0.046700051339803365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05335835091126688,0.12916121643319764,0.09601853252591148,0.07065571098577438,0.10376767060450828,0.1332532685398778,0.03419889746328906
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum;8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030742805443457952,0.03695351892046538,0.03392995695056672,0,0.03404508125001092,0.03487480042136563,0.022959743520968006
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum;uncultured bacterium;3192,0.03160884041764094,0.02512269834196435,0.022543445738747416,0,0.03239511321482828,0.027578421271338936,0.03334480446975706,0,0.024697308308776162,0.022621921573956583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024834405560062722,0.033682851022659915,0.035244391806653785,0.026328530253205973,0.030345178485395877,0.03743107166645129,0.01667119175313083
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum;uncultured bacterium;8885,0.030870551716906034,0.028487318757699602,0.023334824447594243,0.02272140555517276,0.029930259038143475,0.020483572854267388,0.027029030559178612,0,0.020509351012983713,0.020419828488248002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02873505918781273,0.05227207554765833,0.04174151646760859,0.039731381620344154,0.04864895347312674,0.04525684029171705,0.01723653169661419
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;SAR116 cluster alpha proteobacterium HIMB100;SAR116 cluster alpha proteobacterium HIMB100;10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006336076333792783,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;SAR116 cluster bacterium REDSEA-S10_B10N8;SAR116 cluster bacterium REDSEA-S10_B10N8;35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027802817863372957,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured alpha proteobacterium CHAB-III-8;uncultured alpha proteobacterium CHAB-III-8;10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019785550510877735,0,0,0,0.018814803543413524,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured alpha proteobacterium CHAB-III-8;uncultured alpha proteobacterium CHAB-III-8;8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019785550510877735,0,0,0.022183267297080308,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured bacterium ARCTIC09_D_04;uncultured bacterium ARCTIC09_D_04;10679,0,0,0.014757435147218573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured bacterium ARCTIC09_D_04;uncultured bacterium ARCTIC09_D_04;4643,0.033954211400626044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured bacterium ARCTIC09_D_04;uncultured bacterium ARCTIC09_D_04;5706,0.023192764715046613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured bacterium ARCTIC09_D_04;uncultured bacterium ARCTIC09_D_04;8600,0.0649321923953344,0.04226038526835103,0.038348948454865625,0.041027884645525536,0.049062512469966256,0.03866882843053013,0.04180435408658674,0.03168903078457837,0.03754446401474009,0.038701922254031206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03512476519866442,0.04625217467029841,0.04351963899078867,0.047670792649177195,0.060324011951091036,0.05564579188654057,0.022324681812527444
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured Oceanibaculum sp.;uncultured Oceanibaculum sp.;2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018743338589767806,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured Oceanibaculum sp.;uncultured Oceanibaculum sp.;8866,0.019600961622984893,0.016985074248006313,0.0229425451731526,0.02434667708686064,0.02478344587269802,0.023467393714024953,0.02391064576343037,0,0.02338474993052992,0.020878824304853733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027855871455294168,0.045374668513486184,0.038922689591129996,0.033038656829585546,0.03608362990622098,0.030894066593759165,0.022324681812527444
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured Rhodospirillales bacterium;uncultured Rhodospirillales bacterium;8949,0.009602003573780193,0,0.020870922595298772,0.013827057891708294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004459947221653016,0.060975801264496976,0.02166746027845331,0.01920101564789081,0.048812061343315075,0.043165592638050754,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;11344,0.028809553188178096,0.012738537697682819,0.022543445738747416,0.018028679992434456,0.02816760276499967,0.01145011480217019,0.021086760865485724,0.011202123532326943,0.015209661913401024,0.01946941952085435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009461086554022719,0.011853911703205832,0,0.009406098887586051,0.0154302125638487,0.019615889334539834,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;uncultured bacterium;uncultured bacterium;8525,0.016163035798291474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;10031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003922936338266389,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;10460,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004526941913501472,0,0,0.011908102534324012,0,0,0,0,0,0,0,0,0,0,0,0.01101288980594396,0,0,0,0,0.00543056033853306,0,0.005547884003847191,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;10474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031606978113679504,0.03013025181853784,0,0,0,0,0.03751299359941616,0.03467295365994384,0.024437346804618017,0.03154624426663656,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;10603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007022661236650611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;1068,0,0,0,0,0,0.008869143265935311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01698373322367987,0.021488190110020747,0.029382794688098943,0.026883008092150405,0.06201476964307799,0.055088753523413275,0.01957966582888361
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;11276,0.013001340795539065,0,0.013471552032709968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;11297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03141120279599979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008081176378495019,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021843666179924705,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008701290376886621,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;1781,0.01998918836691657,0,0.018569758572147578,0,0.010116936264616445,0,0,0,0,0.011517790908864926,0,0,0,0,0.051540967831334945,0.04540780667763457,0,0,0,0,0,0,0,0,0,0,0.045887889394536426,0.033172302621491276,0,0,0.007724906407000734,0.007083960546372799,0.02989398910793738,0.013302428782431059,0.07143828551005062,0.034430340530896233,0.014846613520116294
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;2256,0.13303444440987072,0.09480156150205479,0.12786229940557667,0.11384299876798232,0.09103594592178443,0.052243178732946954,0.08194851622866377,0.05575758173169631,0.03998793869421286,0.06534478594097666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13683788553538595,0.13948413533257967,0.17776362552908073,0.18460357358257296,0.1794837630560902,0.18586265141421698,0.1036458604229977
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009504193993527836,0.04846509390483451,0,0.017366315070405477,0.016175344747191026,0.014186385109677369
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008343866388503127,0.009504193993527836,0.011674123920611582,0,0.011268425299890316,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;3611,0.029599229733519212,0,0.03461490913348658,0.025119939407459477,0.025795648426761877,0,0.030351443454744654,0,0,0.02718919701361965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050578392929760255,0.08870755407467977,0.04605860286418621,0.056203461680813985,0.0711031117517453,0.07512063111226569,0.0363733114393733
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;3888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012978806700902323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;3952,0,0.004246077154196644,0.004259962834589132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;4012,0,0,0,0,0,0,0,0,0,0,0.12555057632281263,0.14821188065428112,0.12973168185794376,0.13118769711061512,0,0,0.2273383945595289,0.16264353378625698,0.18552584807478342,0.15250904762801043,0.17461562076655737,0.16688105669018852,0,0,0,0,0,0,0.07024169549610193,0.08508360824220235,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796789562818579,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028174194300665995,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006900381774704269,0.009609315560524157,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01174234629326219,0.010506447030896156,0,0,0,0,0,0,0,0,0,0,0,0.008735123719029368,0.015574892980798073,0.016060587784119347,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;4745,0.0055436625561740725,0.006004877942398495,0.0060245154375386965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008908401697282525,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019530209710808894,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019920845834785417,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;5491,0.03062050514814176,0.012009972425707675,0.01998226614536329,0.014501986874753297,0.017523645548802314,0,0.025826859450773273,0,0.014501792795478358,0.01741375815614805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01784067614667011,0,0.03137770134979541,0.022392535146150312,0.04681739585745248,0.05280210779599234,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03496575472504478,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;6013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005361795412693608
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;643,0.038616541555452286,0.015310000990116113,0.0159399481985107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;6963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008343866388503127,0.013441162413599298,0.027792920211156733,0.008586533128241251,0.025821528871570968,0.015194012739778476,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009053976601870172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;7411,0,0,0,0,0,0.005120557496684859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038912960718110266,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;7483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038912960718110266,0.010159772948960035,0.012598549144415383,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011583005423108904
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;7604,0,0,0,0,0,0,0,0,0,0,0,0,0.04238861763983218,0.04771223007080778,0,0,0,0,0,0,0,0,0.015866385651450727,0.01881078149514296,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;8752,0.010371375787376855,0.015310000990116113,0.00852000297838608,0.014501986874753297,0.018239266362942572,0.012543027144799958,0.014910039056860143,0.007921014678304417,0.013757560392383817,0.011517790908864926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016081208188675627,0.012269984841247457,0.03161822687441804,0.015833251764238485,0.055374481325754045,0.04822441469991734,0.016086002890804686
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031680222689031015,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031408257923054594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;10424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007724906407000734,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;4735,0.1756360465042915,0.15405556323669262,0.19051463015887196,0.15867609897707113,0.16282365513183877,0.12169028643971613,0.15051205345181615,0.11239532213115391,0.1159065223729714,0.1365622656448146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24490281791330434,0.2146087945027682,0.4282653206674988,0.29672799148020795,0.23695764917566076,0.3187892189149662,0.1922855097643638
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amylibacter;9717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041730959028196034,0.03292894867739721,0.07085502057106843,0.048894282015591616,0.0384288526158582,0.0529479051440433,0.031115608533166632
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans;1955,0,0,0.024100248902784217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039145745285004974,0.11354193999951108,0.046386660735948,0.05877403474767086,0.0685954861612863,0.07335207188655081,0.03142227409926808
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans;5005,0,0,0.010434893077300843,0.0043723742326897816,0.007153693219456895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans;7653,0.07618517009185705,0.03984215476571732,0.05219721762695727,0.04481836356407563,0.07123798011634064,0.03763697985980033,0.05228303278508805,0.033611996330355706,0.03210547686217838,0.0322899508651938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549228368120206,0.06672855300510139,0.09474074713156773,0.09237047611285676,0.07895932854613252,0.09387853578534673,0.035975604433299786
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ascidiaceihabitans;8033,0,0,0.009525681726467821,0.007573222582371389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;HIMB11;7006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02125330388793945,0.026680479785682713,0,0.04024633895284665,0.03465328191753113,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;HIMB11;9411,0,0,0,0,0,0,0,0,0,0,0,0,0.03727375296986056,0.03233435527896745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02028659769262316,0,0,0.025821528871570968,0.026897470725752215,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.;10304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024407808158582338,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.;8255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1081704040251087,0.09738988794764344,0.16170776753317,0.14499111328548375,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter;1458,0.003919951346941987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013769240194836614,0.014858633266838098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004459947221653016,0,0.008701290376886621,0,0,0,0.06378594547022746
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;Thalassobium sp. R2A62;7184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01920730332400549,0,0,0,0,0.017049268523241925,0.026517688583409957,0,0.0062816825687221816,0,0,0.0061659515722321655,0,0,0,0,0,0,0.010018316873562538,0.05735366436017351,0.007680009831309492,0.0218224819767768,0.023539731566265834,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida;7950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016060587784119347,0,0,0.02522109096373863,0.027156005802623114,0,0.019615889334539834,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Octadecabacter;4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014364670135636116,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktomarina;7770,0.04834711475274527,0.0326204243568252,0.06940266321431751,0.05119953130134864,0.075269304720969335,0.054217208087354904,0.08291599045840488,0.043034954252831305,0.04204109861237341,0.0647605179585395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1665379063524003,0.12046720759791382,0.2762514302088937,0.21858414474219348,0.20106452066736197,0.2894005142909212,0.15687173742549906
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Planktomarina;8231,0,0,0,0,0.023182494114780412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019184071435026113,0,0.040073969106982354,0,0.033098848969702256,0.05633437638102894,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter;2656,0,0.01040087870740815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter;3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07220725594654241,0.0685460600243558,0,0,0,0,0,0,0,0,0,0,0.041095354507465855,0.04011896154479103,0,0.010801979927753173,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage;11299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01100644180545529,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage;uncultured Rhodobacteraceae bacterium;5031,0.036360051339527855,0.016985074248006313,0.022543445738747416,0.019059830676480788,0.022050762201815906,0,0.01690657415878016,0,0.0177613076575767,0.01508056637725084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010507316957927787,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;3208,0.03349825778327137,0.013427638081161408,0.015360071957286938,0.017490332940522817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;117,0.01998918836691657,0,0.020431423721681552,0.018028679992434456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012214331707900683,0,0.02806414793884815,0.011520156313304787,0.02031541008300587,0.03163291803839995,0
