Taxonomy,CCE-P1706_139_D_I,CCE-P1706_140_D_I,CCE-P1706_145_D_I,CCE-P1706_146_D_I,CCE-P1706_47_D_I,CCE-P1706_49_D_I,CCE-P1706_59_D_I,CCE-P1706_61_D_I,CCE-P1706_71_D_I,CCE-P1706_73_D_I,Exp1_Pn-delicatissima_A_I,Exp1_Pn-delicatissima_A_II,Exp1_Pn-delicatissima_B_I,Exp1_Pn-delicatissima_B_II,Exp1_Pn-multiseries_A_I,Exp1_Pn-multiseries_A_II,Exp1_Pn-subpacifica_A_I,Exp1_Pn-subpacifica_A_II,Exp1_Pn-subpacifica_B_I,Exp1_Pn-subpacifica_B_II,Exp2_Pn-delicatissima_A_I,Exp2_Pn-delicatissima_B_I,Exp2_Pn-galaxiae_A_I,Exp2_Pn-galaxiae_B_I,Exp2_Pn-hasleana_A_I,Exp2_Pn-hasleana_B_I,Exp2_Pn-multiseries_A_I,Exp2_Pn-multiseries_B_I,Exp2_Pn-subpacifica_A_I,Exp2_Pn-subpacifica_B_I,Piers_Goleta_I_I,Piers_NewportBeach_I_I,Piers_NewportBeach_M_I,Piers_SantaMonica_I_I,Piers_Scripps_I_I,Piers_Scripps_M_I,Piers_StearnWharf_I_I
Bacteria;Lentisphaerae;Oligosphaeria;P.palmC41;uncultured Lentisphaerae bacterium;uncultured Lentisphaerae bacterium;uncultured Lentisphaerae bacterium;4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010018316873562538,0,0,0,0,0
Bacteria;Lentisphaerae;Oligosphaeria;P.palmC41;uncultured Lentisphaerae bacterium;uncultured Lentisphaerae bacterium;uncultured Lentisphaerae bacterium;8121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009504193993527836,0,0,0,0,0
Bacteria;Margulisbacteria;metagenome;metagenome;metagenome;metagenome;metagenome;7977,0,0,0,0,0,0,0,0,0,0.006156420975116832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015520673269346549,0,0,0,0,0
Bacteria;Margulisbacteria;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;10671,0.006789589672938464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006794759909080364,0
Bacteria;Margulisbacteria;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;4615,0,0,0,0,0.018239266362942572,0.010241249261106788,0.012601149539883571,0.009701272828682573,0,0.009734248496687843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018389809026139375,0,0,0,0,0,0.013133977538355456
Bacteria;Margulisbacteria;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;4886,0.007839962929548916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Margulisbacteria;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;8065,0,0,0.00852000297838608,0.006183490642206207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Margulisbacteria;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;uncultured bacterium;9657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021720537964269773,0.025519640236538296,0.17612274507327436,0.014364670135636116,0.01358983354916386,0
Bacteria;Margulisbacteria;uncultured marine cyanobacterium;uncultured marine cyanobacterium;uncultured marine cyanobacterium;uncultured marine cyanobacterium;uncultured marine cyanobacterium;9269,0.01998918836691657,0.019459139534189974,0.00852000297838608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077601029564589395,0.005503137568362641,0,0.008908401697282525,0,0
Bacteria;Marinimicrobia (SAR406 clade);7039,0.013001340795539065,0,0,0,0.011311126846556213,0,0.007969540184353648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Marinimicrobia (SAR406 clade);8768,0.04505193542723068,0.03869314188947216,0.020870922595298772,0.023138420609326676,0.02628715042312291,0,0,0,0.020509351012983713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015071457417695758,0,0,0,0
Bacteria;Marinimicrobia (SAR406 clade);Marinimicrobia bacterium SCGC AAA160-I06;Marinimicrobia bacterium SCGC AAA160-I06;Marinimicrobia bacterium SCGC AAA160-I06;Marinimicrobia bacterium SCGC AAA160-I06;Marinimicrobia bacterium SCGC AAA160-I06;11376,0.011087495490427557,0.00849223086406066,0.009525681726467821,0.010710256469678998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010924776067781224,0.05031193330716811,0.01230563815085141,0.015360472695953722,0.018257563553004383,0.02148840580906785,0.009789363770353233
Bacteria;Marinimicrobia (SAR406 clade);Marinimicrobia bacterium SCGC AAA160-I06;Marinimicrobia bacterium SCGC AAA160-I06;Marinimicrobia bacterium SCGC AAA160-I06;Marinimicrobia bacterium SCGC AAA160-I06;Marinimicrobia bacterium SCGC AAA160-I06;3767,0.013579492361218314,0.014709328953199628,0.017565126829218076,0.010710256469678998,0.016777541711080538,0.01145011480217019,0.011270751127376848,0.012524420344981585,0.013757560392383817,0.014438497439697785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019441619506953764,0.0245418174465894,0.012906294750169819,0.014872677178687092,0.011268425299890316,0.01109593877530824,0.019083836641378173
Bacteria;Marinimicrobia (SAR406 clade);uncultured bacterium MB13C05;uncultured bacterium MB13C05;uncultured bacterium MB13C05;uncultured bacterium MB13C05;uncultured bacterium MB13C05;1678,0.029857819713469045,0.02583067378232669,0,0,0.027709444202183388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Marinimicrobia (SAR406 clade);uncultured bacterium MB13C05;uncultured bacterium MB13C05;uncultured bacterium MB13C05;uncultured bacterium MB13C05;uncultured bacterium MB13C05;3562,0.04754467295512412,0.045747468383763014,0.040199113329963336,0.03606322324182478,0.04719896740527824,0.043763839858815275,0.03905212602252336,0.036736112306294075,0.03726309738110337,0.03745656821781282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014452335930082076,0.0245418174465894,0,0.018416876679949516,0,0.011769050516674808,0
Bacteria;Marinimicrobia (SAR406 clade);unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;2933,0.02600487992127186,0.019459139534189974,0.024100248902784217,0.027308775542865187,0.023182494114780412,0,0.02254293429472841,0.020195865892512006,0.020509351012983713,0.024628017910106385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011800145937000161,0,0,0,0,0,0
Bacteria;Marinimicrobia (SAR406 clade);unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;4787,0.03303602136993111,0.02942184168653617,0.031309226109081136,0.025870117937405387,0.030354952461316455,0.023467393714024953,0,0,0.01653476164768724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012143340829730558,0,0,0
Bacteria;Marinimicrobia (SAR406 clade);unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077601029564589395,0,0,0,0,0
Bacteria;Marinimicrobia (SAR406 clade);unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;unidentified marine bacterioplankton;866,0.027161489624719606,0.021231917145266944,0.0229425451731526,0.02473632750747573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;BD7-11;1759,0.022520251934342112,0.007354465563002613,0,0.006183490642206207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;BD7-11;uncultured marine bacterium;uncultured marine bacterium;uncultured marine bacterium;uncultured marine bacterium;4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019581318829319447,0,0,0
Bacteria;Planctomycetes;BD7-11;uncultured marine bacterium;uncultured marine bacterium;uncultured marine bacterium;uncultured marine bacterium;4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01706112117854929,0,0,0,0,0
Bacteria;Planctomycetes;BD7-11;uncultured marine bacterium;uncultured marine bacterium;uncultured marine bacterium;uncultured marine bacterium;9905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01763968676021419,0,0.025474215698140838,0,0,0
Bacteria;Planctomycetes;OM190;marine metagenome;marine metagenome;marine metagenome;marine metagenome;7445,0,0,0,0,0.01430775256429104,0,0.007969540184353648,0,0.010254136309838558,0.007540068830896191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;OM190;uncultured marine bacterium;uncultured marine bacterium;uncultured marine bacterium;uncultured marine bacterium;8547,0,0,0.0060245154375386965,0,0.018239266362942572,0,0,0,0.007942764152517741,0.007540068830896191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;OM190;unidentified marine eubacterium;unidentified marine eubacterium;unidentified marine eubacterium;unidentified marine eubacterium;1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026508636147467585,0,0,0.016426802592932072,0,0
Bacteria;Planctomycetes;OM190;unidentified marine eubacterium;unidentified marine eubacterium;unidentified marine eubacterium;unidentified marine eubacterium;5531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013213504774028302,0,0
Bacteria;Planctomycetes;OM190;unidentified marine eubacterium;unidentified marine eubacterium;unidentified marine eubacterium;unidentified marine eubacterium;712,0.020370021210081288,0.04095901359534901,0,0.011568436028869028,0.022623701180780102,0.02611267597774479,0.01782118826666446,0.018577300321673217,0.01653476164768724,0.023444952314036614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022177936819555256,0.014560374418506102,0.014872677178687092,0.027890955561053647,0.021843666179924705,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured marine bacterium;4158,0.021827042616635515,0.011234266749784774,0,0,0.018239266362942572,0,0,0,0,0.013766523666791632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured marine bacterium;7358,0.04055930766497634,0.03149486285079527,0.018569758572147578,0.025870117937405387,0.03077379256578597,0.034356352232739,0.02391064576343037,0.023765032470202965,0.025943596549412185,0.028215830691309677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02349680469484239,0.010295557585930948,0,0.03801319203017269,0.026609720683841286,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured marine bacterium;7727,0.0055436625561740725,0,0.010434893077300843,0,0,0.012543027144799958,0,0,0.012132942757501687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796789562818579,0.011769050516674808,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured Phycisphaeraceae bacterium;10355,0.014134019971315557,0.01588798663017547,0.0120492495474669,0.00874483205772461,0.01517572802027589,0.015362209592692272,0.009760705131350026,0,0.007942764152517741,0.010663368645911778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011268425299890316,0,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;uncultured bacterium;8498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005487193886588305,0,0,0,0,0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Blastopirellula;10965,0,0,0.016499463816901944,0.006183490642206207,0.04554117700061418,0.029862031960921746,0.025204300559532714,0.02095835012211132,0.021994060027527563,0.014438497439697785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016462242601565924,0.015565773578301488,0.011520156313304787,0.033337921190619804,0.038844756979106006,0.007582760124620549
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Rubripirellula;7788,0,0,0,0,0.012390771495576979,0.01145011480217019,0,0,0.011232882901401174,0.006156420975116832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010974552997431655,0.01100644180545529,0,0.011952001533396747,0,0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured;3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070518308000765756,0,0,0,0.009758690937640563,0,0
Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured;513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006922070224703229
Bacteria;Proteobacteria;10895,0.012396260308083275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;125,0,0,0.007378516701990942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;4639,0.026298797084103008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;8237,0.009602003573780193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;1214,0,0.007354465563002613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011853911703205832,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00875584516830548
Bacteria;Proteobacteria;Alphaproteobacteria;4211,0,0,0,0.011568436028869028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;6147,0.03484825331207078,0.03149486285079527,0.020870922595298772,0.027308775542865187,0.036131933179907816,0.040330065867471385,0.030351443454744654,0.024416377536735267,0.02900663646982005,0.030786773611871085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011800145937000161,0.01416827661479706,0,0.015833251764238485,0.013801092140321432,0.01358983354916386,0
Bacteria;Proteobacteria;Alphaproteobacteria;6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010159772948960035,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;6558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007582760124620549
Bacteria;Proteobacteria;Alphaproteobacteria;682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013809504735682945,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;7036,0.021111098069571427,0.020802882777018406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;7725,0.00876536747490273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;8767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009091814658927612,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;8956,0.017531408498165552,0.011234266749784774,0.007378516701990942,0,0.008761486447401984,0,0,0,0,0.006156420975116832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;9018,0.0055436625561740725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hellea;4395,0.009602003573780193,0.014709328953199628,0.014757435147218573,0.017490332940522817,0.018239266362942572,0,0.021826986709134168,0.012524420344981585,0.010254136309838558,0.014438497439697785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07162890833353157,0.05051135856631134,0.06631481128331063,0.07811677778783128,0.037167955258451554,0.04352109455863544,0.04234460909278441
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;10858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016079193204729884,0.02057154025909827,0,0,0,0,0.009931624401837065,0.005440087738601396,0,0,0,0,0.011620511656866403,0.011827538776167868,0.024627561887134306,0.027036128984979983,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium;5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07645343800407649,0.09947362640956432,0.023556706866286227,0.0307784909126386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;10561,0.007839962929548916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018566919767627713,0.0230998884877631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007782651067908959,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006336076333792783,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;uncultured;uncultured bacterium;uncultured bacterium;8893,0.009602003573780193,0.012738537697682819,0.0120492495474669,0.011568436028869028,0.012390771495576979,0.008869143265935311,0.011270751127376848,0.009701272828682573,0.012132942757501687,0.013060029820330782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063073387586291664,0.0410737409671587,0.03437367826979743,0.029748645415982277,0.03137445154900696,0.04020886616970337,0.011161645482739754
Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;uncultured;10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070518308000765756,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;OCS116 clade;5398,0.036360051339527855,0.031207138667372573,0.029518085422051824,0.028675413585782884,0.04497504195656491,0.03585142546543064,0.03652875770345728,0.029641753674692062,0.03401508570800787,0.03795960347720101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021390715797281305,0.03499903594381171,0.02131506655884602,0.02518301032486015,0.02954973534129274,0.03163291803839995,0.015785278209119593
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;4555,0,0.018990118613034842,0.020870922595298772,0.014501986874753297,0,0,0,0,0.014501792795478358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053319555212186676,0.02833278204221725,0.04609592863934675,0.03801319203017269,0.02148840580906785,0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03308177799355223,0.0245418174465894,0,0.025762132422405958,0,0,0.020997053680194257
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01792196965572466,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;9856,0,0.017507866415676476,0.018569758572147578,0.021421741755213046,0.01517572802027589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027070855127450635,0,0.01920101564789081,0.04596082092718429,0.038844756979106006,0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;uncultured alpha proteobacterium;uncultured alpha proteobacterium;4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006336076333792783,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;uncultured alpha proteobacterium;uncultured alpha proteobacterium;6827,0.030114191885208884,0.0372676899858948,0.03881974038183022,0.03936140582665223,0.03118701518209152,0.026610221323860442,0.030351443454744654,0.02627378167448221,0.029367084163546796,0.02753565719188991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025623164986722843,0.06814667658912399,0.04100873781017886,0.05567516939845351,0.02873230540196215,0.023864494092417775,0.019822932486536243
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;uncultured alpha proteobacterium;uncultured alpha proteobacterium;7746,0,0,0.0159399481985107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026697356775794576,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;uncultured PS1 clade bacterium;uncultured PS1 clade bacterium;11415,0.035504036815360226,0.029113663547594964,0.018074421073619035,0.014501986874753297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007724906407000734,0,0.014030692450062991,0.018416876679949516,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;1780,0.1181338589196973,0.06596447370311502,0.0672716041537719,0.06664713635205735,0.07141795314164079,0.05819093457060219,0.05940604396672597,0.047211935282708645,0.05803771468968908,0.056454156291433424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08560270462055919,0.10283664273611792,0.08508961564197966,0.08245150973813326,0.08202880407524465,0.08659067721456255,0.05557750782675989
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;2157,0.017964393991067175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;3092,0.03372700393348064,0,0.030723769341189915,0.02623717193398877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046468969380530925,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06089324364679603,0,0,0.050571649209472484,0.06093790058041383,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;8215,0.019204892580492315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;8817,0.026298797084103008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03868021990616319,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;8954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009758690937640563,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;9276,0.029338363301693957,0,0,0.020509625511396234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03231318365972204,0,0,0.021082408949688377,0.026609720683841286,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum;10357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019530209710808894,0,0,0,0.028018963194127666,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum;2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01927148777004043,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum;386,0.014667603272828922,0.014083067952780087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03411854281981461,0,0.016044872651516717,0.0108612808379087,0,0.015692349137027484,0.02030072690655715
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Candidatus Puniceispirillum;5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014518187579567222,0,0,0,0,0
