feature,Pn-delicatissima,Pn-galaxiae,Pn-hasleana,Pn-multiseries,Pn-subpacifica,MeanDecreaseAccuracy,MeanDecreaseGini,mean_decrease_important,multiseries_important,delicatissima_important,galaxiae_important,hasleana_important,subpacifica_important
X8299,7.733333333333333e-5,6.666666666666667e-5,8.333333333333334e-5,1.3633333333333336e-4,9.669999999999999e-4,2.613461163019986e-4,0.010712170392529582,not important,not important,not important,not important,not important,not important
X8300,0,-1.1666666666666665e-5,5e-6,-1e-5,0,-1.6336996336996337e-6,5.501038961038961e-4,not important,not important,not important,not important,not important,not important
X8301,7e-5,1.833333333333333e-5,1.633333333333333e-5,1.48e-4,7.91e-4,2.0361150777327243e-4,0.009053728451786659,not important,not important,not important,not important,not important,not important
X8302,2.2885714285714287e-4,-4.433333333333334e-5,7.4e-5,4.566666666666667e-5,7.866666666666668e-5,7.267314823119777e-5,0.005710443057669246,not important,not important,not important,not important,not important,not important
X8303,1.2133333333333333e-4,3.399999999999999e-5,-4.999999999999998e-6,-3.3333333333333325e-7,6e-5,5.2117164655090346e-5,0.0036713045869183427,not important,not important,not important,not important,not important,not important
X8304,4.5099999999999985e-4,2.9366666666666663e-4,-5.6666666666666684e-5,-2.8000000000000003e-5,-9.333333333333334e-6,1.3322621161088657e-4,0.01462094988031999,not important,not important,not important,not important,not important,not important
X8305,-2e-5,6.666666666666667e-6,-1.833333333333333e-5,5e-6,1e-5,6.623572505925449e-7,4.05914862914863e-4,not important,not important,not important,not important,not important,not important
X8306,1.5e-5,-9.999999999999997e-7,-2.666666666666666e-6,0,0,6.574822236586944e-6,5.227604617604618e-4,not important,not important,not important,not important,not important,not important
X8307,2.6190476190476192e-5,5.066666666666667e-5,2e-5,-2e-5,-4e-6,1.5899838723368133e-5,0.0015860620490620488,not important,not important,not important,not important,not important,not important
X8308,0.0024326666666666667,5.099999999999996e-4,4.953333333333333e-4,-1.8966666666666665e-4,3.129999999999999e-4,6.785539476863003e-4,0.0352893503053131,not important,not important,not important,not important,not important,not important
X8309,8.783333333333332e-4,4.8433333333333336e-4,1.9780952380952374e-4,4.066666666666666e-5,1.6933333333333335e-4,3.9171971844804623e-4,0.03487715163650212,not important,not important,not important,not important,not important,not important
X8310,8.233333333333332e-5,-3.3333333333333333e-6,4e-6,4.666666666666666e-5,2.4e-5,2.93058608058608e-5,0.0021010558069156447,not important,not important,not important,not important,not important,not important
X8311,9.047619047619047e-6,1.1933333333333334e-4,8.499999999999998e-5,1.75e-4,6.3e-5,8.771153511091592e-5,0.005320001603626673,not important,not important,not important,not important,not important,not important
X8312,4.866666666666667e-5,6.5e-5,7.166666666666668e-5,9e-6,1e-5,4.244118300000652e-5,0.0015630788584816717,not important,not important,not important,not important,not important,not important
X8313,3.661904761904761e-5,-1.0066666666666664e-4,3.233333333333333e-4,4.166666666666666e-5,9.999999999999997e-7,5.001844723903546e-5,0.006937382597141417,not important,not important,not important,not important,not important,not important
X8314,-2.6666666666666673e-6,2.433333333333333e-5,1.0000000000000003e-5,1e-5,6.666666666666667e-6,9.972563384328087e-6,0.001005963036963037,not important,not important,not important,not important,not important,not important
X8315,0,-3e-5,-2.1000000000000002e-5,0,0,-5.9615384615384615e-6,4.028356088356088e-4,not important,not important,not important,not important,not important,not important
X8319,8.999999999999999e-6,-3.066666666666666e-5,6.666666666666667e-6,1.566666666666667e-5,-4.399999999999999e-5,-3.665636650930769e-6,0.0030838959612060138,not important,not important,not important,not important,not important,not important
X8320,0,-5.666666666666669e-6,-6.666666666666654e-7,0,0,-1.3746498599439776e-6,8.182689993503458e-4,not important,not important,not important,not important,not important,not important
X8321,3.3333333333333325e-6,-5.200000000000001e-5,1e-5,-1.1666666666666665e-5,1.8999999999999998e-5,-7.548067945126769e-6,0.0023793815355212583,not important,not important,not important,not important,not important,not important
X8322,5.4523809523809524e-5,6.000000000000001e-6,3.4333333333333325e-5,2.2999999999999997e-5,1.4e-5,3.348132586367881e-5,0.0018545049290353546,not important,not important,not important,not important,not important,not important
X8323,8e-6,1.3333333333333333e-5,-5e-6,-4e-6,3.3333333333333333e-6,4.486152736152736e-6,0.0011279100057648445,not important,not important,not important,not important,not important,not important
X8324,1.6666666666666667e-5,-9.333333333333334e-6,1.3333333333333333e-5,-1.5e-5,7.333333333333334e-6,4.217032967032968e-6,9.486517162575987e-4,not important,not important,not important,not important,not important,not important
X8325,9.566666666666667e-5,2.8000000000000003e-5,-5.066666666666667e-5,2.6333333333333334e-5,-1.5e-5,2.5669252316311143e-5,0.003614837908572131,not important,not important,not important,not important,not important,not important
X8326,5.166666666666667e-5,2.3333333333333336e-5,3.999999999999997e-6,1.2333333333333334e-5,-1.9666666666666666e-5,1.1321428571428572e-5,0.0031707790621726805,not important,not important,not important,not important,not important,not important
X8327,9.7e-5,-3.666666666666667e-5,2.8000000000000003e-5,0,6.666666666666667e-6,2.737120232708468e-5,0.0021208576832524202,not important,not important,not important,not important,not important,not important
X8329,0.0013483333333333331,3.0166666666666666e-4,5.691904761904761e-4,-2.8e-5,-3.433333333333334e-5,4.0304812018047303e-4,0.01812354045800572,not important,not important,not important,not important,not important,not important
X8330,-2.466666666666667e-5,1.333333333333334e-6,3.3333333333333337e-6,-2.333333333333333e-5,1e-5,-8.626325428957008e-6,8.133516966125663e-4,not important,not important,not important,not important,not important,not important
X8331,0.0017603333333333327,5.643333333333331e-4,5.439999999999999e-4,3.433333333333334e-5,7.6e-5,5.894930199659299e-4,0.025699843600134227,not important,not important,not important,not important,not important,not important
X8332,0.0014776666666666662,6.276666666666666e-4,2.733333333333334e-4,-5.4952380952380954e-5,3.2e-5,4.509207673990954e-4,0.022691278583226254,not important,not important,not important,not important,not important,not important
X8333,0.0014936666666666668,4.5199999999999977e-4,6.959999999999998e-4,7.266666666666667e-5,-3.633333333333333e-5,5.438741921992692e-4,0.0235053649390976,not important,not important,not important,not important,not important,not important
X8334,4.871904761904761e-4,1.91e-4,1.5533333333333333e-4,-6.666666666666665e-7,3.0333333333333337e-5,1.8539284614594212e-4,0.01043064851047677,not important,not important,not important,not important,not important,not important
X8335,4.266666666666667e-5,1.666666666666667e-5,-1.866666666666667e-5,0,0,1.3475382460676579e-5,0.0016829396485867074,not important,not important,not important,not important,not important,not important
X8336,-1e-5,6.333333333333333e-5,6.1e-5,0,0,2.4988173161547772e-5,0.002005366966366966,not important,not important,not important,not important,not important,not important
X8338,-1.1666666666666665e-5,4e-6,5e-6,0,1.6666666666666664e-5,5.714932126696832e-6,6.354405594405594e-4,not important,not important,not important,not important,not important,not important
X8339,0,-3e-5,-3.333333333333335e-6,0,0,-4.2389060887512905e-6,0.001255090637948223,not important,not important,not important,not important,not important,not important
X8340,0,5e-6,1.8e-5,0,3.3333333333333333e-6,7.048265460030167e-6,5.26899766899767e-4,not important,not important,not important,not important,not important,not important
X8341,1.8333333333333333e-5,4.4000000000000006e-5,-7.1e-5,1.6666666666666662e-6,-2.857142857142857e-6,9.15605472958414e-6,0.0022026830342150028,not important,not important,not important,not important,not important,not important
X8342,0,2.6666666666666667e-5,-2.3333333333333336e-5,1.333333333333334e-6,0,3.6818181818181816e-6,6.002174492174493e-4,not important,not important,not important,not important,not important,not important
X8343,-5e-6,-7.666666666666666e-6,2.6666666666666667e-5,-6.666666666666667e-6,8.333333333333332e-6,2.1889140271493214e-6,5.227653457653458e-4,not important,not important,not important,not important,not important,not important
X8344,1.6666666666666664e-5,-3.266666666666666e-5,9.300000000000001e-5,-6.6666666666666675e-6,9.333333333333333e-6,7.384175422101118e-6,0.0021443845922132906,not important,not important,not important,not important,not important,not important
X8345,4e-6,-4.2000000000000004e-5,7.333333333333333e-5,1.2333333333333334e-5,0,6.662698412698411e-6,0.0012503640161008584,not important,not important,not important,not important,not important,not important
X8346,1.6e-5,1.6666666666666662e-6,5.6e-5,9e-6,-7.000000000000001e-6,1.0966156392626983e-5,0.004565954897757751,not important,not important,not important,not important,not important,not important
X8347,9e-6,-2.7000000000000002e-5,1.4666666666666663e-5,-1.1666666666666665e-5,9.523809523809523e-6,4.925003874694278e-6,0.004580180731238679,not important,not important,not important,not important,not important,not important
X8348,1.2000000000000002e-5,3.3333333333333337e-6,3.3333333333333335e-5,0,0,8.06447963800905e-6,6.658255818255818e-4,not important,not important,not important,not important,not important,not important
X8349,4.333333333333333e-5,2.142857142857143e-6,1e-5,-5e-6,0,7.156554230083641e-6,9.304063714063714e-4,not important,not important,not important,not important,not important,not important
X8350,0,-1.3333333333333333e-5,-1.3333333333333333e-5,-1.333333333333333e-5,1.3000000000000001e-5,-8.28575346222405e-6,0.0015479114027813722,not important,not important,not important,not important,not important,not important
X8351,1.0799999999999997e-4,4.8333333333333334e-5,1.1633333333333333e-4,1.28e-4,6.156666666666666e-4,2.017416360729054e-4,0.00818641799775659,not important,not important,not important,not important,not important,not important
X8352,1.333333333333334e-6,0,-5e-6,1.6666666666666669e-6,0,7.35294117647059e-8,2.8637721755368816e-4,not important,not important,not important,not important,not important,not important
X8353,6.933333333333333e-5,-3.5809523809523814e-5,0.0011403333333333333,1.246666666666667e-4,1.6766666666666666e-4,2.865744680156442e-4,0.025042234418618196,not important,not important,not important,not important,not important,not important
X8354,4e-6,-1e-5,1.6666666666666664e-5,0,4e-6,5.318681318681318e-6,3.5245421245421246e-4,not important,not important,not important,not important,not important,not important
X8357,2e-5,-2e-5,0,0,0,9.473684210526317e-7,2.596969696969697e-4,not important,not important,not important,not important,not important,not important
X8358,-1e-5,4.5e-5,-1.633333333333333e-5,-1e-5,-1.4666666666666668e-5,-3.4047619047619047e-6,6.351904761904764e-4,not important,not important,not important,not important,not important,not important
X8359,2e-5,9e-6,6.666666666666667e-6,1.3333333333333333e-5,0,8.73202614379085e-6,4.2922077922077933e-4,not important,not important,not important,not important,not important,not important
X8360,3.566666666666667e-5,1.1366666666666666e-4,-1.3399999999999998e-4,-3.0000000000000005e-6,1.866666666666667e-5,2.134453781512605e-6,0.004862241915382172,not important,not important,not important,not important,not important,not important
X8361,-2.233333333333334e-5,-1.0619047619047617e-4,0.0016366666666666671,8.733333333333335e-5,1.37e-4,3.168069895360915e-4,0.021410045111169344,not important,not important,not important,not important,not important,not important
X8362,-5e-6,0,-1.7e-5,1e-5,0,-5.503393665158371e-6,3.1370979020979025e-4,not important,not important,not important,not important,not important,not important
X8363,2.066666666666667e-5,7.552380952380952e-5,1.7633333333333333e-4,9.666666666666668e-5,4.166666666666667e-5,8.93297339914987e-5,0.005075963794125749,not important,not important,not important,not important,not important,not important
X8364,1.6666666666666652e-6,-4.966666666666667e-5,7.766666666666668e-5,3.266666666666666e-5,3.5e-5,2.202632334985276e-5,0.0026953700157971447,not important,not important,not important,not important,not important,not important
X8365,0,1e-5,2.6666666666666667e-5,1e-5,0,7.537581699346405e-6,4.403578643578644e-4,not important,not important,not important,not important,not important,not important
X8366,0.0014343333333333337,8.649999999999999e-4,8.333333333333332e-4,1.4600000000000003e-4,8.033333333333331e-5,6.410158932914346e-4,0.02840606818454029,not important,not important,not important,not important,not important,not important
X8371,6.666666666666667e-6,-3.3333333333333333e-6,-2.1000000000000002e-5,1.019047619047619e-5,0,-3.027777777777778e-6,5.852870462870463e-4,not important,not important,not important,not important,not important,not important
X8372,0,-3.3333333333333337e-6,1.3333333333333333e-5,3.3333333333333333e-6,0,3.6981792717086836e-6,2.2661616161616163e-4,not important,not important,not important,not important,not important,not important
X8375,2.9800000000000003e-4,-4.439999999999998e-4,0.0014039999999999999,5.233333333333333e-4,2.896666666666667e-4,4.006313612428161e-4,0.02976530041126618,not important,not important,not important,not important,not important,not important
X8377,0,2.5e-5,2.333333333333334e-6,0,4e-6,6.89960529666412e-6,4.741194361194362e-4,not important,not important,not important,not important,not important,not important
X8378,5e-6,1.7333333333333332e-5,6.666666666666665e-6,6.666666666666667e-6,0,8.443869855634561e-6,8.283428004743794e-4,not important,not important,not important,not important,not important,not important
X8379,0,0,1e-5,0,-5e-6,9.523809523809517e-8,2.8915151515151517e-4,not important,not important,not important,not important,not important,not important
